run_id,run_name,group,method,target,seed,step,metric,value
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,100000,kl_ite,0.34862359550353994
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,5000,w2,1.038077712059021
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,10000,w2,1.0307166576385498
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,15000,w2,1.0620893239974976
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,20000,w2,1.040503740310669
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,25000,w2,1.051666259765625
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,30000,w2,1.0275704860687256
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,35000,w2,1.0589898824691772
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,40000,w2,1.0679603815078735
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,45000,w2,1.0409700870513916
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,50000,w2,1.0198416709899902
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,55000,w2,1.0293840169906616
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,60000,w2,1.0411889553070068
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,65000,w2,1.0514439344406128
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,70000,w2,1.0425975322723389
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,75000,w2,1.0338619947433472
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,80000,w2,1.066026210784912
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,85000,w2,1.0461668968200684
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,90000,w2,1.0409679412841797
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,95000,w2,0.8774055242538452
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,100000,w2,0.9475866556167603
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,5000,elbo,-96.72541046142578
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,10000,elbo,-78.98491668701172
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,15000,elbo,-96.92118835449219
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,20000,elbo,-92.50697326660156
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,25000,elbo,-96.45551300048828
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,30000,elbo,-84.850341796875
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,35000,elbo,-83.94901275634766
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,40000,elbo,-86.8304443359375
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,45000,elbo,-91.71881866455078
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,50000,elbo,-96.63108825683594
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,55000,elbo,-97.84651947021484
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,60000,elbo,-93.90628051757812
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,65000,elbo,-96.45196533203125
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,70000,elbo,-85.72563171386719
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,75000,elbo,-95.93766784667969
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,80000,elbo,-88.82783508300781
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,85000,elbo,-92.26985168457031
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,90000,elbo,-110.14637756347656
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,95000,elbo,-79.56624603271484
g5eanpzf,KDVI-banana-seed42,KDVI-banana,KDVI,banana,42,100000,elbo,-1.6986918449401855
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,5000,kl_ite,2.671790435080942
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,10000,kl_ite,2.715667811447659
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,15000,kl_ite,2.7010908702455407
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,20000,kl_ite,2.6728581600818795
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,25000,kl_ite,2.665839599202875
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,30000,kl_ite,2.703421862842868
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,35000,kl_ite,2.6960940666458586
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,40000,kl_ite,2.704147904888079
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,45000,kl_ite,2.6834002137934263
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,50000,kl_ite,2.7243629067346555
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,55000,kl_ite,2.683730903490345
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,60000,kl_ite,2.6584770691983093
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,65000,kl_ite,2.7180035550903794
fip0f5tt,KDVI-banana-seed43,KDVI-banana,KDVI,banana,43,70000,kl_ite,2.695314873630559
