chain,epoch,method,progress,reference_internal_l2,reference_seed,repeat,replication_unit,run_id,runtime_sec,seed,target
3,4000,SIVI,0.4,0.019649945265834273,862205402,3,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
4,4000,SIVI,0.4,0.023741043459022365,862205402,4,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
5,4000,SIVI,0.4,0.023454899219345883,862205402,5,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
6,4000,SIVI,0.4,0.0185567913594343,862205402,6,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
7,4000,SIVI,0.4,0.016941293315853305,862205402,7,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
8,4000,SIVI,0.4,0.018050916833849476,862205402,8,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
9,4000,SIVI,0.4,0.017557827850142933,862205402,9,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
10,4000,SIVI,0.4,0.017639413253140557,862205402,10,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
11,4000,SIVI,0.4,0.017592533397230575,862205402,11,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
12,4000,SIVI,0.4,0.019105365024079772,862205402,12,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
13,4000,SIVI,0.4,0.020075140855084793,862205402,13,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
14,4000,SIVI,0.4,0.02295370451653067,862205402,14,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
15,4000,SIVI,0.4,0.019648470133439545,862205402,15,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
16,4000,SIVI,0.4,0.01790791571577851,862205402,16,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
17,4000,SIVI,0.4,0.022798546608538313,862205402,17,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
18,4000,SIVI,0.4,0.023222514651245012,862205402,18,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
19,4000,SIVI,0.4,0.016671572413287435,862205402,19,hmc_chain,seed43_sivi_x_shaped,27.441015657037497,43,x_shaped
0,6000,SIVI,0.6,0.028434538371439673,1157221491,0,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
1,6000,SIVI,0.6,0.022838764621767614,1157221491,1,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
2,6000,SIVI,0.6,0.02938346392291768,1157221491,2,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
3,6000,SIVI,0.6,0.03163130863082321,1157221491,3,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
4,6000,SIVI,0.6,0.0243393821612999,1157221491,4,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
5,6000,SIVI,0.6,0.025390886479716983,1157221491,5,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
6,6000,SIVI,0.6,0.02527325147375583,1157221491,6,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
7,6000,SIVI,0.6,0.023408061449232714,1157221491,7,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
8,6000,SIVI,0.6,0.04433531904224887,1157221491,8,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
9,6000,SIVI,0.6,0.030709180127342476,1157221491,9,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
10,6000,SIVI,0.6,0.025756797885896385,1157221491,10,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
11,6000,SIVI,0.6,0.021346362811453176,1157221491,11,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
12,6000,SIVI,0.6,0.0522595750011207,1157221491,12,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
13,6000,SIVI,0.6,0.025318876204319243,1157221491,13,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
14,6000,SIVI,0.6,0.024399626672846432,1157221491,14,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
15,6000,SIVI,0.6,0.025741523415039387,1157221491,15,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
16,6000,SIVI,0.6,0.026627557709952402,1157221491,16,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
17,6000,SIVI,0.6,0.02815927112816194,1157221491,17,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
18,6000,SIVI,0.6,0.0273974476772025,1157221491,18,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
19,6000,SIVI,0.6,0.03031708325648773,1157221491,19,hmc_chain,seed43_sivi_x_shaped,28.675147860869764,43,x_shaped
0,8000,SIVI,0.8,0.02760666745682336,341413517,0,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
1,8000,SIVI,0.8,0.03277213879792842,341413517,1,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
2,8000,SIVI,0.8,0.02716394861920866,341413517,2,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
3,8000,SIVI,0.8,0.026424326656004193,341413517,3,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
4,8000,SIVI,0.8,0.029759142156465603,341413517,4,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
5,8000,SIVI,0.8,0.03110610803995067,341413517,5,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
6,8000,SIVI,0.8,0.02759143350993644,341413517,6,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
7,8000,SIVI,0.8,0.030738307953965125,341413517,7,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
8,8000,SIVI,0.8,0.02719685115651591,341413517,8,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
9,8000,SIVI,0.8,0.027130173146938635,341413517,9,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
10,8000,SIVI,0.8,0.03403042423115006,341413517,10,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
11,8000,SIVI,0.8,0.027357238521941885,341413517,11,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
12,8000,SIVI,0.8,0.02491094101468136,341413517,12,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
13,8000,SIVI,0.8,0.029171452350029197,341413517,13,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
14,8000,SIVI,0.8,0.03366504262968141,341413517,14,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
15,8000,SIVI,0.8,0.031393500500900826,341413517,15,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
16,8000,SIVI,0.8,0.031888654389544246,341413517,16,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
17,8000,SIVI,0.8,0.026820831643030386,341413517,17,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
18,8000,SIVI,0.8,0.02816417348639543,341413517,18,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
19,8000,SIVI,0.8,0.031039943854047285,341413517,19,hmc_chain,seed43_sivi_x_shaped,27.24273323342204,43,x_shaped
0,10000,SIVI,1.0,0.024073416643230903,483180617,0,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
1,10000,SIVI,1.0,0.02026332073259339,483180617,1,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
2,10000,SIVI,1.0,0.021015475977496853,483180617,2,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
3,10000,SIVI,1.0,0.022254116117224547,483180617,3,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
4,10000,SIVI,1.0,0.020729015538836784,483180617,4,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
5,10000,SIVI,1.0,0.021918991306077825,483180617,5,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
6,10000,SIVI,1.0,0.018995495536456568,483180617,6,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
7,10000,SIVI,1.0,0.02200919798036693,483180617,7,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
8,10000,SIVI,1.0,0.019144411255035583,483180617,8,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
9,10000,SIVI,1.0,0.020713432096773038,483180617,9,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
10,10000,SIVI,1.0,0.02099413525421037,483180617,10,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
11,10000,SIVI,1.0,0.027305468512130747,483180617,11,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
12,10000,SIVI,1.0,0.022811611663322906,483180617,12,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
13,10000,SIVI,1.0,0.02145956365314685,483180617,13,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
14,10000,SIVI,1.0,0.022835611278725323,483180617,14,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
15,10000,SIVI,1.0,0.02192631644083412,483180617,15,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
16,10000,SIVI,1.0,0.021942783491953208,483180617,16,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
17,10000,SIVI,1.0,0.020974816420445637,483180617,17,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
18,10000,SIVI,1.0,0.021843375560720843,483180617,18,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
19,10000,SIVI,1.0,0.022565389550740438,483180617,19,hmc_chain,seed43_sivi_x_shaped,27.635004199296237,43,x_shaped
0,2000,SIVI,0.2,0.00991869307226291,211026819,0,hmc_chain,seed45_sivi_x_shaped,27.33914291597903,45,x_shaped
1,2000,SIVI,0.2,0.010314267733149696,211026819,1,hmc_chain,seed45_sivi_x_shaped,27.33914291597903,45,x_shaped
2,2000,SIVI,0.2,0.011573960583701762,211026819,2,hmc_chain,seed45_sivi_x_shaped,27.33914291597903,45,x_shaped
3,2000,SIVI,0.2,0.011107805542978882,211026819,3,hmc_chain,seed45_sivi_x_shaped,27.33914291597903,45,x_shaped
4,2000,SIVI,0.2,0.009615859111208295,211026819,4,hmc_chain,seed45_sivi_x_shaped,27.33914291597903,45,x_shaped
5,2000,SIVI,0.2,0.009868400163887903,211026819,5,hmc_chain,seed45_sivi_x_shaped,27.33914291597903,45,x_shaped
6,2000,SIVI,0.2,0.009832740146919292,211026819,6,hmc_chain,seed45_sivi_x_shaped,27.33914291597903,45,x_shaped
