checkpoint_epoch,method,metric,run_id,seed,target,warning
50000,KSIVI,w2_edge_10,seed47_ksivi_student_uc,47,student_uc,"run_id=seed47_ksivi_student_uc, method=KSIVI, target=student_uc, metric=w2_edge_10, checkpoint_epoch=50000: sampling process failed for constrained W2 (source=vi, width=10, accepted=7/10000, draws=1000000000, max_draws=1000000000); using fallback W2=edge length 10."
50000,KSIVI,w2_edge_5,seed47_ksivi_student_uc,47,student_uc,"run_id=seed47_ksivi_student_uc, method=KSIVI, target=student_uc, metric=w2_edge_5, checkpoint_epoch=50000: sampling process failed for constrained W2 (source=vi, width=5, accepted=0/10000, draws=1000000000, max_draws=1000000000); using fallback W2=edge length 5."
50000,KSIVI,w2_edge_8,seed47_ksivi_student_uc,47,student_uc,"run_id=seed47_ksivi_student_uc, method=KSIVI, target=student_uc, metric=w2_edge_8, checkpoint_epoch=50000: sampling process failed for constrained W2 (source=vi, width=8, accepted=0/10000, draws=1000000000, max_draws=1000000000); using fallback W2=edge length 8."
50000,KSIVI,w2_trunc_abs_8,seed47_ksivi_student_uc,47,student_uc,"run_id=seed47_ksivi_student_uc, method=KSIVI, target=student_uc, metric=w2_trunc_abs_8, checkpoint_epoch=50000: sampling process failed for constrained W2 (source=vi, width=8, accepted=0/10000, draws=1000000000, max_draws=1000000000); using fallback W2=edge length 8."
