duration_sec_mean,duration_sec_se,elbo_count,elbo_mean,elbo_runtime_sec_count,elbo_runtime_sec_mean,elbo_runtime_sec_se,elbo_se,kde_elm_count,kde_elm_mean,kde_elm_runtime_sec_count,kde_elm_runtime_sec_mean,kde_elm_runtime_sec_se,kde_elm_se,method,nll_count,nll_mean,nll_se,rmse_count,rmse_mean,rmse_nll_runtime_sec_count,rmse_nll_runtime_sec_mean,rmse_nll_runtime_sec_se,rmse_se,seed_count,target,training_iterations_mean,training_time_sec_count,training_time_sec_mean,training_time_sec_se,w2_count,w2_edge_10_count,w2_edge_10_mean,w2_edge_10_runtime_sec_count,w2_edge_10_runtime_sec_mean,w2_edge_10_runtime_sec_se,w2_edge_10_se,w2_edge_5_count,w2_edge_5_mean,w2_edge_5_runtime_sec_count,w2_edge_5_runtime_sec_mean,w2_edge_5_runtime_sec_se,w2_edge_5_se,w2_edge_8_count,w2_edge_8_mean,w2_edge_8_runtime_sec_count,w2_edge_8_runtime_sec_mean,w2_edge_8_runtime_sec_se,w2_edge_8_se,w2_mean,w2_runtime_sec_count,w2_runtime_sec_mean,w2_runtime_sec_se,w2_se,w2_trunc_abs_6_count,w2_trunc_abs_6_mean,w2_trunc_abs_6_runtime_sec_count,w2_trunc_abs_6_runtime_sec_mean,w2_trunc_abs_6_runtime_sec_se,w2_trunc_abs_6_se,w2_trunc_abs_8_count,w2_trunc_abs_8_mean,w2_trunc_abs_8_runtime_sec_count,w2_trunc_abs_8_runtime_sec_mean,w2_trunc_abs_8_runtime_sec_se,w2_trunc_abs_8_se,wall_clock_sec_mean,wall_clock_sec_se
395.2059893131256,26.319156953294268,10,-1127.981590089202,10,1.4512840252369643,0.013800885488185784,793.9200985291968,,,,,,,AISIVI,,,,,,,,,,10,8_gaussians,10000.0,10,321.3800903320313,3.7533805725151135,10,,,,,,,,,,,,,,,,,,,8.093235947191715,10,0.03496445119380951,0.0016179084955348717,4.844756985316251,10,0.7892030790448189,10,0.031148013100028037,0.00011237268761532172,0.24286193062610575,,,,,,,395.2059893131256,26.319156953294268
266.1596617884934,25.56406658551874,10,-0.3553199030458927,10,1.4806760635226965,0.011422647775300002,0.08178831319644292,,,,,,,DSIVI,,,,,,,,,,10,8_gaussians,10000.0,10,182.3569564819336,0.9678256344259862,10,,,,,,,,,,,,,,,,,,,0.32717367336153985,10,0.03363765068352222,0.0007873868706807825,0.05955871893770782,10,0.3107526510953903,10,0.031005120277404784,8.268383451041048e-05,0.06841868607386396,,,,,,,266.1596617884934,25.56406658551874
361.26553766429424,16.952320630616335,10,-0.8304955065250397,10,1.4958910632878542,0.0015512221373943037,0.08243141118946368,,,,,,,KSIVI,,,,,,,,,,10,8_gaussians,50000.0,10,312.34727478027344,2.9366846675772265,10,,,,,,,,,,,,,,,,,,,0.5572391450405121,10,0.03375296182930469,0.0009447710376353463,0.2062106377505732,10,0.5687276020646095,10,0.031094738468527793,6.578098059683131e-05,0.2089337602142984,,,,,,,361.26553766429424,16.952320630616335
268.9556219421327,32.537943963290274,10,-0.23627598583698273,10,1.5188786413520574,0.021921413410374117,0.030559647340305876,,,,,,,SIVI,,,,,,,,,,10,8_gaussians,10000.0,10,150.26060180664064,0.4667369747390563,10,,,,,,,,,,,,,,,,,,,0.32753997296094894,10,0.03542299121618271,0.0028745447120720135,0.07757545738493857,10,0.34792683348059655,10,0.034102975949645044,0.002491465781257613,0.07909626913680658,,,,,,,268.9556219421327,32.537943963290274
802.7845422778279,20.019185551682135,10,-0.8014480412006378,10,1.4965931303799151,0.0021887407789250683,0.011969013519589159,,,,,,,UIVI,,,,,,,,,,10,8_gaussians,10000.0,10,751.9469787597657,8.18029373773003,10,,,,,,,,,,,,,,,,,,,0.4282643228769302,10,0.0330416314303875,0.00022675906640254052,0.06487224895239811,10,0.44523479640483854,10,0.031126117706298827,9.014771014243859e-05,0.06431086161637196,,,,,,,802.7845422778279,20.019185551682135
811.0069784674794,40.60086984767938,,,,,,,,,,,,,AISIVI,10,2.6151052951812743,0.019385721025325594,10,3.2943851470947267,10,0.004861378669738769,9.524457250490478e-05,0.10278281337597517,10,Bnn_boston,10000.0,10,680.4068298339844,11.31294877348555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.0069784674794,40.60086984767938
139.58731110915542,0.8119404701208427,,,,,,,,,,,,,DSIVI,10,2.4766489982604982,0.013473068787573808,10,2.677330803871155,10,0.005310685932636261,0.0001399508099319417,0.06283170633074198,10,Bnn_boston,10000.0,10,121.83910446166992,0.7569043207307494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.58731110915542,0.8119404701208427
1084.0994594722986,32.603550354134825,,,,,,,,,,,,,KSIVI,10,2.4898729801177977,0.0013850249914625662,10,2.660804533958435,10,0.007509049773216247,0.000219504546470915,0.017511501722202394,10,Bnn_boston,100000.0,10,986.7835693359375,15.80676572402343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.0994594722986,32.603550354134825
672.4600814130157,28.055438231599958,,,,,,,,,,,,,SIVI,10,2.517753744125366,0.009513047293435438,10,2.825707125663757,10,0.009538820013403893,0.0021364222956894584,0.05872657753253787,10,Bnn_boston,10000.0,10,553.7969787597656,0.2445013670305211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.4600814130157,28.055438231599958
838.5240046110005,19.711931664651722,,,,,,,,,,,,,UIVI,10,2.6057429790496824,0.02159044142882122,10,3.2661110401153564,10,0.007557541504502297,0.0002549594078379083,0.11306414240124052,10,Bnn_boston,10000.0,10,735.1929931640625,5.778749155601004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.5240046110005,19.711931664651722
687.3528157379478,25.563409648289934,,,,,,,,,,,,,AISIVI,10,3.5393334865570067,0.039828815072776774,10,8.242614507675171,10,0.002654065936803818,5.353793017305574e-05,0.2756756307749784,10,Bnn_concrete,10000.0,10,613.4799865722656,4.249108229529783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.3528157379478,25.563409648289934
242.66082746759056,32.916513860734,,,,,,,,,,,,,DSIVI,10,3.282687520980835,0.01567567666774665,10,6.342137289047241,10,0.006800561025738716,0.0003118835681556189,0.07678804907064374,10,Bnn_concrete,10000.0,10,111.31778411865234,1.063779596494538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.66082746759056,32.916513860734
1120.9555111534894,29.331832855597778,,,,,,,,,,,,,KSIVI,10,3.262487268447876,0.00316408702048658,10,6.351423263549805,10,0.008511348441243172,0.00021514045237677396,0.020216466273617055,10,Bnn_concrete,100000.0,10,999.9687438964844,13.641707591457351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.9555111534894,29.331832855597778
422.0113893143833,21.185255158048655,,,,,,,,,,,,,SIVI,10,3.373133659362793,0.01830329958032233,10,6.9315104484558105,10,0.008592761680483818,0.0001403926791336957,0.09037663095547867,10,Bnn_concrete,10000.0,10,389.71673278808595,0.275738479765456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0113893143833,21.185255158048655
859.7567159678787,23.112871261081,,,,,,,,,,,,,UIVI,10,3.490228462219238,0.026849833789341804,10,7.668353939056397,10,0.008177144825458527,0.0001728158228887005,0.15698032598323275,10,Bnn_concrete,10000.0,10,732.6635131835938,9.594901230451429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.7567159678787,23.112871261081
643.078071237728,23.805260487438137,,,,,,,,,,,,,AISIVI,10,2.822625207901001,0.002195764969710855,10,4.00692765712738,10,0.00358378104865551,4.405901764294806e-05,0.010628958651006652,10,Bnn_power,10000.0,10,562.2960021972656,2.7670718137706674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.078071237728,23.805260487438137
246.37963399067522,33.599155322353326,,,,,,,,,,,,,DSIVI,10,2.7812568664550783,0.002793049121793635,10,3.877836990356445,10,0.004883286356925964,0.00027303227703867736,0.012678793275333075,10,Bnn_power,10000.0,10,111.32704086303711,0.7419404956707984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.37963399067522,33.599155322353326
1106.6562476471067,30.516919840994333,,,,,,,,,,,,,KSIVI,10,2.931398057937622,0.055897875073150916,10,4.265152263641357,10,0.006322547048330307,0.000371591373949312,0.13731115912537334,10,Bnn_power,100000.0,10,999.7967224121094,16.10886608083709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.6562476471067,30.516919840994333
315.2158107403666,18.75032346890281,,,,,,,,,,,,,SIVI,10,2.8018314838409424,0.0015645801188418954,10,3.936235213279724,10,0.005741784721612931,0.0004907751908910097,0.007483729067105994,10,Bnn_power,10000.0,10,262.38014526367186,0.2137714836279682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.2158107403666,18.75032346890281
830.8866150908173,31.877362830643346,,,,,,,,,,,,,UIVI,10,2.812846040725708,0.002258467454487864,10,3.9774487972259522,10,0.005478206276893616,0.000377408703484271,0.010162202557350597,10,Bnn_power,10000.0,10,740.6535339355469,7.212563185921063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.8866150908173,31.877362830643346
705.8741027086974,30.025430284779816,,,,,,,,,,,,,AISIVI,10,3.0279813766479493,0.003175548652662654,10,4.93375153541565,10,0.013710216805338859,0.00037505566525685867,0.022629943654411244,10,Bnn_protein,10000.0,10,620.5805358886719,2.78891346640799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.8741027086974,30.025430284779816
249.6331413373351,32.865148317429764,,,,,,,,,,,,,DSIVI,10,2.927420139312744,0.0010106247715275132,10,4.493165731430054,10,0.013574711233377456,5.4769433114777235e-05,0.004902494467017713,10,Bnn_protein,10000.0,10,113.34740829467773,0.9865091920771994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.6331413373351,32.865148317429764
1107.1637818034737,29.90990466066005,,,,,,,,,,,,,KSIVI,10,3.0207180976867676,0.0007225319749847354,10,4.966827011108398,10,0.014432894065976143,0.0005325093337622404,0.0033038582532873826,10,Bnn_protein,100000.0,10,1010.2700988769532,17.162162559442134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.1637818034737,29.90990466066005
484.45030609108505,26.600829994308963,,,,,,,,,,,,,SIVI,10,3.019285535812378,0.004418518730877501,10,4.891602087020874,10,0.014169399067759514,0.0004955247750327696,0.028561824463663846,10,Bnn_protein,10000.0,10,428.3298004150391,0.27387295867196326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.45030609108505,26.600829994308963
846.6848281238229,29.84406690344253,,,,,,,,,,,,,UIVI,10,3.028763484954834,0.001068679485030082,10,5.020751857757569,10,0.013718418031930923,0.00012606804502045485,0.003625194250824967,10,Bnn_protein,10000.0,10,734.811181640625,7.613924270785486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.6848281238229,29.84406690344253
710.421773160249,22.104398981510712,,,,,,,,,,,,,AISIVI,10,0.9432861804962158,0.009582592769241456,10,0.6247130036354065,10,0.0017409492284059525,6.538632638685408e-05,0.0062025494591431704,10,Bnn_winered,10000.0,10,647.4296447753907,2.6739571644945848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.421773160249,22.104398981510712
304.3739224076271,24.06248384623815,,,,,,,,,,,,,DSIVI,10,0.929924488067627,0.005363470551446658,10,0.612991213798523,10,0.002631217613816261,0.00021068801509279583,0.003106341754211455,10,Bnn_winered,10000.0,10,114.5989974975586,1.221738729318874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.3739224076271,24.06248384623815
1080.6842681478709,34.890924309362,,,,,,,,,,,,,KSIVI,10,0.9151802062988281,0.003905456856913878,10,0.604071033000946,10,0.002732094004750252,0.00028722874048706755,0.002251904895254901,10,Bnn_winered,100000.0,10,994.4169372558594,18.214569728382873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.6842681478709,34.890924309362
658.1772835765034,32.10560925661987,,,,,,,,,,,,,SIVI,10,0.9409135341644287,0.008163941305960749,10,0.6230619251728058,10,0.0027314256876707077,0.0002585733029731108,0.005201280310642405,10,Bnn_winered,10000.0,10,488.12550659179686,0.359441518910337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.1772835765034,32.10560925661987
832.3619583908469,31.169248301847205,,,,,,,,,,,,,UIVI,10,0.9471469402313233,0.006551756961939468,10,0.6265062093734741,10,0.0024310678243637087,6.337152855618978e-05,0.004036372385806608,10,Bnn_winered,10000.0,10,735.5107238769531,8.537598133838253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.3619583908469,31.169248301847205
668.6333684973418,20.318712664421422,,,,,,,,,,,,,AISIVI,10,2.1806845664978027,0.06556706867145391,10,2.5391577243804933,10,0.0013965897262096405,1.5973775215939863e-05,0.10432479281116819,10,Bnn_yacht,10000.0,10,603.7444763183594,2.4632851677181646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.6333684973418,20.318712664421422
297.8490778282285,25.48404952745658,,,,,,,,,,,,,DSIVI,10,1.5570850372314453,0.06322862998859863,10,1.3580589532852172,10,0.0023698791861534118,0.0004909087200155658,0.04372520062973773,10,Bnn_yacht,10000.0,10,112.49132919311523,1.2417639394327418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.8490778282285,25.48404952745658
1103.412135110423,37.88138226829053,,,,,,,,,,,,,KSIVI,10,1.5945258617401123,0.03961782087424428,10,1.2735543251037598,10,0.001578770950436592,5.8246638102625885e-05,0.07374616839505801,10,Bnn_yacht,100000.0,10,1002.0731079101563,19.716802801595158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.412135110423,37.88138226829053
368.9101863577962,20.627204522185625,,,,,,,,,,,,,SIVI,10,1.8616629600524903,0.056064602875382674,10,1.9114756107330322,10,0.0016623318195343017,6.100231460455769e-05,0.11954410021383642,10,Bnn_yacht,10000.0,10,324.5443389892578,0.29056389388898685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.9101863577962,20.627204522185625
844.3447781383991,34.19555409027821,,,,,,,,,,,,,UIVI,10,2.2814364433288574,0.08132921753085838,10,2.7203136682510376,10,0.0015752922743558883,5.562737449512003e-05,0.10460609832324724,10,Bnn_yacht,10000.0,10,736.9433837890625,11.104393906353394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.3447781383991,34.19555409027821
736.0003134984523,14.866909503947271,10,-198.80066986083983,10,2.4353751592338084,0.0007668872064635323,0.22042822145068156,10,74.68715438842773,10,0.6175119284540415,0.0005056042429890986,0.032987318243093415,AISIVI,,,,,,,,,,10,Langevin_post,10000.0,10,644.2776550292969,1.3490186065187344,10,,,,,,,,,,,,,,,,,,,0.012411512993276119,10,0.04208231009542942,0.000249103245813066,0.00025083050236744556,,,,,,,,,,,,,736.0003134984523,14.866909503947271
324.20597138851883,1.3352033438036943,10,-193.72099761962892,10,2.4350493885576725,0.0009150265325385801,0.22163983493109998,10,75.16161422729492,10,0.6167611341923476,0.00027796956023297837,0.021777175040285313,DSIVI,,,,,,,,,,10,Langevin_post,10000.0,10,303.8089141845703,1.1303234044165946,10,,,,,,,,,,,,,,,,,,,0.009217969328165054,10,0.044178375974297523,0.0013091462367407092,0.0001581851595231098,,,,,,,,,,,,,324.20597138851883,1.3352033438036943
947.67338337861,12.276429604681619,10,-193.63892059326173,10,2.4349503088742495,0.0008236420961706526,0.6269687983789648,10,74.80750579833985,10,0.6166238375008106,0.0004572441172272064,0.04212369349643663,KSIVI,,,,,,,,,,10,Langevin_post,100000.0,10,941.1701171875,12.193039375330606,10,,,,,,,,,,,,,,,,,,,0.01215717475861311,10,0.04270663894712925,0.0005317589504381091,0.00036131006382283216,,,,,,,,,,,,,947.67338337861,12.276429604681619
,,,,,,,,1,75.31624603271484,1,0.6018770150840282,0.0,0.0,SGLD,,,,,,,,,,1,Langevin_post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.8194342453033,21.472227978724785,10,-178.53874969482422,10,2.4339318927377462,0.0007633487631276365,0.02118204768261497,10,58.30876426696777,10,0.6204857006669044,0.0026540680466636732,0.11328865506993761,SIVI,,,,,,,,,,10,Langevin_post,10000.0,10,323.57285461425784,0.30028043229900514,10,,,,,,,,,,,,,,,,,,,0.0344617273658514,10,0.0427447147667408,0.0002635576612750572,7.039406548916288e-05,,,,,,,,,,,,,367.8194342453033,21.472227978724785
756.0721964754164,25.73503202168049,10,-185.2098358154297,10,2.434663112089038,0.00103250376309524,0.016879660830798938,10,21.866468811035155,10,0.6172735963016749,0.0005836307416208972,0.22760288408819104,UIVI,,,,,,,,,,10,Langevin_post,10000.0,10,703.5853698730468,5.602382909271563,10,,,,,,,,,,,,,,,,,,,0.046374610438942906,10,0.04258610233664513,0.0002697792290207831,9.152238213806934e-05,,,,,,,,,,,,,756.0721964754164,25.73503202168049
368.0876835308969,23.11049415893153,10,-7235.249691906921,10,1.4406642384827137,0.013507142680996825,4895.726778977874,,,,,,,AISIVI,,,,,,,,,,10,banana,10000.0,10,319.68186645507814,9.062108997116976,10,,,,,,,,,,,,,,,,,,,37.127358531206845,10,0.03255887925624847,8.879613731250708e-05,25.452948300354638,,,,,,,,,,,,,368.0876835308969,23.11049415893153
281.6325053844601,22.876620365665584,10,-0.0044075396726839244,10,1.4790955234318972,0.008640392587633992,0.0009980708120474605,,,,,,,DSIVI,,,,,,,,,,10,banana,10000.0,10,180.99651489257812,1.1727629362618401,10,,,,,,,,,,,,,,,,,,,0.08481173254549504,10,0.03258635550737381,7.523055957795095e-05,0.012935772889134957,,,,,,,,,,,,,281.6325053844601,22.876620365665584
373.18096772022545,15.645306944974894,10,-0.1258698958903551,10,1.4873294688761234,0.001662545155519392,0.05895271131477477,,,,,,,KSIVI,,,,,,,,,,10,banana,50000.0,10,331.4666320800781,2.586842242327537,10,,,,,,,,,,,,,,,,,,,0.6775601893663407,10,0.03313548788428307,0.00044207535002676555,0.06589581519130051,,,,,,,,,,,,,373.18096772022545,15.645306944974894
