target,seed,epoch,z_dim,n_samples,mu_fourth_moment,std_fourth_moment,vi_fourth_moment,mu_second_moment,std_second_moment,run_id,duration_sec
Langevin_post,44,7000,100,1024,9560.306640625,0.12326650321483612,9560.306640625,97.75422668457031,0.3510932922363281,seed44_dsivi_langevin_post,0.003
Langevin_post,44,8000,100,1024,9519.47265625,0.1201363056898117,9519.47265625,97.54641723632812,0.3466068506240845,seed44_dsivi_langevin_post,0.006
Langevin_post,44,9000,100,1024,9500.1923828125,0.11830439418554306,9500.1923828125,97.44882202148438,0.34395405650138855,seed44_dsivi_langevin_post,0.003
Langevin_post,44,10000,100,1024,9565.0546875,0.11688798666000366,9565.0546875,97.7811279296875,0.3418888449668884,seed44_dsivi_langevin_post,0.002
x_shaped,44,1000,2,1024,488.63134765625,1.6275253295898438,488.63134765625,12.106597900390625,1.1110732555389404,seed44_dsivi_x_shaped,0.002
x_shaped,44,2000,2,1024,155.79354858398438,0.784252405166626,155.79354858398438,7.795102119445801,0.7920840978622437,seed44_dsivi_x_shaped,0.002
x_shaped,44,3000,2,1024,131.02142333984375,0.2585737705230713,131.02142333984375,7.03984260559082,0.47764211893081665,seed44_dsivi_x_shaped,0.002
x_shaped,44,4000,2,1024,59.576873779296875,0.17188921570777893,59.576873779296875,4.635379791259766,0.3995974659919739,seed44_dsivi_x_shaped,0.002
x_shaped,44,5000,2,1024,36.7391357421875,0.12338641285896301,36.7391357421875,3.741992950439453,0.3428618013858795,seed44_dsivi_x_shaped,0.002
x_shaped,44,6000,2,1024,35.676551818847656,0.12583184242248535,35.676551818847656,3.4910969734191895,0.34714275598526,seed44_dsivi_x_shaped,0.002
x_shaped,44,7000,2,1024,40.050048828125,0.12044268846511841,40.050048828125,3.8141465187072754,0.3392347991466522,seed44_dsivi_x_shaped,0.002
x_shaped,44,8000,2,1024,41.191219329833984,0.12963995337486267,41.191219329833984,3.924393653869629,0.35213392972946167,seed44_dsivi_x_shaped,0.002
x_shaped,44,9000,2,1024,38.8607292175293,0.12870734930038452,38.8607292175293,3.7497291564941406,0.3504663109779358,seed44_dsivi_x_shaped,0.002
x_shaped,44,10000,2,1024,35.382408142089844,0.13337023556232452,35.382408142089844,3.4647750854492188,0.3581928312778473,seed44_dsivi_x_shaped,0.002
Langevin_post,45,1000,100,1024,9778.0546875,1.9851914644241333,9778.0546875,98.60602569580078,1.408968210220337,seed45_dsivi_langevin_post,0.003
Langevin_post,45,2000,100,1024,9850.126953125,0.6524189710617065,9850.126953125,99.1219482421875,0.8077245950698853,seed45_dsivi_langevin_post,0.003
Langevin_post,45,3000,100,1024,9412.7548828125,0.3290169835090637,9412.7548828125,96.95392608642578,0.5735999941825867,seed45_dsivi_langevin_post,0.003
Langevin_post,45,4000,100,1024,9601.0068359375,0.20906351506710052,9601.0068359375,97.93878173828125,0.45723462104797363,seed45_dsivi_langevin_post,0.003
Langevin_post,45,5000,100,1024,9448.6875,0.14957912266254425,9448.6875,97.1730728149414,0.3867546021938324,seed45_dsivi_langevin_post,0.003
Langevin_post,45,6000,100,1024,9553.630859375,0.12770205736160278,9553.630859375,97.71268463134766,0.3573542535305023,seed45_dsivi_langevin_post,0.003
Langevin_post,45,7000,100,1024,9652.16015625,0.12179189175367355,9652.16015625,98.21897888183594,0.348986953496933,seed45_dsivi_langevin_post,0.003
Langevin_post,45,8000,100,1024,9536.029296875,0.11828824132680893,9536.029296875,97.62789916992188,0.34393057227134705,seed45_dsivi_langevin_post,0.003
Langevin_post,45,9000,100,1024,9460.783203125,0.1167123094201088,9460.783203125,97.23902130126953,0.34163182973861694,seed45_dsivi_langevin_post,0.003
Langevin_post,45,10000,100,1024,9467.4375,0.11532369256019592,9467.4375,97.27586364746094,0.33959341049194336,seed45_dsivi_langevin_post,0.003
x_shaped,45,1000,2,1024,763.7432861328125,14.559593200683594,763.7432861328125,12.116726875305176,3.070797920227051,seed45_dsivi_x_shaped,0.002
x_shaped,45,2000,2,1024,176.7490997314453,0.6534140110015869,176.7490997314453,8.02884578704834,0.7338473796844482,seed45_dsivi_x_shaped,0.005
x_shaped,45,3000,2,1024,108.3614501953125,0.2639959454536438,108.3614501953125,6.444859504699707,0.4878045618534088,seed45_dsivi_x_shaped,0.002
x_shaped,45,4000,2,1024,48.909488677978516,0.18116357922554016,48.909488677978516,4.136814117431641,0.4109354615211487,seed45_dsivi_x_shaped,0.002
x_shaped,45,5000,2,1024,37.627586364746094,0.117561474442482,37.627586364746094,3.5965189933776855,0.3329848051071167,seed45_dsivi_x_shaped,0.002
x_shaped,45,6000,2,1024,44.17210006713867,0.11289247870445251,44.17210006713867,3.8580853939056396,0.32785093784332275,seed45_dsivi_x_shaped,0.002
x_shaped,45,7000,2,1024,33.69783401489258,0.11579174548387527,33.69783401489258,3.4581050872802734,0.33231672644615173,seed45_dsivi_x_shaped,0.002
x_shaped,45,8000,2,1024,36.41069030761719,0.11358862370252609,36.41069030761719,3.602656126022339,0.32880038022994995,seed45_dsivi_x_shaped,0.002
x_shaped,45,9000,2,1024,34.37931823730469,0.11724918335676193,34.37931823730469,3.5735530853271484,0.3339511752128601,seed45_dsivi_x_shaped,0.002
x_shaped,45,10000,2,1024,38.27912139892578,0.11189381778240204,38.27912139892578,3.6501898765563965,0.3271562457084656,seed45_dsivi_x_shaped,0.002
Langevin_post,46,1000,100,1024,10070.1494140625,1.9045568704605103,10070.1494140625,100.08702087402344,1.3800568580627441,seed46_dsivi_langevin_post,0.003
Langevin_post,46,2000,100,1024,9176.732421875,0.6534322500228882,9176.732421875,95.68417358398438,0.8083515763282776,seed46_dsivi_langevin_post,0.003
Langevin_post,46,3000,100,1024,9345.01953125,0.3317601978778839,9345.01953125,96.61654663085938,0.5759862661361694,seed46_dsivi_langevin_post,0.003
Langevin_post,46,4000,100,1024,9519.3623046875,0.2077798843383789,9519.3623046875,97.53105926513672,0.45582878589630127,seed46_dsivi_langevin_post,0.003
Langevin_post,46,5000,100,1024,9487.55859375,0.14528429508209229,9487.55859375,97.37934875488281,0.38116177916526794,seed46_dsivi_langevin_post,0.003
Langevin_post,46,6000,100,1024,9530.203125,0.1254626363515854,9530.203125,97.60054016113281,0.3542070686817169,seed46_dsivi_langevin_post,0.003
Langevin_post,46,7000,100,1024,9439.3583984375,0.11950033903121948,9439.3583984375,97.13436126708984,0.34568819403648376,seed46_dsivi_langevin_post,0.003
Langevin_post,46,8000,100,1024,9531.220703125,0.11669379472732544,9531.220703125,97.60635375976562,0.34160473942756653,seed46_dsivi_langevin_post,0.003
Langevin_post,46,9000,100,1024,9524.515625,0.1144552156329155,9524.515625,97.572509765625,0.3383122980594635,seed46_dsivi_langevin_post,0.003
Langevin_post,46,10000,100,1024,9491.0205078125,0.11273976415395737,9491.0205078125,97.40147399902344,0.3357674181461334,seed46_dsivi_langevin_post,0.002
x_shaped,46,1000,2,1024,251.82650756835938,6.29608154296875,251.82650756835938,7.5253753662109375,2.0012412071228027,seed46_dsivi_x_shaped,0.002
x_shaped,46,2000,2,1024,701.0587768554688,0.5871628522872925,701.0587768554688,15.117340087890625,0.6112368106842041,seed46_dsivi_x_shaped,0.002
x_shaped,46,3000,2,1024,75.57962036132812,0.20023591816425323,75.57962036132812,5.387626647949219,0.38857343792915344,seed46_dsivi_x_shaped,0.002
x_shaped,46,4000,2,1024,38.53205871582031,0.21433928608894348,38.53205871582031,3.860318183898926,0.4052039384841919,seed46_dsivi_x_shaped,0.002
x_shaped,46,5000,2,1024,45.14081573486328,0.11066150665283203,45.14081573486328,3.868757724761963,0.30703017115592957,seed46_dsivi_x_shaped,0.002
x_shaped,46,6000,2,1024,43.62174987792969,0.12426260113716125,43.62174987792969,3.8968446254730225,0.3317100405693054,seed46_dsivi_x_shaped,0.002
x_shaped,46,7000,2,1024,34.561824798583984,0.1259991079568863,34.561824798583984,3.4551339149475098,0.33997124433517456,seed46_dsivi_x_shaped,0.002
x_shaped,46,8000,2,1024,39.886173248291016,0.12004049122333527,39.886173248291016,3.6551566123962402,0.3306446373462677,seed46_dsivi_x_shaped,0.002
x_shaped,46,9000,2,1024,48.678260803222656,0.11761336028575897,48.678260803222656,4.0209479331970215,0.3279602825641632,seed46_dsivi_x_shaped,0.002
x_shaped,46,10000,2,1024,42.05763626098633,0.12169772386550903,42.05763626098633,3.8750557899475098,0.3365492522716522,seed46_dsivi_x_shaped,0.002
Langevin_post,47,1000,100,1024,10302.619140625,2.180257558822632,10302.619140625,101.27952575683594,1.4765695333480835,seed47_dsivi_langevin_post,0.003
Langevin_post,47,2000,100,1024,9572.9697265625,0.725818932056427,9572.9697265625,97.7484359741211,0.8519501090049744,seed47_dsivi_langevin_post,0.003
Langevin_post,47,3000,100,1024,9788.0830078125,0.36125168204307556,9788.0830078125,98.87236785888672,0.6010421514511108,seed47_dsivi_langevin_post,0.003
Langevin_post,47,4000,100,1024,9617.021484375,0.22503075003623962,9617.021484375,98.02604675292969,0.47437405586242676,seed47_dsivi_langevin_post,0.003
Langevin_post,47,5000,100,1024,9490.60546875,0.15707874298095703,9490.60546875,97.38922119140625,0.3963316082954407,seed47_dsivi_langevin_post,0.003
Langevin_post,47,6000,100,1024,9566.6044921875,0.13515286147594452,9566.6044921875,97.78178405761719,0.3676314055919647,seed47_dsivi_langevin_post,0.002
Langevin_post,47,7000,100,1024,9382.060546875,0.12821489572525024,9382.060546875,96.83488464355469,0.35807105898857117,seed47_dsivi_langevin_post,0.003
Langevin_post,47,8000,100,1024,9432.263671875,0.12491149455308914,9432.263671875,97.0945053100586,0.3534282147884369,seed47_dsivi_langevin_post,0.003
Langevin_post,47,9000,100,1024,9554.2138671875,0.12217894196510315,9554.2138671875,97.72120666503906,0.349541038274765,seed47_dsivi_langevin_post,0.002
Langevin_post,47,10000,100,1024,9577.736328125,0.12049214541912079,9577.736328125,97.84184265136719,0.3471197783946991,seed47_dsivi_langevin_post,0.002
x_shaped,47,1000,2,1024,215.96185302734375,9.681319236755371,215.96185302734375,8.420016288757324,2.3877639770507812,seed47_dsivi_x_shaped,0.002
x_shaped,47,2000,2,1024,64.97854614257812,2.7161808013916016,64.97854614257812,4.152671813964844,1.3192577362060547,seed47_dsivi_x_shaped,0.002
x_shaped,47,3000,2,1024,67.48652648925781,2.422851324081421,67.48652648925781,4.727867126464844,1.1101593971252441,seed47_dsivi_x_shaped,0.002
x_shaped,47,4000,2,1024,36.29719543457031,0.8639606237411499,36.29719543457031,3.2404356002807617,0.6755103468894958,seed47_dsivi_x_shaped,0.002
x_shaped,47,5000,2,1024,22.17115020751953,1.0264472961425781,22.17115020751953,2.6967780590057373,0.7155212163925171,seed47_dsivi_x_shaped,0.002
x_shaped,47,6000,2,1024,21.06891632080078,0.8786383867263794,21.06891632080078,2.6140012741088867,0.6848923563957214,seed47_dsivi_x_shaped,0.002
x_shaped,47,7000,2,1024,22.075435638427734,0.5691835880279541,22.075435638427734,2.62068247795105,0.5694233179092407,seed47_dsivi_x_shaped,0.002
x_shaped,47,8000,2,1024,32.53760528564453,0.4407152533531189,32.53760528564453,3.103013038635254,0.5133856534957886,seed47_dsivi_x_shaped,0.002
x_shaped,47,9000,2,1024,19.878292083740234,0.2307141125202179,19.878292083740234,2.6368565559387207,0.41922396421432495,seed47_dsivi_x_shaped,0.002
x_shaped,47,10000,2,1024,30.632888793945312,0.20965799689292908,30.632888793945312,3.3318991661071777,0.3953968584537506,seed47_dsivi_x_shaped,0.002
Langevin_post,48,1000,100,1024,9452.666015625,2.0287628173828125,9452.666015625,96.9874267578125,1.4243464469909668,seed48_dsivi_langevin_post,0.003
Langevin_post,48,2000,100,1024,9822.2890625,0.7127801775932312,9822.2890625,99.01275634765625,0.8442630767822266,seed48_dsivi_langevin_post,0.003
Langevin_post,48,3000,100,1024,9882.177734375,0.363796591758728,9882.177734375,99.3614501953125,0.6031554937362671,seed48_dsivi_langevin_post,0.003
Langevin_post,48,4000,100,1024,9588.18359375,0.2273714393377304,9588.18359375,97.8891830444336,0.47683480381965637,seed48_dsivi_langevin_post,0.003
Langevin_post,48,5000,100,1024,9478.95703125,0.15789483487606049,9478.95703125,97.33695983886719,0.39735981822013855,seed48_dsivi_langevin_post,0.003
Langevin_post,48,6000,100,1024,9491.51171875,0.13374975323677063,9491.51171875,97.40315246582031,0.36571812629699707,seed48_dsivi_langevin_post,0.002
Langevin_post,48,7000,100,1024,9467.345703125,0.1251397281885147,9467.345703125,97.27864074707031,0.35375094413757324,seed48_dsivi_langevin_post,0.002
Langevin_post,48,8000,100,1024,9580.2431640625,0.12118406593799591,9580.2431640625,97.85806274414062,0.3481150269508362,seed48_dsivi_langevin_post,0.003
Langevin_post,48,9000,100,1024,9556.2041015625,0.11858575791120529,9556.2041015625,97.73710632324219,0.3443628251552582,seed48_dsivi_langevin_post,0.003
Langevin_post,48,10000,100,1024,9535.884765625,0.11646081507205963,9535.884765625,97.63380432128906,0.3412635624408722,seed48_dsivi_langevin_post,0.003
x_shaped,48,1000,2,1024,393.77801513671875,13.934778213500977,393.77801513671875,11.2484712600708,2.5639681816101074,seed48_dsivi_x_shaped,0.002
x_shaped,48,2000,2,1024,116.36103820800781,3.444725513458252,116.36103820800781,5.594587326049805,1.3068619966506958,seed48_dsivi_x_shaped,0.002
x_shaped,48,3000,2,1024,92.88006591796875,1.2555088996887207,92.88006591796875,5.330726623535156,0.7505376935005188,seed48_dsivi_x_shaped,0.002
x_shaped,48,4000,2,1024,85.22872924804688,0.16871145367622375,85.22872924804688,5.1360015869140625,0.35519322752952576,seed48_dsivi_x_shaped,0.002
x_shaped,48,5000,2,1024,50.24934387207031,0.113264299929142,50.24934387207031,4.114546775817871,0.3031574487686157,seed48_dsivi_x_shaped,0.002
x_shaped,48,6000,2,1024,38.38186264038086,0.09980016946792603,38.38186264038086,3.7015774250030518,0.294636070728302,seed48_dsivi_x_shaped,0.002
x_shaped,48,7000,2,1024,44.815216064453125,0.10647953301668167,44.815216064453125,3.9668216705322266,0.3103663921356201,seed48_dsivi_x_shaped,0.002
x_shaped,48,8000,2,1024,46.7830810546875,0.10460466146469116,46.7830810546875,3.9550633430480957,0.308438241481781,seed48_dsivi_x_shaped,0.002
x_shaped,48,9000,2,1024,35.73128128051758,0.1069270521402359,35.73128128051758,3.5725603103637695,0.3141515851020813,seed48_dsivi_x_shaped,0.002
x_shaped,48,10000,2,1024,50.224308013916016,0.10928796231746674,50.224308013916016,4.123671531677246,0.31862953305244446,seed48_dsivi_x_shaped,0.002
Langevin_post,49,1000,100,1024,9945.525390625,2.097472667694092,9945.525390625,99.48324584960938,1.4482654333114624,seed49_dsivi_langevin_post,0.003
Langevin_post,49,2000,100,1024,9612.6083984375,0.7115813493728638,9612.6083984375,97.93551635742188,0.843552827835083,seed49_dsivi_langevin_post,0.002
Langevin_post,49,3000,100,1024,9612.447265625,0.354006290435791,9612.447265625,97.98593139648438,0.5949842929840088,seed49_dsivi_langevin_post,0.003
Langevin_post,49,4000,100,1024,9297.76171875,0.2222924679517746,9297.76171875,96.38897705078125,0.47147902846336365,seed49_dsivi_langevin_post,0.003
Langevin_post,49,5000,100,1024,9428.140625,0.15444068610668182,9428.140625,97.07255554199219,0.3929894268512726,seed49_dsivi_langevin_post,0.003
Langevin_post,49,6000,100,1024,9638.18359375,0.13354986906051636,9638.18359375,98.14926147460938,0.36544474959373474,seed49_dsivi_langevin_post,0.003
Langevin_post,49,7000,100,1024,9392.94921875,0.12704665958881378,9392.94921875,96.89354705810547,0.3564360439777374,seed49_dsivi_langevin_post,0.003
Langevin_post,49,8000,100,1024,9682.68359375,0.12203247845172882,9682.68359375,98.37986755371094,0.34933146834373474,seed49_dsivi_langevin_post,0.003
Langevin_post,49,9000,100,1024,9502.37890625,0.11900605261325836,9502.37890625,97.45912170410156,0.34497255086898804,seed49_dsivi_langevin_post,0.003
Langevin_post,49,10000,100,1024,9580.134765625,0.1169750913977623,9580.134765625,97.860107421875,0.34201622009277344,seed49_dsivi_langevin_post,0.003
x_shaped,49,1000,2,1024,371.06280517578125,7.172341346740723,371.06280517578125,10.027327537536621,2.055410861968994,seed49_dsivi_x_shaped,0.002
x_shaped,49,2000,2,1024,134.49752807617188,1.1766436100006104,134.49752807617188,6.767213821411133,0.9505261182785034,seed49_dsivi_x_shaped,0.002
x_shaped,49,3000,2,1024,82.44368743896484,0.36394211649894714,82.44368743896484,5.119084358215332,0.5824383497238159,seed49_dsivi_x_shaped,0.002
x_shaped,49,4000,2,1024,53.611045837402344,0.21481306850910187,53.611045837402344,4.35272216796875,0.4493306577205658,seed49_dsivi_x_shaped,0.002
x_shaped,49,5000,2,1024,42.62583923339844,0.14757055044174194,42.62583923339844,3.8090109825134277,0.3736080527305603,seed49_dsivi_x_shaped,0.002
x_shaped,49,6000,2,1024,34.52498245239258,0.14649802446365356,34.52498245239258,3.3874876499176025,0.37495291233062744,seed49_dsivi_x_shaped,0.002
x_shaped,49,7000,2,1024,32.561424255371094,0.13419869542121887,32.561424255371094,3.305553436279297,0.3602331280708313,seed49_dsivi_x_shaped,0.002
x_shaped,49,8000,2,1024,32.50349426269531,0.13363462686538696,32.50349426269531,3.4110777378082275,0.3601914644241333,seed49_dsivi_x_shaped,0.002
x_shaped,49,9000,2,1024,34.95227813720703,0.13566920161247253,34.95227813720703,3.4520015716552734,0.36359235644340515,seed49_dsivi_x_shaped,0.002
x_shaped,49,10000,2,1024,38.94501495361328,0.136286661028862,38.94501495361328,3.592224359512329,0.36422550678253174,seed49_dsivi_x_shaped,0.002
Langevin_post,50,1000,100,1024,9464.666015625,2.154768228530884,9464.666015625,96.99404907226562,1.4679129123687744,seed50_dsivi_langevin_post,0.003
Langevin_post,50,2000,100,1024,9826.6796875,0.7276236414909363,9826.6796875,99.02055358886719,0.8530085682868958,seed50_dsivi_langevin_post,0.003
Langevin_post,50,3000,100,1024,9854.818359375,0.36549845337867737,9854.818359375,99.21923828125,0.6045646667480469,seed50_dsivi_langevin_post,0.003
Langevin_post,50,4000,100,1024,9467.189453125,0.23029352724552155,9467.189453125,97.26851654052734,0.47988906502723694,seed50_dsivi_langevin_post,0.002
Langevin_post,50,5000,100,1024,9299.6533203125,0.15916535258293152,9299.6533203125,96.41299438476562,0.3989553451538086,seed50_dsivi_langevin_post,0.003
Langevin_post,50,6000,100,1024,9843.001953125,0.1348157525062561,9843.001953125,99.19158935546875,0.3671726584434509,seed50_dsivi_langevin_post,0.003
Langevin_post,50,7000,100,1024,9649.732421875,0.12734255194664001,9649.732421875,98.21231079101562,0.35685089230537415,seed50_dsivi_langevin_post,0.003
Langevin_post,50,8000,100,1024,9423.736328125,0.12363851815462112,9423.736328125,97.05697631835938,0.35162270069122314,seed50_dsivi_langevin_post,0.003
Langevin_post,50,9000,100,1024,9568.412109375,0.12092415243387222,9568.412109375,97.80044555664062,0.3477415144443512,seed50_dsivi_langevin_post,0.003
Langevin_post,50,10000,100,1024,9620.58984375,0.11906688660383224,9620.58984375,98.06695556640625,0.34506070613861084,seed50_dsivi_langevin_post,0.002
x_shaped,50,1000,2,1024,519.6134033203125,1.6023921966552734,519.6134033203125,13.860264778137207,1.1548385620117188,seed50_dsivi_x_shaped,0.002
x_shaped,50,2000,2,1024,214.9398193359375,0.5757694244384766,214.9398193359375,8.906909942626953,0.7103054523468018,seed50_dsivi_x_shaped,0.002
x_shaped,50,3000,2,1024,100.80069732666016,0.279799222946167,100.80069732666016,6.178616523742676,0.5092970132827759,seed50_dsivi_x_shaped,0.002
x_shaped,50,4000,2,1024,64.42265319824219,0.16828344762325287,64.42265319824219,4.945123672485352,0.3999054729938507,seed50_dsivi_x_shaped,0.002
x_shaped,50,5000,2,1024,34.427433013916016,0.12141288816928864,34.427433013916016,3.5702993869781494,0.3440698981285095,seed50_dsivi_x_shaped,0.002
x_shaped,50,6000,2,1024,29.56087303161621,0.11825677752494812,29.56087303161621,3.380235195159912,0.34086042642593384,seed50_dsivi_x_shaped,0.002
x_shaped,50,7000,2,1024,34.495174407958984,0.12178798019886017,34.495174407958984,3.500584125518799,0.34553027153015137,seed50_dsivi_x_shaped,0.002
x_shaped,50,8000,2,1024,30.805578231811523,0.12196284532546997,30.805578231811523,3.3536276817321777,0.345144659280777,seed50_dsivi_x_shaped,0.002
x_shaped,50,9000,2,1024,35.574134826660156,0.1277332305908203,35.574134826660156,3.46925687789917,0.35239332914352417,seed50_dsivi_x_shaped,0.002
x_shaped,50,10000,2,1024,29.009063720703125,0.12505602836608887,29.009063720703125,3.3064281940460205,0.34941068291664124,seed50_dsivi_x_shaped,0.002
