target,seed,epoch,d_z,d_phi,n_samples,mean_sq_spectral_mu,mean_sq_spectral_std,M_eps,std_err_mu,std_err_std,max_spectral_mu,max_spectral_std,run_id,duration_sec
x_shaped,45,3000,2,17412,1024,69.77841186523438,4.368190765380859,69.77841186523438,2.492154598236084,0.16953089833259583,28.215391159057617,7.778637409210205,seed45_dsivi_x_shaped,3.249
x_shaped,45,4000,2,17412,1024,63.662864685058594,3.79123592376709,63.662864685058594,2.4637207984924316,0.15980811417102814,27.60822296142578,7.439581871032715,seed45_dsivi_x_shaped,3.226
x_shaped,45,5000,2,17412,1024,57.72175598144531,2.9581737518310547,57.72175598144531,2.028088092803955,0.10608901083469391,24.80698585510254,5.6344146728515625,seed45_dsivi_x_shaped,3.281
x_shaped,45,6000,2,17412,1024,61.611412048339844,3.195007801055908,61.611412048339844,2.2727739810943604,0.12183384597301483,27.976652145385742,6.556344985961914,seed45_dsivi_x_shaped,3.218
x_shaped,45,7000,2,17412,1024,53.15042495727539,2.8006510734558105,53.15042495727539,1.9326399564743042,0.10478093475103378,26.71324348449707,5.944516658782959,seed45_dsivi_x_shaped,3.309
x_shaped,45,8000,2,17412,1024,57.278594970703125,2.9996163845062256,57.278594970703125,1.9660959243774414,0.10682892054319382,23.770036697387695,5.714731216430664,seed45_dsivi_x_shaped,3.276
x_shaped,45,9000,2,17412,1024,60.261940002441406,3.1554155349731445,60.261940002441406,2.1172966957092285,0.11261384189128876,22.904529571533203,5.513658046722412,seed45_dsivi_x_shaped,3.297
x_shaped,45,10000,2,17412,1024,56.42996597290039,2.9733738899230957,56.42996597290039,1.9402340650558472,0.10844439268112183,26.191944122314453,6.11572265625,seed45_dsivi_x_shaped,3.368
x_shaped,46,1000,2,17412,1024,53.813209533691406,4.145777702331543,53.813209533691406,2.1409010887145996,0.15659424662590027,24.28890609741211,6.639777660369873,seed46_dsivi_x_shaped,3.295
x_shaped,46,2000,2,17412,1024,95.50768280029297,6.473118305206299,95.50768280029297,3.2443833351135254,0.22540612518787384,29.572040557861328,8.757172584533691,seed46_dsivi_x_shaped,3.207
x_shaped,46,3000,2,17412,1024,64.50331115722656,4.000698089599609,64.50331115722656,1.9575600624084473,0.11126059293746948,23.031696319580078,5.836663722991943,seed46_dsivi_x_shaped,3.289
x_shaped,46,4000,2,17412,1024,54.760623931884766,3.785898208618164,54.760623931884766,1.6670558452606201,0.1035648062825203,20.406173706054688,6.082563877105713,seed46_dsivi_x_shaped,3.129
x_shaped,46,5000,2,17412,1024,54.691593170166016,3.3111283779144287,54.691593170166016,1.6791789531707764,0.09366783499717712,20.060056686401367,4.92992639541626,seed46_dsivi_x_shaped,2.933
x_shaped,46,6000,2,17412,1024,56.41343307495117,3.641934871673584,56.41343307495117,1.746961236000061,0.10167595744132996,24.264427185058594,4.813057899475098,seed46_dsivi_x_shaped,2.772
x_shaped,46,7000,2,17412,1024,50.048789978027344,3.35860013961792,50.048789978027344,1.5009384155273438,0.09541767835617065,20.711278915405273,4.922676086425781,seed46_dsivi_x_shaped,3.066
x_shaped,46,8000,2,17412,1024,51.47359085083008,3.549574375152588,51.47359085083008,1.5952645540237427,0.11672689020633698,19.318208694458008,5.1444830894470215,seed46_dsivi_x_shaped,3.245
x_shaped,46,9000,2,17412,1024,56.098976135253906,3.7072949409484863,56.098976135253906,1.7808167934417725,0.11237213015556335,22.52394676208496,5.190473556518555,seed46_dsivi_x_shaped,2.999
x_shaped,46,10000,2,17412,1024,55.74131393432617,3.8252334594726562,55.74131393432617,1.7404433488845825,0.11645450443029404,23.39168357849121,5.3698859214782715,seed46_dsivi_x_shaped,3.005
x_shaped,47,1000,2,17412,1024,57.930015563964844,4.778198719024658,57.930015563964844,1.9245277643203735,0.1526007354259491,22.354875564575195,6.737889289855957,seed47_dsivi_x_shaped,3.092
x_shaped,47,2000,2,17412,1024,39.28949737548828,3.5224456787109375,39.28949737548828,1.3034017086029053,0.10012329369783401,22.636323928833008,6.273146152496338,seed47_dsivi_x_shaped,2.839
x_shaped,47,3000,2,17412,1024,49.078460693359375,3.886183261871338,49.078460693359375,1.5420690774917603,0.10625603795051575,19.1596622467041,4.892283916473389,seed47_dsivi_x_shaped,2.915
x_shaped,47,4000,2,17412,1024,40.589134216308594,3.0388383865356445,40.589134216308594,1.2966983318328857,0.08881442993879318,18.722923278808594,5.131890296936035,seed47_dsivi_x_shaped,3.205
x_shaped,47,5000,2,17412,1024,40.259605407714844,3.0395960807800293,40.259605407714844,1.2020056247711182,0.09322632104158401,16.260417938232422,4.327301502227783,seed47_dsivi_x_shaped,3.19
x_shaped,47,6000,2,17412,1024,38.22140884399414,3.020367383956909,38.22140884399414,1.1217559576034546,0.09179645776748657,16.149763107299805,4.525110244750977,seed47_dsivi_x_shaped,3.001
x_shaped,47,7000,2,17412,1024,39.17171859741211,3.016045570373535,39.17171859741211,1.1305248737335205,0.09418834745883942,15.480446815490723,4.60418701171875,seed47_dsivi_x_shaped,2.887
x_shaped,47,8000,2,17412,1024,46.78519058227539,3.5313172340393066,46.78519058227539,1.4680681228637695,0.12303313612937927,20.818614959716797,5.997798919677734,seed47_dsivi_x_shaped,3.156
x_shaped,47,9000,2,17412,1024,52.37152862548828,3.743380308151245,52.37152862548828,1.7006454467773438,0.1498536616563797,17.868553161621094,6.294369220733643,seed47_dsivi_x_shaped,3.153
x_shaped,47,10000,2,17412,1024,61.24232482910156,4.075998783111572,61.24232482910156,2.076986074447632,0.16816096007823944,22.709569931030273,7.291299343109131,seed47_dsivi_x_shaped,3.125
x_shaped,48,1000,2,17412,1024,76.65396118164062,4.362034797668457,76.65396118164062,2.5088508129119873,0.16908231377601624,24.222627639770508,7.684403419494629,seed48_dsivi_x_shaped,3.062
x_shaped,48,2000,2,17412,1024,54.392333984375,3.3331081867218018,54.392333984375,1.9616276025772095,0.11201807111501694,25.357553482055664,6.628473281860352,seed48_dsivi_x_shaped,2.96
x_shaped,48,3000,2,17412,1024,61.997772216796875,3.2818191051483154,61.997772216796875,2.059321641921997,0.13339965045452118,25.50777244567871,7.44028902053833,seed48_dsivi_x_shaped,2.761
x_shaped,48,4000,2,17412,1024,74.4375228881836,2.7380318641662598,74.4375228881836,2.7181386947631836,0.11031060665845871,27.721370697021484,6.560423851013184,seed48_dsivi_x_shaped,2.836
x_shaped,48,5000,2,17412,1024,71.81331634521484,2.6822431087493896,71.81331634521484,2.406690835952759,0.08648115396499634,24.025592803955078,5.184532642364502,seed48_dsivi_x_shaped,3.129
x_shaped,48,6000,2,17412,1024,71.39677429199219,2.741617441177368,71.39677429199219,2.474961996078491,0.07445754110813141,23.52654266357422,5.068498134613037,seed48_dsivi_x_shaped,3.109
x_shaped,48,7000,2,17412,1024,72.59654235839844,3.310591697692871,72.59654235839844,2.403135299682617,0.09081234782934189,26.737001419067383,5.393545150756836,seed48_dsivi_x_shaped,3.14
x_shaped,48,8000,2,17412,1024,77.00767517089844,3.5192604064941406,77.00767517089844,2.649038314819336,0.10643938928842545,26.662551879882812,5.69406795501709,seed48_dsivi_x_shaped,2.981
x_shaped,48,9000,2,17412,1024,73.5812759399414,3.4888687133789062,73.5812759399414,2.53922176361084,0.10662548243999481,26.536161422729492,5.526113033294678,seed48_dsivi_x_shaped,2.91
x_shaped,48,10000,2,17412,1024,79.3578109741211,3.933844566345215,79.3578109741211,2.658000946044922,0.12089525908231735,28.75136375427246,6.061007022857666,seed48_dsivi_x_shaped,2.884
x_shaped,49,1000,2,17412,1024,58.70661163330078,4.885586261749268,58.70661163330078,2.159794807434082,0.1812278926372528,27.938358306884766,8.452574729919434,seed49_dsivi_x_shaped,2.754
x_shaped,49,2000,2,17412,1024,65.3322982788086,4.611610412597656,65.3322982788086,2.137645959854126,0.13895869255065918,22.184144973754883,6.405087471008301,seed49_dsivi_x_shaped,3.199
x_shaped,49,3000,2,17412,1024,62.80463409423828,4.355777263641357,62.80463409423828,2.0433835983276367,0.13563434779644012,22.843860626220703,6.189456939697266,seed49_dsivi_x_shaped,3.273
x_shaped,49,4000,2,17412,1024,67.70169830322266,4.268733024597168,67.70169830322266,2.0634188652038574,0.13135038316249847,24.90239715576172,6.517375946044922,seed49_dsivi_x_shaped,3.354
x_shaped,49,5000,2,17412,1024,68.38311004638672,3.8917088508605957,68.38311004638672,2.282280683517456,0.12720565497875214,23.51779556274414,5.491921424865723,seed49_dsivi_x_shaped,3.319
x_shaped,49,6000,2,17412,1024,66.0902099609375,3.869237184524536,66.0902099609375,2.187182664871216,0.1268664449453354,22.736146926879883,5.566411018371582,seed49_dsivi_x_shaped,3.339
x_shaped,49,7000,2,17412,1024,67.6974868774414,3.8414933681488037,67.6974868774414,2.287820816040039,0.1281536966562271,21.771915435791016,5.7289533615112305,seed49_dsivi_x_shaped,3.319
x_shaped,49,8000,2,17412,1024,69.810546875,3.9605677127838135,69.810546875,2.2504723072052,0.12705685198307037,22.77177619934082,5.3133955001831055,seed49_dsivi_x_shaped,3.356
x_shaped,49,9000,2,17412,1024,70.53789520263672,4.078110694885254,70.53789520263672,2.37650465965271,0.13694286346435547,24.76677894592285,5.755747318267822,seed49_dsivi_x_shaped,3.357
x_shaped,49,10000,2,17412,1024,69.33767700195312,3.979370594024658,69.33767700195312,2.21804141998291,0.1280566304922104,22.09194564819336,6.703088760375977,seed49_dsivi_x_shaped,3.369
x_shaped,50,1000,2,17412,1024,81.52665710449219,6.801548957824707,81.52665710449219,2.6709768772125244,0.21685819327831268,26.82563591003418,7.629543781280518,seed50_dsivi_x_shaped,3.404
x_shaped,50,2000,2,17412,1024,72.33788299560547,5.926786422729492,72.33788299560547,2.299973726272583,0.1921314150094986,23.4052734375,7.02234411239624,seed50_dsivi_x_shaped,3.324
x_shaped,50,3000,2,17412,1024,60.394554138183594,4.562590599060059,60.394554138183594,1.7341722249984741,0.1363123208284378,18.211095809936523,5.200123310089111,seed50_dsivi_x_shaped,3.353
x_shaped,50,4000,2,17412,1024,55.95811462402344,3.7809152603149414,55.95811462402344,1.562390923500061,0.11022553592920303,18.138954162597656,4.874680519104004,seed50_dsivi_x_shaped,3.404
x_shaped,50,5000,2,17412,1024,47.674903869628906,2.963106632232666,47.674903869628906,1.301211953163147,0.08185933530330658,15.398977279663086,3.692054510116577,seed50_dsivi_x_shaped,3.448
x_shaped,50,6000,2,17412,1024,46.42575454711914,2.894043445587158,46.42575454711914,1.234977126121521,0.07878963649272919,14.804380416870117,3.7237205505371094,seed50_dsivi_x_shaped,3.365
x_shaped,50,7000,2,17412,1024,47.571231842041016,2.989253044128418,47.571231842041016,1.3621448278427124,0.08748805522918701,16.7249698638916,4.284462928771973,seed50_dsivi_x_shaped,3.397
x_shaped,50,8000,2,17412,1024,46.758121490478516,2.968386650085449,46.758121490478516,1.2874335050582886,0.08498851209878922,17.815221786499023,4.346308708190918,seed50_dsivi_x_shaped,3.363
x_shaped,50,9000,2,17412,1024,48.27143096923828,3.1065824031829834,48.27143096923828,1.3985323905944824,0.09352607280015945,19.241308212280273,4.707602500915527,seed50_dsivi_x_shaped,3.351
x_shaped,50,10000,2,17412,1024,45.89008331298828,2.929935932159424,45.89008331298828,1.234910249710083,0.08314969390630722,16.38393211364746,4.247849464416504,seed50_dsivi_x_shaped,3.173
x_shaped,51,1000,2,17412,1024,81.17831420898438,6.669182777404785,81.17831420898438,2.6848645210266113,0.22627997398376465,25.02538299560547,7.595835208892822,seed51_dsivi_x_shaped,2.853
x_shaped,51,2000,2,17412,1024,66.0135498046875,4.847471714019775,66.0135498046875,2.0981931686401367,0.13386230170726776,22.801532745361328,5.557379245758057,seed51_dsivi_x_shaped,3.086
x_shaped,51,3000,2,17412,1024,61.560791015625,4.6422119140625,61.560791015625,1.7988646030426025,0.14194941520690918,22.34600067138672,7.0582733154296875,seed51_dsivi_x_shaped,3.108
x_shaped,51,4000,2,17412,1024,59.021095275878906,3.905094623565674,59.021095275878906,1.5962376594543457,0.11591379344463348,20.099933624267578,6.516146183013916,seed51_dsivi_x_shaped,3.087
x_shaped,51,5000,2,17412,1024,49.66348648071289,2.987562656402588,49.66348648071289,1.4306919574737549,0.08843571692705154,19.85010528564453,4.880765914916992,seed51_dsivi_x_shaped,3.029
x_shaped,51,6000,2,17412,1024,53.92680740356445,3.2897424697875977,53.92680740356445,1.6494697332382202,0.11257348954677582,22.462629318237305,6.792686939239502,seed51_dsivi_x_shaped,2.926
x_shaped,51,7000,2,17412,1024,52.79608917236328,3.201751470565796,52.79608917236328,1.662293791770935,0.10279549658298492,22.586257934570312,6.091653823852539,seed51_dsivi_x_shaped,2.932
x_shaped,51,8000,2,17412,1024,55.320030212402344,3.3112008571624756,55.320030212402344,1.7713799476623535,0.10743485391139984,20.568496704101562,5.449308395385742,seed51_dsivi_x_shaped,2.982
x_shaped,51,9000,2,17412,1024,57.10467529296875,3.4997055530548096,57.10467529296875,1.8670498132705688,0.12091558426618576,23.32282066345215,5.891976356506348,seed51_dsivi_x_shaped,3.005
x_shaped,51,10000,2,17412,1024,49.9207649230957,2.978376626968384,49.9207649230957,1.4779539108276367,0.09258834272623062,21.340526580810547,5.257561206817627,seed51_dsivi_x_shaped,3.098
