checkpoint_dir,checkpoint_epoch,duration_sec,elbo,elbo_runtime_sec,errors,kde_elm,kde_elm_runtime_sec,method,nll,rmse,rmse_nll_runtime_sec,run_id,seed,summary_iterations,target,training_time_sec,w2,w2_edge_10,w2_edge_10_runtime_sec,w2_edge_5,w2_edge_5_runtime_sec,w2_edge_8,w2_edge_8_runtime_sec,w2_runtime_sec,w2_trunc_abs_6,w2_trunc_abs_6_runtime_sec,w2_trunc_abs_8,w2_trunc_abs_8_runtime_sec,wall_clock_sec
results/default_config_grid/UIVI/Bnn_concrete/20260501_151543/checkpoints/epoch_10000,10000,851.494684483856,,,{},,,UIVI,3.470404624938965,7.795164585113525,0.007958058267831802,seed43_uivi_bnn_concrete,43,10000.0,Bnn_concrete,750.7006225585938,,,,,,,,,,,,,851.494684483856
results/default_config_grid/UIVI/Bnn_power/20260501_151910/checkpoints/epoch_10000,10000,751.3058193363249,,,{},,,UIVI,2.804321765899658,3.9315292835235596,0.008396647870540619,seed43_uivi_bnn_power,43,10000.0,Bnn_power,745.1043090820312,,,,,,,,,,,,,751.3058193363249
results/default_config_grid/UIVI/Bnn_protein/20260501_152014/checkpoints/epoch_10000,10000,905.7966023795307,,,{},,,UIVI,3.0310773849487305,5.033489227294922,0.015531498938798904,seed43_uivi_bnn_protein,43,10000.0,Bnn_protein,756.6575927734375,,,,,,,,,,,,,905.7966023795307
results/default_config_grid/UIVI/Bnn_winered/20260501_152954/checkpoints/epoch_10000,10000,969.4016501046717,,,{},,,UIVI,0.9631085395812988,0.6368675827980042,0.0048164427280426025,seed43_uivi_bnn_winered,43,10000.0,Bnn_winered,766.951904296875,,,,,,,,,,,,,969.4016501046717
results/default_config_grid/UIVI/Bnn_yacht/20260501_152955/checkpoints/epoch_10000,10000,969.4288423471153,,,{},,,UIVI,2.3277339935302734,2.5977847576141357,0.0018167868256568909,seed43_uivi_bnn_yacht,43,10000.0,Bnn_yacht,770.94384765625,,,,,,,,,,,,,969.4288423471153
results/default_config_grid/UIVI/Langevin_post/20260429_221235/checkpoints/epoch_10000,10000,707.0334705449641,-185.1363525390625,2.436749666929245,{},22.051416397094727,0.6186314187943935,UIVI,,,,seed43_uivi_langevin_post,43,10000.0,Langevin_post,698.3778076171875,0.046097204089164734,,,,,,,0.055784184485673904,,,,,707.0334705449641
results/default_config_grid/UIVI/multimodal/20260428_072725/checkpoints/epoch_10000,10000,805.942174077034,-0.0356932170689106,1.5841091386973858,{},,,UIVI,,,,seed43_uivi_multimodal,43,10000.0,multimodal,799.8487548828125,0.11268443614244461,,,,,,,0.032792381942272186,,,,,805.942174077034
results/default_config_grid/UIVI/student_uc/20260428_072731/checkpoints/epoch_10000,10000,767.5087932422757,-2.6845040321350098,1.5324465818703175,{},,,UIVI,,,,seed43_uivi_student_uc,43,10000.0,student_uc,746.8328857421875,0.638502299785614,0.18341509997844696,0.0472363643348217,0.055728767067193985,0.04523425176739693,0.14105546474456787,0.0678664855659008,0.03567484766244888,,,0.16807793080806732,0.04245349392294884,767.5087932422757
results/default_config_grid/UIVI/x_shaped/20260428_073822/checkpoints/epoch_10000,10000,767.8117381185293,-0.004279607441276312,1.4970811419188976,{},,,UIVI,,,,seed43_uivi_x_shaped,43,10000.0,x_shaped,762.3152465820312,0.07296329736709595,,,,,,,0.040207389742136,,,,,767.8117381185293
results/default_config_grid/AISIVI/8_gaussians/20260428_075233/checkpoints/epoch_10000,10000,344.069980006665,-37.086585998535156,1.5097740963101387,{},,,AISIVI,,,,seed43_aisivi_8_gaussians,43,10000.0,8_gaussians,326.5821228027344,2.904745578765869,,,,,,,0.03324522450566292,1.2555447816848755,0.03137999400496483,,,344.069980006665
results/default_config_grid/AISIVI/banana/20260428_075413/checkpoints/epoch_10000,10000,368.31126495450735,-0.0031584694515913725,1.4983775243163109,{},,,AISIVI,,,,seed43_aisivi_banana,43,10000.0,banana,342.2242431640625,0.10895490646362305,,,,,,,0.03451866656541824,,,,,368.31126495450735
results/default_config_grid/AISIVI/Bnn_boston/20260501_153142/checkpoints/epoch_10000,10000,862.6360138244927,,,{},,,AISIVI,2.6347737312316895,3.502469778060913,0.004724901169538498,seed43_aisivi_bnn_boston,43,10000.0,Bnn_boston,680.9014282226562,,,,,,,,,,,,,862.6360138244927
results/default_config_grid/AISIVI/Bnn_concrete/20260501_153520/checkpoints/epoch_10000,10000,644.5132546275854,,,{},,,AISIVI,3.7265021800994873,9.458348274230957,0.0028256475925445557,seed43_aisivi_bnn_concrete,43,10000.0,Bnn_concrete,620.5275268554688,,,,,,,,,,,,,644.5132546275854
results/default_config_grid/AISIVI/Bnn_power/20260501_154605/checkpoints/epoch_10000,10000,647.5740613751113,,,{},,,AISIVI,2.8179616928100586,3.9329452514648438,0.0036659017205238342,seed43_aisivi_bnn_power,43,10000.0,Bnn_power,571.2734375,,,,,,,,,,,,,647.5740613751113
results/default_config_grid/AISIVI/Bnn_protein/20260501_154605/checkpoints/epoch_10000,10000,647.6028608605266,,,{},,,AISIVI,3.0283985137939453,4.963756561279297,0.013515576720237732,seed43_aisivi_bnn_protein,43,10000.0,Bnn_protein,623.1151733398438,,,,,,,,,,,,,647.6028608605266
results/default_config_grid/AISIVI/Bnn_winered/20260501_154605/checkpoints/epoch_10000,10000,686.7991898469627,,,{},,,AISIVI,0.8997039794921875,0.5962861180305481,0.0018202289938926697,seed43_aisivi_bnn_winered,43,10000.0,Bnn_winered,664.2232666015625,,,,,,,,,,,,,686.7991898469627
results/default_config_grid/AISIVI/Bnn_yacht/20260501_154605/checkpoints/epoch_10000,10000,647.5937924087048,,,{},,,AISIVI,2.1273746490478516,2.287597894668579,0.0014779120683670044,seed43_aisivi_bnn_yacht,43,10000.0,Bnn_yacht,604.267333984375,,,,,,,,,,,,,647.5937924087048
results/default_config_grid/AISIVI/Langevin_post/20260429_221324/checkpoints/epoch_10000,10000,717.2218800224364,-199.2086639404297,2.436325177550316,{},74.74982452392578,0.6157979071140289,AISIVI,,,,seed43_aisivi_langevin_post,43,10000.0,Langevin_post,648.2958984375,0.011938270181417465,,,,,,,0.04616662859916687,,,,,717.2218800224364
results/default_config_grid/AISIVI/multimodal/20260428_081710/checkpoints/epoch_10000,10000,386.94634249806404,-0.00026987609453499317,1.562682531774044,{},,,AISIVI,,,,seed43_aisivi_multimodal,43,10000.0,multimodal,340.4879455566406,0.03695465251803398,,,,,,,0.04535757750272751,,,,,386.94634249806404
results/default_config_grid/AISIVI/student_uc/20260428_081953/checkpoints/epoch_10000,10000,355.3716612420976,-2.69097638130188,1.4950125627219677,{},,,AISIVI,,,,seed43_aisivi_student_uc,43,10000.0,student_uc,335.22430419921875,0.4773348569869995,0.18642888963222504,0.03817365691065788,0.0788150206208229,0.05877003073692322,0.14887289702892303,0.03347301483154297,0.032764941453933716,,,0.11232101917266846,0.03352480009198189,355.3716612420976
results/default_config_grid/AISIVI/x_shaped/20260428_082128/checkpoints/epoch_10000,10000,392.29493986070156,-0.0008143293671309948,1.5001690313220024,{},,,AISIVI,,,,seed43_aisivi_x_shaped,43,10000.0,x_shaped,347.00531005859375,0.04482949525117874,,,,,,,0.03325328975915909,,,,,392.29493986070156
results/default_config_grid/DSIVI/8_gaussians/20260428_082337/checkpoints/epoch_10000,10000,263.39862145110965,-0.11040998250246048,1.4981961958110332,{},,,DSIVI,,,,seed43_dsivi_8_gaussians,43,10000.0,8_gaussians,186.8062286376953,0.11254941672086716,,,,,,,0.033437225967645645,0.14231359958648682,0.0312863290309906,,,263.39862145110965
results/default_config_grid/DSIVI/banana/20260428_082337/checkpoints/epoch_10000,10000,263.40234960988164,-0.006326813716441393,1.4869938306510448,{},,,DSIVI,,,,seed43_dsivi_banana,43,10000.0,banana,189.6662139892578,0.12372028082609177,,,,,,,0.03336144983768463,,,,,263.40234960988164
results/default_config_grid/DSIVI/Bnn_boston/20260428_082548/checkpoints/epoch_10000,10000,131.94745184853673,,,{},,,DSIVI,2.420903205871582,2.4015982151031494,0.0069433897733688354,seed43_dsivi_bnn_boston,43,10000.0,Bnn_boston,114.8592300415039,,,,,,,,,,,,,131.94745184853673
results/default_config_grid/DSIVI/Bnn_concrete/20260428_082801/checkpoints/epoch_10000,10000,137.62178632244468,,,{},,,DSIVI,3.252751350402832,6.194650650024414,0.0063574351370334625,seed43_dsivi_bnn_concrete,43,10000.0,Bnn_concrete,120.00707244873047,,,,,,,,,,,,,137.62178632244468
results/default_config_grid/DSIVI/Bnn_power/20260428_082800/checkpoints/epoch_10000,10000,135.40797327831388,,,{},,,DSIVI,2.7769908905029297,3.8583457469940186,0.0045229122042655945,seed43_dsivi_bnn_power,43,10000.0,Bnn_power,113.64954376220703,,,,,,,,,,,,,135.40797327831388
results/default_config_grid/DSIVI/Bnn_protein/20260428_082800/checkpoints/epoch_10000,10000,135.40812831744552,,,{},,,DSIVI,2.933774948120117,4.521822452545166,0.013579808175563812,seed43_dsivi_bnn_protein,43,10000.0,Bnn_protein,118.67977142333984,,,,,,,,,,,,,135.40812831744552
results/default_config_grid/DSIVI/Bnn_winered/20260501_155652/checkpoints/epoch_10000,10000,320.207043543458,,,{},,,DSIVI,0.9442877769470215,0.6211628317832947,0.002705208957195282,seed43_dsivi_bnn_winered,43,10000.0,Bnn_winered,116.4158935546875,,,,,,,,,,,,,320.207043543458
results/default_config_grid/DSIVI/Bnn_yacht/20260501_155652/checkpoints/epoch_10000,10000,320.23586321622133,,,{},,,DSIVI,1.6193184852600098,1.3907114267349243,0.0021505579352378845,seed43_dsivi_bnn_yacht,43,10000.0,Bnn_yacht,112.56452941894531,,,,,,,,,,,,,320.23586321622133
results/default_config_grid/DSIVI/Langevin_post/20260429_221335/checkpoints/epoch_10000,10000,319.12372890114784,-194.09149169921875,2.4368539340794086,{},75.14397430419922,0.6180623769760132,DSIVI,,,,seed43_dsivi_langevin_post,43,10000.0,Langevin_post,289.7665710449219,0.009390135295689106,,,,,,,0.04440220445394516,,,,,319.12372890114784
results/default_config_grid/DSIVI/multimodal/20260428_083018/checkpoints/epoch_10000,10000,183.3484235741198,-0.0001715301477815956,1.5781122781336308,{},,,DSIVI,,,,seed43_dsivi_multimodal,43,10000.0,multimodal,177.35205078125,0.03947226703166962,,,,,,,0.03206279128789902,,,,,183.3484235741198
results/default_config_grid/DSIVI/student_uc/20260428_083235/checkpoints/epoch_10000,10000,187.80122029781342,-2.6820662021636963,1.5408295542001724,{},,,DSIVI,,,,seed43_dsivi_student_uc,43,10000.0,student_uc,180.33221435546875,1.1618342399597168,0.13676755130290985,0.03328415006399155,0.05241774767637253,0.034479670226573944,0.07878274470567703,0.04937893524765968,0.03918212279677391,,,0.09836442023515701,0.03439091891050339,187.80122029781342
results/default_config_grid/DSIVI/x_shaped/20260428_083321/checkpoints/epoch_10000,10000,238.20184142887592,-0.008920907974243164,1.4953433610498905,{},,,DSIVI,,,,seed43_dsivi_x_shaped,43,10000.0,x_shaped,182.24102783203125,0.08934614807367325,,,,,,,0.032237134873867035,,,,,238.20184142887592
results/default_config_grid/KSIVI/8_gaussians/20260428_083331/checkpoints/epoch_50000,50000,370.96200750768185,-0.6493879556655884,1.5016220025718212,{},,,KSIVI,,,,seed43_ksivi_8_gaussians,43,50000.0,8_gaussians,309.6407775878906,0.2930130660533905,,,,,,,0.03829102963209152,0.25090059638023376,0.037544503808021545,,,370.96200750768185
results/default_config_grid/KSIVI/banana/20260428_083514/checkpoints/epoch_50000,50000,411.41880478337407,-0.04447868838906288,1.4972497075796127,{},,,KSIVI,,,,seed43_ksivi_banana,43,50000.0,banana,341.832763671875,0.48667243123054504,,,,,,,0.04359864071011543,,,,,411.41880478337407
results/default_config_grid/KSIVI/Bnn_boston/20260428_083543/checkpoints/epoch_100000,100000,1020.6957593038678,,,{},,,KSIVI,2.488408088684082,2.7062060832977295,0.006834674626588821,seed43_ksivi_bnn_boston,43,100000.0,Bnn_boston,1013.139404296875,,,,,,,,,,,,,1020.6957593038678
results/default_config_grid/KSIVI/Bnn_concrete/20260428_083719/checkpoints/epoch_100000,100000,1028.2751040533185,,,{},,,KSIVI,3.2705235481262207,6.3885931968688965,0.008088123053312302,seed43_ksivi_bnn_concrete,43,100000.0,Bnn_concrete,1022.5185546875,,,,,,,,,,,,,1028.2751040533185
results/default_config_grid/KSIVI/Bnn_power/20260428_083942/checkpoints/epoch_100000,100000,1020.9383665062487,,,{},,,KSIVI,2.9804744720458984,4.343775272369385,0.008767880499362946,seed43_ksivi_bnn_power,43,100000.0,Bnn_power,1014.40576171875,,,,,,,,,,,,,1020.9383665062487
results/default_config_grid/KSIVI/Bnn_protein/20260428_084206/checkpoints/epoch_100000,100000,1052.6530926935375,,,{},,,KSIVI,3.0212645530700684,4.968613147735596,0.01518348976969719,seed43_ksivi_bnn_protein,43,100000.0,Bnn_protein,1045.5128173828125,,,,,,,,,,,,,1052.6530926935375
results/default_config_grid/KSIVI/Bnn_winered/20260501_155653/checkpoints/epoch_100000,100000,1012.9903045445681,,,{},,,KSIVI,0.9053215980529785,0.5983932018280029,0.005216311663389206,seed43_ksivi_bnn_winered,43,100000.0,Bnn_winered,1006.1581420898438,,,,,,,,,,,,,1012.9903045445681
results/default_config_grid/KSIVI/Bnn_yacht/20260501_155731/checkpoints/epoch_100000,100000,1248.0921865701675,,,{},,,KSIVI,1.6298089027404785,1.2623695135116577,0.0015130527317523956,seed43_ksivi_bnn_yacht,43,100000.0,Bnn_yacht,1088.5355224609375,,,,,,,,,,,,,1248.0921865701675
results/default_config_grid/KSIVI/Langevin_post/20260429_221534/checkpoints/epoch_50000,50000,507.8602912724018,-186.97360229492188,2.435483444482088,{},72.4200439453125,0.6157396323978901,KSIVI,,,,seed43_ksivi_langevin_post,43,50000.0,Langevin_post,500.365478515625,0.020060138776898384,,,,,,,0.04299411177635193,,,,,507.8602912724018
results/default_config_grid/KSIVI/multimodal/20260428_090627/checkpoints/epoch_50000,50000,352.54063234850764,-0.008448818698525429,1.5823744423687458,{},,,KSIVI,,,,seed43_ksivi_multimodal,43,50000.0,multimodal,345.98052978515625,0.08231247216463089,,,,,,,0.03989909961819649,,,,,352.54063234850764
results/default_config_grid/KSIVI/student_uc/20260428_090627/checkpoints/epoch_50000,50000,336.30617256090045,-15.19796371459961,1.5097754299640656,{},,,KSIVI,,,,seed43_ksivi_student_uc,43,50000.0,student_uc,329.7987976074219,37.2018928527832,5.435849666595459,0.04753439500927925,2.505978584289551,0.08140655234456062,4.258068561553955,0.05339681729674339,0.039050642400979996,,,4.247557163238525,0.053871847689151764,336.30617256090045
results/default_config_grid/KSIVI/x_shaped/20260428_090921/checkpoints/epoch_50000,50000,421.5123687721789,-0.11801430583000183,1.5009290352463722,{},,,KSIVI,,,,seed43_ksivi_x_shaped,43,50000.0,x_shaped,377.62652587890625,0.3840506374835968,,,,,,,0.03246666118502617,,,,,421.5123687721789
results/default_config_grid/SIVI/8_gaussians/20260428_091123/checkpoints/epoch_10000,10000,156.75745730102062,-0.3486245274543762,1.5078054666519165,{},,,SIVI,,,,seed44_sivi_8_gaussians,44,10000.0,8_gaussians,150.60276794433594,0.6634747385978699,,,,,,,0.032770607620477676,0.64838045835495,0.031194206327199936,,,156.75745730102062
results/default_config_grid/SIVI/banana/20260428_091204/checkpoints/epoch_10000,10000,158.78600896522403,-0.0008087074966169894,1.4967072904109955,{},,,SIVI,,,,seed44_sivi_banana,44,10000.0,banana,153.52096557617188,0.05964377522468567,,,,,,,0.033574044704437256,,,,,158.78600896522403
results/default_config_grid/SIVI/Bnn_boston/20260501_160212/checkpoints/epoch_10000,10000,645.3002692312002,,,{},,,SIVI,2.507697582244873,2.786198377609253,0.007099423557519913,seed44_sivi_bnn_boston,44,10000.0,Bnn_boston,553.1558837890625,,,,,,,,,,,,,645.3002692312002
results/default_config_grid/SIVI/Bnn_concrete/20260501_160213/checkpoints/epoch_10000,10000,397.8478683717549,,,{},,,SIVI,3.3669795989990234,6.836118698120117,0.00887295976281166,seed44_sivi_bnn_concrete,44,10000.0,Bnn_concrete,390.73040771484375,,,,,,,,,,,,,397.8478683717549
results/default_config_grid/SIVI/Bnn_power/20260501_160851/checkpoints/epoch_10000,10000,269.90630961582065,,,{},,,SIVI,2.806030750274658,3.9551258087158203,0.008314672857522964,seed44_sivi_bnn_power,44,10000.0,Bnn_power,262.79986572265625,,,,,,,,,,,,,269.90630961582065
results/default_config_grid/SIVI/Bnn_protein/20260501_161258/checkpoints/epoch_10000,10000,434.51805190742016,,,{},,,SIVI,3.012563705444336,4.85061502456665,0.014658495783805847,seed44_sivi_bnn_protein,44,10000.0,Bnn_protein,428.5716552734375,,,,,,,,,,,,,434.51805190742016
results/default_config_grid/SIVI/Bnn_winered/20260501_161320/checkpoints/epoch_10000,10000,620.4230817742646,,,{},,,SIVI,0.9132676124572754,0.6064825654029846,0.004922203719615936,seed44_sivi_bnn_winered,44,10000.0,Bnn_winered,488.21588134765625,,,,,,,,,,,,,620.4230817742646
results/default_config_grid/SIVI/Bnn_yacht/20260501_161345/checkpoints/epoch_10000,10000,331.4466808475554,,,{},,,SIVI,1.8015036582946777,2.0061638355255127,0.0017503350973129272,seed44_sivi_bnn_yacht,44,10000.0,Bnn_yacht,325.5166931152344,,,,,,,,,,,,,331.4466808475554
results/default_config_grid/SIVI/Langevin_post/20260429_221903/checkpoints/epoch_10000,10000,339.14538230374455,-178.53404235839844,2.4382404088974,{},58.71653747558594,0.6209754459559917,SIVI,,,,seed44_sivi_langevin_post,44,10000.0,Langevin_post,324.5411376953125,0.0343194454908371,,,,,,,0.06320704519748688,,,,,339.14538230374455
results/default_config_grid/SIVI/multimodal/20260428_092654/checkpoints/epoch_10000,10000,156.92709025740623,-0.0012088167713955045,1.5800884403288364,{},,,SIVI,,,,seed44_sivi_multimodal,44,10000.0,multimodal,150.26173400878906,0.02799571305513382,,,,,,,0.03485178202390671,,,,,156.92709025740623
results/default_config_grid/SIVI/student_uc/20260428_092710/checkpoints/epoch_10000,10000,154.90654603391886,-2.6742007732391357,1.514727845788002,{},,,SIVI,,,,seed44_sivi_student_uc,44,10000.0,student_uc,150.06338500976562,1.163596510887146,0.15921664237976074,0.03326491639018059,0.05341990292072296,0.03365340456366539,0.1492857038974762,0.03319252282381058,0.03227639198303223,,,0.0857178345322609,0.033416714519262314,154.90654603391886
results/default_config_grid/SIVI/x_shaped/20260428_092716/checkpoints/epoch_10000,10000,156.93855937942863,-0.0003710300079546869,1.5026976577937603,{},,,SIVI,,,,seed44_sivi_x_shaped,44,10000.0,x_shaped,151.5305938720703,0.06153198704123497,,,,,,,0.056050147861242294,,,,,156.93855937942863
results/default_config_grid/UIVI/8_gaussians/20260428_092724/checkpoints/epoch_10000,10000,740.1965826638043,-0.833102822303772,1.4952853620052338,{},,,UIVI,,,,seed44_uivi_8_gaussians,44,10000.0,8_gaussians,734.4982299804688,0.2153659164905548,,,,,,,0.043045416474342346,0.22328156232833862,0.03070376068353653,,,740.1965826638043
results/default_config_grid/UIVI/banana/20260428_092931/checkpoints/epoch_10000,10000,763.2840383686125,-0.026752440258860588,1.4915773309767246,{},,,UIVI,,,,seed44_uivi_banana,44,10000.0,banana,737.9550170898438,0.37117448449134827,,,,,,,0.033395491540431976,,,,,763.2840383686125
results/default_config_grid/UIVI/Bnn_boston/20260501_161819/checkpoints/epoch_10000,10000,753.7809019424021,,,{},,,UIVI,2.4931297302246094,2.6905558109283447,0.007050704210996628,seed44_uivi_bnn_boston,44,10000.0,Bnn_boston,747.2891235351562,,,,,,,,,,,,,753.7809019424021
results/default_config_grid/UIVI/Bnn_concrete/20260501_161917/checkpoints/epoch_10000,10000,909.1344947107136,,,{},,,UIVI,3.521280288696289,7.53800106048584,0.008818428963422775,seed44_uivi_bnn_concrete,44,10000.0,Bnn_concrete,729.6950073242188,,,,,,,,,,,,,909.1344947107136
results/default_config_grid/UIVI/Bnn_power/20260501_162012/checkpoints/epoch_10000,10000,853.5772167779505,,,{},,,UIVI,2.8170604705810547,3.999253988265991,0.00819014385342598,seed44_uivi_bnn_power,44,10000.0,Bnn_power,774.63916015625,,,,,,,,,,,,,853.5772167779505
results/default_config_grid/UIVI/Bnn_protein/20260501_162341/checkpoints/epoch_10000,10000,967.575872618705,,,{},,,UIVI,3.021312713623047,5.006368160247803,0.014794107526540756,seed44_uivi_bnn_protein,44,10000.0,Bnn_protein,759.3408813476562,,,,,,,,,,,,,967.575872618705
results/default_config_grid/UIVI/Bnn_winered/20260501_163053/checkpoints/epoch_10000,10000,856.5333572663367,,,{},,,UIVI,0.9438061714172363,0.6227340698242188,0.0025253891944885254,seed44_uivi_bnn_winered,44,10000.0,Bnn_winered,747.759521484375,,,,,,,,,,,,,856.5333572663367
results/default_config_grid/UIVI/Bnn_yacht/20260501_163426/checkpoints/epoch_10000,10000,763.0455683283508,,,{},,,UIVI,2.040252208709717,2.4012322425842285,0.0017997659742832184,seed44_uivi_bnn_yacht,44,10000.0,Bnn_yacht,756.2849731445312,,,,,,,,,,,,,763.0455683283508
results/default_config_grid/UIVI/Langevin_post/20260429_222402/checkpoints/epoch_10000,10000,726.692466981709,-185.2064208984375,2.4371399395167828,{},22.13947868347168,0.620221920311451,UIVI,,,,seed44_uivi_langevin_post,44,10000.0,Langevin_post,720.20263671875,0.046403463929891586,,,,,,,0.04170549660921097,,,,,726.692466981709
results/default_config_grid/UIVI/multimodal/20260428_095528/checkpoints/epoch_10000,10000,810.546896148473,-0.02457825466990471,1.5764455050230026,{},,,UIVI,,,,seed44_uivi_multimodal,44,10000.0,multimodal,751.2822875976562,0.11365421861410141,,,,,,,0.03327881172299385,,,,,810.546896148473
results/default_config_grid/UIVI/student_uc/20260428_095528/checkpoints/epoch_10000,10000,810.5548710115254,-2.689011335372925,1.5122787915170193,{},,,UIVI,,,,seed44_uivi_student_uc,44,10000.0,student_uc,745.8321533203125,1.1805468797683716,0.20597432553768158,0.04017859324812889,0.0695793405175209,0.03429904580116272,0.19319559633731842,0.03428831323981285,0.037220146507024765,,,0.1268129050731659,0.042303215712308884,810.5548710115254
results/default_config_grid/UIVI/x_shaped/20260428_100615/checkpoints/epoch_10000,10000,821.1921627745032,-0.17063787579536438,1.4913893677294254,{},,,UIVI,,,,seed44_uivi_x_shaped,44,10000.0,x_shaped,749.4286499023438,0.4019912779331207,,,,,,,0.03920837864279747,,,,,821.1921627745032
results/default_config_grid/AISIVI/8_gaussians/20260428_101957/checkpoints/epoch_10000,10000,348.19190096855164,-0.39103758335113525,1.4950720258057117,{},,,AISIVI,,,,seed44_aisivi_8_gaussians,44,10000.0,8_gaussians,333.9855041503906,0.580406129360199,,,,,,,0.032832659780979156,0.5787938833236694,0.07000945881009102,,,348.19190096855164
results/default_config_grid/AISIVI/banana/20260428_102533/checkpoints/epoch_10000,10000,348.0815946944058,-266.2073059082031,1.4969247430562973,{},,,AISIVI,,,,seed44_aisivi_banana,44,10000.0,banana,334.8671875,253.68638610839844,,,,,,,0.03287062048912048,,,,,348.0815946944058
results/default_config_grid/AISIVI/Bnn_boston/20260501_163426/checkpoints/epoch_10000,10000,688.8552700132132,,,{},,,AISIVI,2.5000147819519043,2.7151434421539307,0.004948552697896957,seed44_aisivi_bnn_boston,44,10000.0,Bnn_boston,668.9176635742188,,,,,,,,,,,,,688.8552700132132
results/default_config_grid/AISIVI/Bnn_concrete/20260501_163949/checkpoints/epoch_10000,10000,642.8411415368319,,,{},,,AISIVI,3.6071219444274902,8.208161354064941,0.002912122756242752,seed44_aisivi_bnn_concrete,44,10000.0,Bnn_concrete,611.0726318359375,,,,,,,,,,,,,642.8411415368319
results/default_config_grid/AISIVI/Bnn_power/20260501_164510/checkpoints/epoch_10000,10000,646.1971073560417,,,{},,,AISIVI,2.831078052520752,4.048335552215576,0.0036498643457889557,seed44_aisivi_bnn_power,44,10000.0,Bnn_power,564.461669921875,,,,,,,,,,,,,646.1971073560417
results/default_config_grid/AISIVI/Bnn_protein/20260501_164555/checkpoints/epoch_10000,10000,640.086608581245,,,{},,,AISIVI,3.0394339561462402,4.991610050201416,0.013321734964847565,seed44_aisivi_bnn_protein,44,10000.0,Bnn_protein,621.7536010742188,,,,,,,,,,,,,640.086608581245
results/default_config_grid/AISIVI/Bnn_winered/20260501_165032/checkpoints/epoch_10000,10000,680.6443934962153,,,{},,,AISIVI,0.9145684242248535,0.6050947904586792,0.0017047710716724396,seed44_aisivi_bnn_winered,44,10000.0,Bnn_winered,658.7312622070312,,,,,,,,,,,,,680.6443934962153
results/default_config_grid/AISIVI/Bnn_yacht/20260501_165032/checkpoints/epoch_10000,10000,645.1776400357485,,,{},,,AISIVI,1.9164237976074219,2.2086682319641113,0.0014388635754585266,seed44_aisivi_bnn_yacht,44,10000.0,Bnn_yacht,605.7461547851562,,,,,,,,,,,,,645.1776400357485
results/default_config_grid/AISIVI/Langevin_post/20260429_222422/checkpoints/epoch_10000,10000,706.5705627910793,-199.13194274902344,2.4374150335788727,{},74.77674102783203,0.6185624413192272,AISIVI,,,,seed44_aisivi_langevin_post,44,10000.0,Langevin_post,637.3975830078125,0.01163572259247303,,,,,,,0.04826081171631813,,,,,706.5705627910793
results/default_config_grid/AISIVI/multimodal/20260428_104833/checkpoints/epoch_10000,10000,354.4626398012042,-0.0005719516193494201,1.5524949133396149,{},,,AISIVI,,,,seed44_aisivi_multimodal,44,10000.0,multimodal,334.6250915527344,0.028698060661554337,,,,,,,0.03247285634279251,,,,,354.4626398012042
results/default_config_grid/AISIVI/student_uc/20260428_104833/checkpoints/epoch_10000,10000,354.46535440534353,-2.6843721866607666,1.5529274865984917,{},,,AISIVI,,,,seed44_aisivi_student_uc,44,10000.0,student_uc,333.01788330078125,1.2244994640350342,0.1834898740053177,0.034657906740903854,0.05898600071668625,0.03441391885280609,0.18081144988536835,0.034079231321811676,0.050726473331451416,,,0.16815762221813202,0.03615332767367363,354.46535440534353
results/default_config_grid/AISIVI/x_shaped/20260428_104833/checkpoints/epoch_10000,10000,364.63882495835423,-0.006984198931604624,1.5075732693076134,{},,,AISIVI,,,,seed44_aisivi_x_shaped,44,10000.0,x_shaped,350.4332580566406,0.06310392171144485,,,,,,,0.0329391285777092,,,,,364.63882495835423
results/default_config_grid/DSIVI/8_gaussians/20260428_104907/checkpoints/epoch_10000,10000,191.47979537025094,-0.7670396566390991,1.4977855160832405,{},,,DSIVI,,,,seed44_dsivi_8_gaussians,44,10000.0,8_gaussians,183.8259735107422,0.3104345202445984,,,,,,,0.044813938438892365,0.2884118854999542,0.03110673278570175,,,191.47979537025094
results/default_config_grid/DSIVI/banana/20260428_105219/checkpoints/epoch_10000,10000,309.1106362491846,-0.0024942862801253796,1.4891900643706322,{},,,DSIVI,,,,seed44_dsivi_banana,44,10000.0,banana,181.14425659179688,0.11178386211395264,,,,,,,0.03425098583102226,,,,,309.1106362491846
results/default_config_grid/DSIVI/Bnn_boston/20260428_105428/checkpoints/epoch_10000,10000,180.69667968153954,,,{},,,DSIVI,2.454585552215576,2.5757391452789307,0.0051047950983047485,seed44_dsivi_bnn_boston,44,10000.0,Bnn_boston,110.43839263916016,,,,,,,,,,,,,180.69667968153954
results/default_config_grid/DSIVI/Bnn_concrete/20260428_105427/checkpoints/epoch_10000,10000,180.72628964856267,,,{},,,DSIVI,3.310171127319336,6.480368614196777,0.006399109959602356,seed44_dsivi_bnn_concrete,44,10000.0,Bnn_concrete,109.2092056274414,,,,,,,,,,,,,180.72628964856267
results/default_config_grid/DSIVI/Bnn_power/20260428_105437/checkpoints/epoch_10000,10000,170.56846534833312,,,{},,,DSIVI,2.7756643295288086,3.8524959087371826,0.004450615495443344,seed44_dsivi_bnn_power,44,10000.0,Bnn_power,109.23602294921875,,,,,,,,,,,,,170.56846534833312
