epoch,method,method_l2_mean,method_l2_sd,method_mse_per_coordinate_mean,method_mse_per_coordinate_sd,method_n_failed,method_n_valid,method_relative_l2_mean,method_relative_l2_sd,method_runtime_sec_mean,method_target_l2_mean,method_target_l2_sd,n_seeds,progress,reference_internal_l2_mean,reference_internal_l2_sd,reference_internal_mse_per_coordinate_mean,reference_internal_mse_per_coordinate_sd,reference_mean_mcse_l2_mean,reference_mean_mcse_l2_sd,reference_mean_mcse_mse_per_coordinate_mean,reference_mean_mcse_mse_per_coordinate_sd,reference_quality_n_pass,reference_quality_n_warning,reference_runtime_sec_mean,reference_target_l2_mean,reference_target_l2_sd,target
10000,DSIVI,191.21436195278574,38.498666322586004,95.60718097639287,19.249333161293002,0,5,0.8957635250854337,0.015820642533654037,0.00027611851692199707,2.6848452319314227,0.509446517642823,5,1.0,7.766007392611952,3.42563385811756,3.883003696305976,1.71281692905878,0.8628897102902171,0.38062598423528443,0.43144485514510855,0.19031299211764222,5,0,901.2483633741737,195.98330015932737,38.6383567722946,8_gaussians
10000,DSIVI,720.6861406393564,1360.924350741977,360.3430703196782,680.4621753709885,0,5,0.7511704864538802,0.2643007155306483,0.0004921078681945801,0.07908472907890234,0.03693517101815595,5,1.0,309.05962772427284,501.4839938419586,154.52981386213642,250.7419969209793,34.33995863603032,55.72044376021762,17.16997931801516,27.86022188010881,4,1,900.0280922234058,721.7888503858941,1363.4871469492678,x_shaped
