method,target,seed,epoch,batch_size,repetition,latency_ms
AISIVI,x_shaped,42,10000,128,41,8.035039
AISIVI,x_shaped,42,10000,128,42,8.05987
AISIVI,x_shaped,42,10000,128,43,8.007775
AISIVI,x_shaped,42,10000,128,44,8.005387
AISIVI,x_shaped,42,10000,128,45,8.033647
AISIVI,x_shaped,42,10000,128,46,8.015176
AISIVI,x_shaped,42,10000,128,47,8.027272
AISIVI,x_shaped,42,10000,128,48,7.99744
AISIVI,x_shaped,42,10000,128,49,7.981718
AISIVI,x_shaped,42,10000,128,50,7.986854
AISIVI,x_shaped,42,10000,128,51,8.026018
AISIVI,x_shaped,42,10000,128,52,7.997569
AISIVI,x_shaped,42,10000,128,53,8.01125
AISIVI,x_shaped,42,10000,128,54,8.019035
AISIVI,x_shaped,42,10000,128,55,8.027448
AISIVI,x_shaped,42,10000,128,56,8.007642
AISIVI,x_shaped,42,10000,128,57,8.036925
AISIVI,x_shaped,42,10000,128,58,8.027222
AISIVI,x_shaped,42,10000,128,59,8.030492
AISIVI,x_shaped,42,10000,128,60,8.022687
AISIVI,x_shaped,42,10000,128,61,8.008419
AISIVI,x_shaped,42,10000,128,62,8.026149
AISIVI,x_shaped,42,10000,128,63,8.009566
AISIVI,x_shaped,42,10000,128,64,8.01164
AISIVI,x_shaped,42,10000,128,65,8.023732
AISIVI,x_shaped,42,10000,128,66,8.001238
AISIVI,x_shaped,42,10000,128,67,8.005504
AISIVI,x_shaped,42,10000,128,68,8.031242
AISIVI,x_shaped,42,10000,128,69,8.013375
AISIVI,x_shaped,42,10000,128,70,8.030124
AISIVI,x_shaped,42,10000,128,71,8.006436
AISIVI,x_shaped,42,10000,128,72,8.030346
AISIVI,x_shaped,42,10000,128,73,8.019476
AISIVI,x_shaped,42,10000,128,74,8.005311
AISIVI,x_shaped,42,10000,128,75,8.023728
AISIVI,x_shaped,42,10000,128,76,7.987929
AISIVI,x_shaped,42,10000,128,77,8.005249
AISIVI,x_shaped,42,10000,128,78,8.015685
AISIVI,x_shaped,42,10000,128,79,7.978057
AISIVI,x_shaped,42,10000,128,80,8.026831
AISIVI,x_shaped,42,10000,128,81,8.008277
AISIVI,x_shaped,42,10000,128,82,8.004219
AISIVI,x_shaped,42,10000,128,83,8.023732
AISIVI,x_shaped,42,10000,128,84,8.000728
AISIVI,x_shaped,42,10000,128,85,8.031008
AISIVI,x_shaped,42,10000,128,86,8.028025
AISIVI,x_shaped,42,10000,128,87,8.029315
AISIVI,x_shaped,42,10000,128,88,8.022793
AISIVI,x_shaped,42,10000,128,89,8.017698
AISIVI,x_shaped,42,10000,128,90,8.030648
AISIVI,x_shaped,42,10000,128,91,8.008977
AISIVI,x_shaped,42,10000,128,92,8.017192
AISIVI,x_shaped,42,10000,128,93,8.004224
AISIVI,x_shaped,42,10000,128,94,8.032424
AISIVI,x_shaped,42,10000,128,95,7.994614
AISIVI,x_shaped,42,10000,128,96,8.0215
AISIVI,x_shaped,42,10000,128,97,8.004964
AISIVI,x_shaped,42,10000,128,98,8.007551
AISIVI,x_shaped,42,10000,128,99,8.00871
AISIVI,x_shaped,42,10000,128,100,8.048931
DSIVI,x_shaped,42,10000,1,1,0.135321
DSIVI,x_shaped,42,10000,1,2,0.131708
DSIVI,x_shaped,42,10000,1,3,0.13173
DSIVI,x_shaped,42,10000,1,4,0.129424
DSIVI,x_shaped,42,10000,1,5,0.12893
DSIVI,x_shaped,42,10000,1,6,0.13137
DSIVI,x_shaped,42,10000,1,7,0.129013
DSIVI,x_shaped,42,10000,1,8,0.131463
DSIVI,x_shaped,42,10000,1,9,0.132417
DSIVI,x_shaped,42,10000,1,10,0.129802
DSIVI,x_shaped,42,10000,1,11,0.130554
DSIVI,x_shaped,42,10000,1,12,0.129998
DSIVI,x_shaped,42,10000,1,13,0.132478
DSIVI,x_shaped,42,10000,1,14,0.130693
DSIVI,x_shaped,42,10000,1,15,0.130431
DSIVI,x_shaped,42,10000,1,16,0.142104
DSIVI,x_shaped,42,10000,1,17,0.132111
DSIVI,x_shaped,42,10000,1,18,0.130546
DSIVI,x_shaped,42,10000,1,19,0.130449
DSIVI,x_shaped,42,10000,1,20,0.129833
DSIVI,x_shaped,42,10000,1,21,0.130647
DSIVI,x_shaped,42,10000,1,22,0.128758
DSIVI,x_shaped,42,10000,1,23,0.12975
DSIVI,x_shaped,42,10000,1,24,0.131542
DSIVI,x_shaped,42,10000,1,25,0.130706
DSIVI,x_shaped,42,10000,1,26,0.129804
DSIVI,x_shaped,42,10000,1,27,0.129602
DSIVI,x_shaped,42,10000,1,28,0.129383
DSIVI,x_shaped,42,10000,1,29,0.129186
DSIVI,x_shaped,42,10000,1,30,0.129335
DSIVI,x_shaped,42,10000,1,31,0.129505
DSIVI,x_shaped,42,10000,1,32,0.129059
DSIVI,x_shaped,42,10000,1,33,0.128909
DSIVI,x_shaped,42,10000,1,34,0.129583
DSIVI,x_shaped,42,10000,1,35,0.128108
DSIVI,x_shaped,42,10000,1,36,0.129831
DSIVI,x_shaped,42,10000,1,37,0.127276
DSIVI,x_shaped,42,10000,1,38,0.129121
DSIVI,x_shaped,42,10000,1,39,0.128837
DSIVI,x_shaped,42,10000,1,40,0.128765
DSIVI,x_shaped,42,10000,1,41,0.127861
DSIVI,x_shaped,42,10000,1,42,0.128898
DSIVI,x_shaped,42,10000,1,43,0.127978
DSIVI,x_shaped,42,10000,1,44,0.128391
DSIVI,x_shaped,42,10000,1,45,0.138142
DSIVI,x_shaped,42,10000,1,46,0.12986
DSIVI,x_shaped,42,10000,1,47,0.128244
DSIVI,x_shaped,42,10000,1,48,0.129121
DSIVI,x_shaped,42,10000,1,49,0.127818
DSIVI,x_shaped,42,10000,1,50,0.128178
DSIVI,x_shaped,42,10000,1,51,0.128554
DSIVI,x_shaped,42,10000,1,52,0.128469
DSIVI,x_shaped,42,10000,1,53,0.128098
DSIVI,x_shaped,42,10000,1,54,0.128148
DSIVI,x_shaped,42,10000,1,55,0.128224
DSIVI,x_shaped,42,10000,1,56,0.12805
DSIVI,x_shaped,42,10000,1,57,0.128033
DSIVI,x_shaped,42,10000,1,58,0.127741
DSIVI,x_shaped,42,10000,1,59,0.128439
DSIVI,x_shaped,42,10000,1,60,0.127979
DSIVI,x_shaped,42,10000,1,61,0.128489
DSIVI,x_shaped,42,10000,1,62,0.13588
DSIVI,x_shaped,42,10000,1,63,0.129084
DSIVI,x_shaped,42,10000,1,64,0.129528
DSIVI,x_shaped,42,10000,1,65,0.128432
DSIVI,x_shaped,42,10000,1,66,0.12889
DSIVI,x_shaped,42,10000,1,67,0.129552
DSIVI,x_shaped,42,10000,1,68,0.127728
DSIVI,x_shaped,42,10000,1,69,0.127444
DSIVI,x_shaped,42,10000,1,70,0.128855
DSIVI,x_shaped,42,10000,1,71,0.129545
DSIVI,x_shaped,42,10000,1,72,0.128515
DSIVI,x_shaped,42,10000,1,73,0.129909
DSIVI,x_shaped,42,10000,1,74,0.138629
DSIVI,x_shaped,42,10000,1,75,0.131679
DSIVI,x_shaped,42,10000,1,76,0.130008
DSIVI,x_shaped,42,10000,1,77,0.129135
DSIVI,x_shaped,42,10000,1,78,0.130042
DSIVI,x_shaped,42,10000,1,79,0.129535
DSIVI,x_shaped,42,10000,1,80,0.129809
DSIVI,x_shaped,42,10000,1,81,0.129386
DSIVI,x_shaped,42,10000,1,82,0.12835
DSIVI,x_shaped,42,10000,1,83,0.127625
DSIVI,x_shaped,42,10000,1,84,0.127127
DSIVI,x_shaped,42,10000,1,85,0.127522
DSIVI,x_shaped,42,10000,1,86,0.127396
DSIVI,x_shaped,42,10000,1,87,0.128339
DSIVI,x_shaped,42,10000,1,88,0.127665
DSIVI,x_shaped,42,10000,1,89,0.128198
DSIVI,x_shaped,42,10000,1,90,0.133412
DSIVI,x_shaped,42,10000,1,91,0.129813
DSIVI,x_shaped,42,10000,1,92,0.127857
DSIVI,x_shaped,42,10000,1,93,0.128468
DSIVI,x_shaped,42,10000,1,94,0.129159
DSIVI,x_shaped,42,10000,1,95,0.128897
DSIVI,x_shaped,42,10000,1,96,0.128312
DSIVI,x_shaped,42,10000,1,97,0.128445
DSIVI,x_shaped,42,10000,1,98,0.127938
DSIVI,x_shaped,42,10000,1,99,0.126787
DSIVI,x_shaped,42,10000,1,100,0.128289
DSIVI,x_shaped,42,10000,128,1,0.141176
DSIVI,x_shaped,42,10000,128,2,0.136913
DSIVI,x_shaped,42,10000,128,3,0.1361
DSIVI,x_shaped,42,10000,128,4,0.134748
DSIVI,x_shaped,42,10000,128,5,0.133925
DSIVI,x_shaped,42,10000,128,6,0.136077
DSIVI,x_shaped,42,10000,128,7,0.135031
DSIVI,x_shaped,42,10000,128,8,0.134031
DSIVI,x_shaped,42,10000,128,9,0.135205
DSIVI,x_shaped,42,10000,128,10,0.134328
DSIVI,x_shaped,42,10000,128,11,0.151283
DSIVI,x_shaped,42,10000,128,12,0.136144
DSIVI,x_shaped,42,10000,128,13,0.13493
DSIVI,x_shaped,42,10000,128,14,0.134947
DSIVI,x_shaped,42,10000,128,15,0.135259
DSIVI,x_shaped,42,10000,128,16,0.13364
DSIVI,x_shaped,42,10000,128,17,0.134067
DSIVI,x_shaped,42,10000,128,18,0.133167
DSIVI,x_shaped,42,10000,128,19,0.135278
DSIVI,x_shaped,42,10000,128,20,0.133703
DSIVI,x_shaped,42,10000,128,21,0.134112
DSIVI,x_shaped,42,10000,128,22,0.134684
DSIVI,x_shaped,42,10000,128,23,0.13289
DSIVI,x_shaped,42,10000,128,24,0.132144
DSIVI,x_shaped,42,10000,128,25,0.132304
DSIVI,x_shaped,42,10000,128,26,0.132658
DSIVI,x_shaped,42,10000,128,27,0.134232
DSIVI,x_shaped,42,10000,128,28,0.13654
DSIVI,x_shaped,42,10000,128,29,0.133234
DSIVI,x_shaped,42,10000,128,30,0.132872
DSIVI,x_shaped,42,10000,128,31,0.132615
DSIVI,x_shaped,42,10000,128,32,0.133018
DSIVI,x_shaped,42,10000,128,33,0.133047
DSIVI,x_shaped,42,10000,128,34,0.132984
DSIVI,x_shaped,42,10000,128,35,0.134298
DSIVI,x_shaped,42,10000,128,36,0.132998
DSIVI,x_shaped,42,10000,128,37,0.134114
DSIVI,x_shaped,42,10000,128,38,0.134834
DSIVI,x_shaped,42,10000,128,39,0.140455
DSIVI,x_shaped,42,10000,128,40,0.132434
DSIVI,x_shaped,42,10000,128,41,0.131882
DSIVI,x_shaped,42,10000,128,42,0.131557
DSIVI,x_shaped,42,10000,128,43,0.132055
DSIVI,x_shaped,42,10000,128,44,0.132262
DSIVI,x_shaped,42,10000,128,45,0.131956
DSIVI,x_shaped,42,10000,128,46,0.133672
DSIVI,x_shaped,42,10000,128,47,0.13227
DSIVI,x_shaped,42,10000,128,48,0.13201
DSIVI,x_shaped,42,10000,128,49,0.130116
DSIVI,x_shaped,42,10000,128,50,0.1313
DSIVI,x_shaped,42,10000,128,51,0.132775
DSIVI,x_shaped,42,10000,128,52,0.131277
DSIVI,x_shaped,42,10000,128,53,0.131842
DSIVI,x_shaped,42,10000,128,54,0.132485
DSIVI,x_shaped,42,10000,128,55,0.130973
DSIVI,x_shaped,42,10000,128,56,0.130528
DSIVI,x_shaped,42,10000,128,57,0.131463
DSIVI,x_shaped,42,10000,128,58,0.131429
DSIVI,x_shaped,42,10000,128,59,0.131628
DSIVI,x_shaped,42,10000,128,60,0.130993
DSIVI,x_shaped,42,10000,128,61,0.131919
DSIVI,x_shaped,42,10000,128,62,0.139111
DSIVI,x_shaped,42,10000,128,63,0.13401
DSIVI,x_shaped,42,10000,128,64,0.132933
DSIVI,x_shaped,42,10000,128,65,0.132593
DSIVI,x_shaped,42,10000,128,66,0.13195
DSIVI,x_shaped,42,10000,128,67,0.131109
DSIVI,x_shaped,42,10000,128,68,0.141161
DSIVI,x_shaped,42,10000,128,69,0.133697
DSIVI,x_shaped,42,10000,128,70,0.133226
DSIVI,x_shaped,42,10000,128,71,0.132177
DSIVI,x_shaped,42,10000,128,72,0.133461
DSIVI,x_shaped,42,10000,128,73,0.132264
DSIVI,x_shaped,42,10000,128,74,0.132717
DSIVI,x_shaped,42,10000,128,75,0.133882
DSIVI,x_shaped,42,10000,128,76,0.133481
DSIVI,x_shaped,42,10000,128,77,0.132981
DSIVI,x_shaped,42,10000,128,78,0.13414
DSIVI,x_shaped,42,10000,128,79,0.134381
DSIVI,x_shaped,42,10000,128,80,0.133356
DSIVI,x_shaped,42,10000,128,81,0.133547
DSIVI,x_shaped,42,10000,128,82,0.133077
DSIVI,x_shaped,42,10000,128,83,0.132275
DSIVI,x_shaped,42,10000,128,84,0.133359
DSIVI,x_shaped,42,10000,128,85,0.13323
DSIVI,x_shaped,42,10000,128,86,0.132471
DSIVI,x_shaped,42,10000,128,87,0.133413
DSIVI,x_shaped,42,10000,128,88,0.132653
DSIVI,x_shaped,42,10000,128,89,0.133667
DSIVI,x_shaped,42,10000,128,90,0.14673
DSIVI,x_shaped,42,10000,128,91,0.133185
DSIVI,x_shaped,42,10000,128,92,0.132851
DSIVI,x_shaped,42,10000,128,93,0.132667
DSIVI,x_shaped,42,10000,128,94,0.134717
DSIVI,x_shaped,42,10000,128,95,0.133455
DSIVI,x_shaped,42,10000,128,96,0.144447
DSIVI,x_shaped,42,10000,128,97,0.134569
DSIVI,x_shaped,42,10000,128,98,0.131295
DSIVI,x_shaped,42,10000,128,99,0.131416
DSIVI,x_shaped,42,10000,128,100,0.132908
