epoch,gpu_headroom_gib_mean,gpu_headroom_gib_sd,local_target_l2_mean,local_target_l2_sd,method,method_l2_mean,method_l2_sd,method_n_valid,method_relative_l2_mean,method_relative_l2_sd,method_runtime_sec_mean,method_runtime_sec_sd,method_target_l2_mean,method_target_l2_sd,n_seeds,peak_gpu_reserved_bytes_mean,peak_gpu_reserved_bytes_sd,physical_scale_max_mean,physical_scale_max_sd,physical_scale_median_mean,physical_scale_median_sd,physical_scale_min_mean,physical_scale_min_sd,progress,quadrature_boundary_mass_p95_mean,quadrature_boundary_mass_p95_sd,quadrature_epsilon_dim,quadrature_ess_mean_mean,quadrature_ess_mean_sd,quadrature_max_weight_p95_mean,quadrature_max_weight_p95_sd,quadrature_nodes_per_second_mean,quadrature_nodes_per_second_sd,quadrature_runtime_sec_mean,quadrature_runtime_sec_sd,scaling_runtime_sec_mean,scaling_runtime_sec_sd,target,total_runtime_sec_mean,total_runtime_sec_sd
2000,23.31854248046875,,10.775328830331361,,AISIVI,0.532368229505749,,1,0.22649715625067426,,0.074434669688344,,10.00573605513771,,1,257949696.0,,0.9997580855343214,,0.21555575283370595,,0.028972053855499103,,0.2,0.1780553832814277,,2,15.703006951517331,,0.3434531927536888,,1314310.217672348,,0.13167058862745762,,0.013040415942668915,,8_gaussians,0.21914567425847054,
4000,23.31854248046875,,7.540148587120694,,AISIVI,1.8953303651351363,,1,0.3310855322094194,,0.07238209806382656,,5.403403123866544,,1,257949696.0,,0.9960307316716941,,0.18293646604805855,,0.017236191734838296,,0.4,0.20395418256231276,,2,13.940344132324805,,0.3893316018339919,,1320520.5401673832,,0.13105135038495064,,0.010617351159453392,,8_gaussians,0.2140507996082306,
6000,23.31854248046875,,7.058854720349869,,AISIVI,2.79701585100432,,1,0.3994797414509242,,0.06819186732172966,,4.709661717839193,,1,257949696.0,,0.9966629941534586,,0.15444276804651252,,0.011670466127066058,,0.6,0.18946635240694074,,2,14.360462922847628,,0.4190061469207316,,1322816.5945380128,,0.13082388043403625,,0.012644831091165543,,8_gaussians,0.21166057884693146,
8000,23.31854248046875,,6.483062495297505,,AISIVI,3.7714446402442876,,1,0.4995708790903468,,0.0684846080839634,,4.729510545020857,,1,257949696.0,,0.9898420809148524,,0.16369310270112242,,0.009972077912027057,,0.8,0.22123741913804218,,2,15.056453827710735,,0.4035086870012017,,1316354.2786429196,,0.13146612793207169,,0.0172734372317791,,8_gaussians,0.21722417324781418,
10000,23.31854248046875,,6.15488578303111,,AISIVI,3.4779885544408886,,1,0.4598303803690468,,0.06755557842552662,,3.561803406317479,,1,257949696.0,,0.9840869466407708,,0.131846505628072,,0.009363895594783667,,1.0,0.22578767565286417,,2,15.848916770849325,,0.388638500033619,,1312372.8879678752,,0.13186496123671532,,0.01594318449497223,,8_gaussians,0.21536372415721416,
2000,23.47088623046875,,31.133487331295132,,DSIVI,20.646373011230004,,1,0.8749824605948294,,0.00025011971592903137,,10.185603342220725,,1,94371840.0,,0.9503860665998926,,0.09853182271053153,,0.003955223122506694,,0.2,0.1876818802196482,,2,16.6181972189297,,0.22697094518390662,,1315248.193410572,,0.13157668709754944,,0.015424832701683044,,8_gaussians,0.14725163951516151,
4000,23.47088623046875,,9.983391435200899,,DSIVI,3.2370915969531264,,1,0.4656347698478351,,0.00024938397109508514,,6.468133793749632,,1,94371840.0,,0.9942452368924057,,0.15966536356451014,,0.009662917362150702,,0.4,0.17519156472165412,,2,14.515096492004268,,0.3617461692346823,,1312437.4768077368,,0.1318584717810154,,0.016163254156708717,,8_gaussians,0.1482711099088192,
6000,23.47088623046875,,7.439190119966561,,DSIVI,2.357216607778513,,1,0.3660075440355282,,0.00025171414017677307,,4.596934422238442,,1,94371840.0,,0.9872473625100652,,0.15362324881767278,,0.012798409004936603,,0.6,0.2001051906287845,,2,13.82949514386263,,0.3785384089487354,,1326993.469921478,,0.13041209615767002,,0.012734983116388321,,8_gaussians,0.14339879341423512,
8000,23.47088623046875,,7.263568205433334,,DSIVI,2.476438889209461,,1,0.37637227811016283,,0.0002559460699558258,,4.44810435841592,,1,94371840.0,,0.994609501019653,,0.159888867976127,,0.012715956014894815,,0.8,0.1988572870490447,,2,15.869070821138447,,0.4066238890658426,,1326865.7570431812,,0.1304246485233307,,0.016410117968916893,,8_gaussians,0.1470907125622034,
10000,23.47088623046875,,6.634644556081735,,DSIVI,2.5858957599836336,,1,0.34488039408157295,,0.00027177296578884125,,3.5310848964022155,,1,94371840.0,,0.9948476335346377,,0.1579923606470675,,0.009280633259887929,,1.0,0.2187077882691103,,2,15.109113099362894,,0.4443624426511241,,1325169.1456801663,,0.13059163093566895,,0.013323212042450905,,8_gaussians,0.1441866159439087,
2000,23.42010498046875,,12.480860785488119,,SIVI,0.4208046694411626,,1,0.2046649480220785,,0.0015692226588726044,,11.556778165774627,,1,148897792.0,,0.9972037110931027,,0.22976907409845287,,0.050409270234730165,,0.2,0.15568524535910058,,2,14.975513662443332,,0.3445344385918131,,1304509.1962844725,,0.13265985436737537,,0.020431026816368103,,8_gaussians,0.15466010384261608,
4000,23.42010498046875,,7.785034307215579,,SIVI,1.1107914158433294,,1,0.22355739384951842,,0.0011672023683786392,,6.260974178076436,,1,148897792.0,,0.9997835522109506,,0.20564243710500668,,0.02653879241732932,,0.4,0.17870596084371035,,2,13.730303350013749,,0.4056932290703931,,1286396.9215312789,,0.1345276851207018,,0.02027011476457119,,8_gaussians,0.15596500225365162,
6000,23.42010498046875,,7.261130479951553,,SIVI,2.100004707579829,,1,0.31695080740498616,,0.00120481476187706,,4.981549821017261,,1,148897792.0,,0.9992535117910685,,0.17874542655149114,,0.016241820532127912,,0.6,0.18061926337419942,,2,13.473550214347817,,0.41214975522006764,,1293963.5913854302,,0.1337410118430853,,0.01049463078379631,,8_gaussians,0.14544045738875866,
8000,23.42010498046875,,6.58256585563966,,SIVI,1.9775102683833627,,1,0.29874940567670016,,0.001138336956501007,,4.705504498994755,,1,148897792.0,,0.9999215613221035,,0.18106622028306318,,0.01533730541368503,,0.8,0.1901801901443842,,2,14.386446522296609,,0.41119894115994154,,1319706.2940447438,,0.13113220781087875,,0.01952655054628849,,8_gaussians,0.15179709531366825,
10000,23.42010498046875,,5.94993253608474,,SIVI,2.5265385777530547,,1,0.3612538500990935,,0.0011543072760105133,,3.641896633774717,,1,148897792.0,,0.9958463873594362,,0.16583473616101208,,0.014885897313495256,,1.0,0.1936473875355109,,2,14.886284985659245,,0.44164994151884823,,1301971.3643820535,,0.1329184379428625,,0.020187649875879288,,8_gaussians,0.1542603950947523,
2000,23.45135498046875,,16.664853072764622,,UIVI,0.9503631694960747,,1,0.8430974620190168,,0.17430854588747025,,17.763583629144026,,1,115343360.0,,0.9999772644748323,,0.24222022395997383,,0.0646957763217941,,0.2,0.15973338082758562,,2,16.12895019127283,,0.18890493426916968,,1061461.6567202397,,0.1630355641245842,,0.03092150390148163,,8_gaussians,0.36826561391353607,
4000,23.45135498046875,,11.582248869684893,,UIVI,1.3925018600410557,,1,0.601095344831476,,0.19722700491547585,,13.490597883270413,,1,115343360.0,,0.9997683819746233,,0.3819334807406716,,0.05707759409823122,,0.4,0.11670733741289707,,2,17.268621834060525,,0.16404095710903685,,1012114.7633649939,,0.17098456248641014,,0.03226987272500992,,8_gaussians,0.4004814401268959,
6000,23.45135498046875,,11.118018754395443,,UIVI,1.677999780243464,,1,0.5352483299144738,,0.20216895826160908,,13.049459524956163,,1,115343360.0,,0.9999568228151938,,0.4002991542093095,,0.057044781042659504,,0.6,0.1210878367710441,,2,17.326094575307792,,0.16779770310019884,,1097773.6118075403,,0.15764270350337029,,0.021320369094610214,,8_gaussians,0.3811320308595896,
8000,23.45135498046875,,10.532924959014714,,UIVI,1.5864494972224683,,1,0.5655826099802949,,0.16550777852535248,,12.354171186703727,,1,115343360.0,,0.9999873259795752,,0.38223111682607147,,0.06350790498591968,,0.8,0.11725686933640626,,2,17.275330635879744,,0.16199677019371006,,1042372.3293803274,,0.16602129116654396,,0.031660543754696846,,8_gaussians,0.3631896134465933,
10000,23.45135498046875,,10.618255646672926,,UIVI,1.5409874266961465,,1,0.5687699301459344,,0.0900998655706644,,11.748079099794154,,1,115343360.0,,0.9998430844983223,,0.4219258506292613,,0.06133958712850206,,1.0,0.1111258749850848,,2,17.3086458550545,,0.16672333031550934,,1203943.8705322961,,0.14374092034995556,,0.013219216838479042,,8_gaussians,0.247060002759099,
2000,23.31854248046875,,90.89785205700198,,AISIVI,8448.273436534382,,1,1324.526808706014,,0.07447918504476547,,8352.546490558783,,1,257949696.0,,0.9996086396799228,,0.3737479661861792,,0.0014067946935815317,,0.2,0.18122152485065998,,2,17.600462595896083,,0.3438673856251415,,1301358.6174202093,,0.13298102281987667,,0.020647937431931496,,x_shaped,0.22810814529657364,
4000,23.31854248046875,,41.674015292553094,,AISIVI,99.00219391569644,,1,2.342588212086508,,0.07315801456570625,,48.303972015165556,,1,257949696.0,,0.9988880581592077,,0.41939706671537935,,0.0027782842002318123,,0.4,0.17549249394540034,,2,15.544340969953689,,0.3692738772207859,,1316396.8216676516,,0.1314618792384863,,0.020695343613624573,,x_shaped,0.22531523741781712,
6000,23.31854248046875,,33.34402762376169,,AISIVI,133.1527635407051,,1,3.767387836899082,,0.06876714341342449,,106.70056271868123,,1,257949696.0,,0.9970683594486358,,0.3693797322177334,,0.0035823856987944112,,0.6,0.17733504046102402,,2,15.602276464736967,,0.34975373412238614,,1322119.36942786,,0.13089287094771862,,0.01307925395667553,,x_shaped,0.21273926831781864,
8000,23.31854248046875,,77.51800894857493,,AISIVI,193.37570643820368,,1,2.3818371624166366,,0.06755485385656357,,101.44648676917834,,1,257949696.0,,0.9886067556987234,,0.3539402313245315,,0.0032489659307350003,,0.8,0.18893524369973203,,2,15.40633528780642,,0.3526186647810064,,1304327.615445898,,0.13267832249403,,0.0206769946962595,,x_shaped,0.22091017104685307,
10000,23.31854248046875,,30.271676260426844,,AISIVI,106.78320506137784,,1,3.2822512920919715,,0.06716733425855637,,82.3889560155758,,1,257949696.0,,0.9937652066650039,,0.35427876482979803,,0.003410927692779145,,1.0,0.1833637028667251,,2,15.245243475911924,,0.3555500230440686,,1327168.46833073,,0.13039490021765232,,0.02089082822203636,,x_shaped,0.21845306269824505,
2000,23.47088623046875,,33.923020773549965,,DSIVI,31.719506117999686,,1,0.9195692607431334,,0.0003281105309724808,,3.6621102580767464,,1,94371840.0,,0.9810036348284294,,0.2575354514814924,,0.0023118375251869726,,0.2,0.16959196683475525,,2,16.760792884241216,,0.32208800019277317,,1320521.9102826228,,0.13105121441185474,,0.020607201382517815,,x_shaped,0.15198652632534504,
4000,23.47088623046875,,106.4459403243363,,DSIVI,106.28695746090963,,1,0.9434723536626686,,0.00025920383632183075,,0.31355180349163714,,1,94371840.0,,0.9990376018421041,,0.2621353674338514,,0.004979098001640703,,0.4,0.16238950053242884,,2,13.562982420587497,,0.3912140495648863,,1327818.5197191457,,0.13033106364309788,,0.015969807282090187,,x_shaped,0.1465600747615099,
6000,23.47088623046875,,66.10566790464581,,DSIVI,66.11548138742923,,1,0.9009944251700229,,0.00025284476578235626,,0.10249096345824521,,1,94371840.0,,0.9973988256721497,,0.2526339883804634,,0.004416251090911436,,0.6,0.1741245220889672,,2,13.123533678923897,,0.3729891174863568,,1299467.4690793855,,0.13317455351352692,,0.02068679966032505,,x_shaped,0.15411419793963432,
8000,23.47088623046875,,27.893473698992395,,DSIVI,28.092839261760552,,1,0.8253202469289015,,0.00025579892098903656,,0.12157800781869765,,1,94371840.0,,0.9982997468277944,,0.25089501617388565,,0.005179866477220049,,0.8,0.1681212424379265,,2,12.669078851713898,,0.3715005508254941,,1299166.397366517,,0.13320541568100452,,0.020507901906967163,,x_shaped,0.15396911650896072,
10000,23.47088623046875,,40.8138119332184,,DSIVI,40.863426915554186,,1,0.9121712934465664,,0.00024978816509246826,,0.04437520787639281,,1,94371840.0,,0.9995211496964775,,0.23054885429594493,,0.004957570445523588,,1.0,0.16956123844265114,,2,12.320551165830093,,0.382331996542328,,1314687.8481093848,,0.13163276761770248,,0.019788574427366257,,x_shaped,0.1516711302101612,
2000,23.42401123046875,,3.4204602597852842,,SIVI,0.15550036985308918,,1,0.07530839352582876,,0.13528571650385857,,3.4573133507110656,,1,144703488.0,,0.9909167273011953,,0.30931853680165217,,0.08994288170403411,,0.2,0.1396794027235181,,2,14.055683693496992,,0.20535491360013225,,1086012.568660864,,0.15934990532696247,,0.1261688731610775,,x_shaped,0.42080449499189854,
4000,23.42401123046875,,0.42182786492574675,,SIVI,0.26786712187532846,,1,0.06860991055195606,,0.00114409439265728,,0.23693399721758762,,1,144703488.0,,0.994870219108734,,0.36419646475967526,,0.08819847375483926,,0.4,0.13383083275273097,,2,13.163637275212164,,0.21476377286472695,,1320780.2184068325,,0.13102558441460133,,0.020329535007476807,,x_shaped,0.1524992138147354,
6000,23.42401123046875,,0.29256098855041857,,SIVI,0.2745138822630469,,1,0.05700048424194942,,0.0011239070445299149,,0.04523566695572156,,1,144703488.0,,0.9971040885762681,,0.4031807901665165,,0.09350550034898147,,0.6,0.12147437555161177,,2,13.261266465690912,,0.2257599945221559,,1297123.9119974792,,0.13341516442596912,,0.020180504769086838,,x_shaped,0.15471957623958588,
8000,23.42401123046875,,0.2788583450634413,,SIVI,0.2757149846143611,,1,0.06024030279031192,,0.0011590253561735153,,0.050095221107776616,,1,144703488.0,,0.9990198108589777,,0.4250414413010804,,0.09265029047837797,,0.8,0.12326079499269325,,2,13.136870865791916,,0.22252892445184325,,1323888.4581765875,,0.13071796111762524,,0.02083912119269371,,x_shaped,0.15271610766649246,
10000,23.42401123046875,,0.2885630164422427,,SIVI,0.2754057744079227,,1,0.059475123734679065,,0.001118246465921402,,0.04561041219591416,,1,144703488.0,,0.997829514209116,,0.4184241703201138,,0.09516125899733664,,1.0,0.1291287359443995,,2,12.980571580820834,,0.22543603757453048,,1323099.5041516498,,0.1307959072291851,,0.020589469000697136,,x_shaped,0.15250362269580364,
2000,23.45135498046875,,4.568621204358159,,UIVI,1.2369124694703442,,1,0.6774743348113975,,0.1777404546737671,,5.702983097903481,,1,115343360.0,,0.9840832695209563,,0.31848773100969274,,0.10785594558369002,,0.2,0.13020269871725146,,2,14.894376522482478,,0.19299266482414884,,1066444.2336647348,,0.1622738391160965,,0.029327860102057457,,x_shaped,0.36934215389192104,
4000,23.45135498046875,,0.47378186036598013,,UIVI,2.3111342504132195,,1,0.6617140527221409,,0.18843504041433334,,2.5508898098800747,,1,115343360.0,,0.9927591057477195,,0.3581686029537223,,0.1362150725680151,,0.4,0.14080264187158398,,2,15.308990677605795,,0.19017282239129338,,1025419.9629604559,,0.1687659751623869,,0.03222275339066982,,x_shaped,0.38942376896739006,
6000,23.45135498046875,,0.2573475713322143,,UIVI,2.5432991116250037,,1,0.6269772318026181,,0.20191905088722706,,2.5312253566233363,,1,115343360.0,,0.9959433921756877,,0.3785517248205869,,0.1334934535568443,,0.6,0.14722349782627842,,2,15.753033939698433,,0.19257234338433407,,1014847.4341275947,,0.17052415385842323,,0.031912101432681084,,x_shaped,0.4043553061783314,
8000,23.45135498046875,,0.23623578910387716,,UIVI,2.5250751121718795,,1,0.6164936486506613,,0.20762468688189983,,2.5013334688388875,,1,115343360.0,,0.9941061058456444,,0.3860206637299479,,0.14121971429216,,0.8,0.1587422817743605,,2,15.608005513508429,,0.1983914677809854,,995728.9445341618,,0.17379830218851566,,0.03208103962242603,,x_shaped,0.41350402869284153,
10000,23.45135498046875,,0.2632966911223889,,UIVI,2.657568433496051,,1,0.6657914964113371,,0.19249183498322964,,2.573554052017554,,1,115343360.0,,0.989742374078772,,0.391674363251385,,0.13041936621103645,,1.0,0.1723183888324716,,2,15.606045818668495,,0.19373809179140192,,1020893.8265174344,,0.16951419971883297,,0.03272305987775326,,x_shaped,0.39472909457981586,
