chain,epoch,method,progress,reference_internal_l2,reference_seed,repeat,replication_unit,run_id,runtime_sec,seed,target
7,2000,AISIVI,0.2,2.738974429612084,957576488,7,hmc_chain,seed42_aisivi_x_shaped,11.081630155816674,42,x_shaped
8,2000,AISIVI,0.2,2.783704456292085,957576488,8,hmc_chain,seed42_aisivi_x_shaped,11.081630155816674,42,x_shaped
9,2000,AISIVI,0.2,3.0919517160418377,957576488,9,hmc_chain,seed42_aisivi_x_shaped,11.081630155816674,42,x_shaped
0,4000,AISIVI,0.4,4.474909471012149,20228649,0,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
1,4000,AISIVI,0.4,11.04494982097426,20228649,1,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
2,4000,AISIVI,0.4,3.3134404154938903,20228649,2,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
3,4000,AISIVI,0.4,4.162068539394289,20228649,3,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
4,4000,AISIVI,0.4,2.824805776192166,20228649,4,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
5,4000,AISIVI,0.4,3.0240510107865735,20228649,5,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
6,4000,AISIVI,0.4,3.2059011872177896,20228649,6,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
7,4000,AISIVI,0.4,4.18092505010059,20228649,7,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
8,4000,AISIVI,0.4,4.05960012584349,20228649,8,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
9,4000,AISIVI,0.4,3.3681504506391446,20228649,9,hmc_chain,seed42_aisivi_x_shaped,10.805464414507151,42,x_shaped
0,6000,AISIVI,0.6,5.551551263579908,1908501300,0,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
1,6000,AISIVI,0.6,3.730019159897119,1908501300,1,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
2,6000,AISIVI,0.6,4.686066536185996,1908501300,2,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
3,6000,AISIVI,0.6,3.928265942046056,1908501300,3,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
4,6000,AISIVI,0.6,5.342552429106097,1908501300,4,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
5,6000,AISIVI,0.6,3.9060125107116592,1908501300,5,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
6,6000,AISIVI,0.6,3.6777439855215803,1908501300,6,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
7,6000,AISIVI,0.6,3.3442497866643155,1908501300,7,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
8,6000,AISIVI,0.6,4.27003683971175,1908501300,8,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
9,6000,AISIVI,0.6,3.700440442810914,1908501300,9,hmc_chain,seed42_aisivi_x_shaped,11.129824467748403,42,x_shaped
0,8000,AISIVI,0.8,3.898841020896119,68792728,0,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
1,8000,AISIVI,0.8,4.308984648935347,68792728,1,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
2,8000,AISIVI,0.8,4.376784788541871,68792728,2,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
3,8000,AISIVI,0.8,4.283419751417641,68792728,3,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
4,8000,AISIVI,0.8,4.344458725851118,68792728,4,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
5,8000,AISIVI,0.8,4.017484550338644,68792728,5,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
6,8000,AISIVI,0.8,5.380416435691908,68792728,6,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
7,8000,AISIVI,0.8,3.792224327784468,68792728,7,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
8,8000,AISIVI,0.8,5.070206536356641,68792728,8,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
9,8000,AISIVI,0.8,3.9969096943196405,68792728,9,hmc_chain,seed42_aisivi_x_shaped,10.113716896437108,42,x_shaped
0,10000,AISIVI,1.0,3.656554908958416,692723080,0,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
1,10000,AISIVI,1.0,4.296162953705548,692723080,1,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
2,10000,AISIVI,1.0,4.558719113378123,692723080,2,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
3,10000,AISIVI,1.0,4.238234028235677,692723080,3,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
4,10000,AISIVI,1.0,3.8862222821134367,692723080,4,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
5,10000,AISIVI,1.0,4.605629126273463,692723080,5,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
6,10000,AISIVI,1.0,4.08847269897597,692723080,6,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
7,10000,AISIVI,1.0,4.037723406719636,692723080,7,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
8,10000,AISIVI,1.0,4.6202837271172745,692723080,8,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
9,10000,AISIVI,1.0,4.156038603690944,692723080,9,hmc_chain,seed42_aisivi_x_shaped,9.944584470055997,42,x_shaped
0,2000,AISIVI,0.2,0.13420329384771268,815976623,0,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
1,2000,AISIVI,0.2,0.11797882221229805,815976623,1,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
2,2000,AISIVI,0.2,0.12877790831682218,815976623,2,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
3,2000,AISIVI,0.2,0.13302513657308135,815976623,3,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
4,2000,AISIVI,0.2,0.15894845396897173,815976623,4,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
5,2000,AISIVI,0.2,0.12318449252310205,815976623,5,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
6,2000,AISIVI,0.2,0.13804574417704923,815976623,6,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
7,2000,AISIVI,0.2,0.1305627962672138,815976623,7,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
8,2000,AISIVI,0.2,0.1290112620604661,815976623,8,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
9,2000,AISIVI,0.2,0.14965967283504494,815976623,9,hmc_chain,seed43_aisivi_x_shaped,10.31594959422946,43,x_shaped
0,4000,AISIVI,0.4,0.15515899600012112,914715598,0,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
1,4000,AISIVI,0.4,0.15897880501637346,914715598,1,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
2,4000,AISIVI,0.4,0.1593339401069823,914715598,2,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
3,4000,AISIVI,0.4,0.1552245186117484,914715598,3,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
4,4000,AISIVI,0.4,0.16095866423770483,914715598,4,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
5,4000,AISIVI,0.4,0.17075564488283268,914715598,5,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
6,4000,AISIVI,0.4,0.16232311939288613,914715598,6,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
7,4000,AISIVI,0.4,0.17319339275820655,914715598,7,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
8,4000,AISIVI,0.4,0.15278726085083918,914715598,8,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
9,4000,AISIVI,0.4,0.16478970624167513,914715598,9,hmc_chain,seed43_aisivi_x_shaped,9.816952651180326,43,x_shaped
0,6000,AISIVI,0.6,0.18203958244217053,1020324133,0,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
1,6000,AISIVI,0.6,0.19340776033746596,1020324133,1,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
2,6000,AISIVI,0.6,0.197481442529801,1020324133,2,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
3,6000,AISIVI,0.6,0.2006656807757777,1020324133,3,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
4,6000,AISIVI,0.6,0.2066184555615826,1020324133,4,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
5,6000,AISIVI,0.6,0.20220385558689077,1020324133,5,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
6,6000,AISIVI,0.6,0.1773588325446585,1020324133,6,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
7,6000,AISIVI,0.6,0.18474148552611108,1020324133,7,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
8,6000,AISIVI,0.6,0.19719859431379233,1020324133,8,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
9,6000,AISIVI,0.6,0.19327076570999716,1020324133,9,hmc_chain,seed43_aisivi_x_shaped,9.505764787644148,43,x_shaped
0,8000,AISIVI,0.8,0.2064441641913849,1747708022,0,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
1,8000,AISIVI,0.8,0.21623795648352298,1747708022,1,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
2,8000,AISIVI,0.8,0.20538275160666639,1747708022,2,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
3,8000,AISIVI,0.8,0.20304803335049587,1747708022,3,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
4,8000,AISIVI,0.8,0.20844190492671136,1747708022,4,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
5,8000,AISIVI,0.8,0.22127655325110598,1747708022,5,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
6,8000,AISIVI,0.8,0.25567403395446203,1747708022,6,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
7,8000,AISIVI,0.8,0.1978191556160162,1747708022,7,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
8,8000,AISIVI,0.8,0.23106312312325494,1747708022,8,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
9,8000,AISIVI,0.8,0.21912931846107186,1747708022,9,hmc_chain,seed43_aisivi_x_shaped,9.118582695536315,43,x_shaped
0,10000,AISIVI,1.0,0.1902216027664574,695574295,0,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
1,10000,AISIVI,1.0,0.1880319157321996,695574295,1,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
2,10000,AISIVI,1.0,0.1877720187152363,695574295,2,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
3,10000,AISIVI,1.0,0.22063777919045707,695574295,3,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
4,10000,AISIVI,1.0,0.2033232602315339,695574295,4,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
5,10000,AISIVI,1.0,0.2041458335382341,695574295,5,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
6,10000,AISIVI,1.0,0.20672763330040497,695574295,6,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
7,10000,AISIVI,1.0,0.1861910577291898,695574295,7,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
8,10000,AISIVI,1.0,0.21491764412470366,695574295,8,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
9,10000,AISIVI,1.0,0.19907687327266213,695574295,9,hmc_chain,seed43_aisivi_x_shaped,9.476529468409717,43,x_shaped
0,2000,AISIVI,0.2,0.4805641992499066,949433521,0,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
1,2000,AISIVI,0.2,0.47490627468605995,949433521,1,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
2,2000,AISIVI,0.2,0.619052988505036,949433521,2,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
3,2000,AISIVI,0.2,0.6688677783780665,949433521,3,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
4,2000,AISIVI,0.2,0.5850739599138934,949433521,4,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
5,2000,AISIVI,0.2,1.4036436436255606,949433521,5,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
6,2000,AISIVI,0.2,0.5913337714402196,949433521,6,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
7,2000,AISIVI,0.2,2.2681234743032643,949433521,7,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
8,2000,AISIVI,0.2,0.5019945731636484,949433521,8,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
9,2000,AISIVI,0.2,0.6529714510494302,949433521,9,hmc_chain,seed44_aisivi_x_shaped,10.789407424815,44,x_shaped
0,4000,AISIVI,0.4,0.7175161062813602,2137222045,0,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
1,4000,AISIVI,0.4,0.8240726773918303,2137222045,1,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
2,4000,AISIVI,0.4,0.8233087503695913,2137222045,2,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
3,4000,AISIVI,0.4,0.869372222863847,2137222045,3,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
4,4000,AISIVI,0.4,0.7056285557290785,2137222045,4,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
5,4000,AISIVI,0.4,0.6849719760492459,2137222045,5,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
6,4000,AISIVI,0.4,0.6404457345100447,2137222045,6,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
7,4000,AISIVI,0.4,0.5599144157094057,2137222045,7,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
8,4000,AISIVI,0.4,0.8046425925376615,2137222045,8,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
9,4000,AISIVI,0.4,0.6526777058282225,2137222045,9,hmc_chain,seed44_aisivi_x_shaped,9.607049879059195,44,x_shaped
0,6000,AISIVI,0.6,0.5217417512947768,431971361,0,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
1,6000,AISIVI,0.6,0.7822413953986149,431971361,1,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
2,6000,AISIVI,0.6,0.43012702149249804,431971361,2,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
3,6000,AISIVI,0.6,0.45360245734117166,431971361,3,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
4,6000,AISIVI,0.6,0.4736464806218865,431971361,4,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
5,6000,AISIVI,0.6,0.6549742573301689,431971361,5,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
6,6000,AISIVI,0.6,0.5653549713612822,431971361,6,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
7,6000,AISIVI,0.6,0.5311486411980432,431971361,7,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
8,6000,AISIVI,0.6,0.4204173154258393,431971361,8,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
9,6000,AISIVI,0.6,0.5034833352903738,431971361,9,hmc_chain,seed44_aisivi_x_shaped,9.271582789719105,44,x_shaped
0,8000,AISIVI,0.8,0.48033009595174486,167562879,0,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
1,8000,AISIVI,0.8,0.4860193272225758,167562879,1,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
2,8000,AISIVI,0.8,0.5300563606659364,167562879,2,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
3,8000,AISIVI,0.8,0.822575857858188,167562879,3,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
4,8000,AISIVI,0.8,0.5892688803880318,167562879,4,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
5,8000,AISIVI,0.8,0.39101681047431974,167562879,5,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
6,8000,AISIVI,0.8,0.5641311819865884,167562879,6,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
7,8000,AISIVI,0.8,0.46512116283033034,167562879,7,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
8,8000,AISIVI,0.8,0.499941326555733,167562879,8,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
9,8000,AISIVI,0.8,0.4565401125798131,167562879,9,hmc_chain,seed44_aisivi_x_shaped,9.509191281162202,44,x_shaped
0,10000,AISIVI,1.0,0.5498423561063115,1954401886,0,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
1,10000,AISIVI,1.0,1.243617727960252,1954401886,1,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
2,10000,AISIVI,1.0,0.4285344705352887,1954401886,2,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
3,10000,AISIVI,1.0,0.5155290941476836,1954401886,3,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
4,10000,AISIVI,1.0,0.39221945104203454,1954401886,4,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
5,10000,AISIVI,1.0,0.7340152119446965,1954401886,5,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
6,10000,AISIVI,1.0,0.8935942242766333,1954401886,6,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
7,10000,AISIVI,1.0,0.436852200762467,1954401886,7,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
8,10000,AISIVI,1.0,0.5702988674078259,1954401886,8,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
9,10000,AISIVI,1.0,0.4564803228606793,1954401886,9,hmc_chain,seed44_aisivi_x_shaped,9.160777633450925,44,x_shaped
0,2000,AISIVI,0.2,28.574483589204675,1808894257,0,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
1,2000,AISIVI,0.2,2.6440087470004334,1808894257,1,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
2,2000,AISIVI,0.2,38.04647145968236,1808894257,2,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
3,2000,AISIVI,0.2,11.75224377721602,1808894257,3,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
4,2000,AISIVI,0.2,81.50697970558117,1808894257,4,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
5,2000,AISIVI,0.2,13.771794704278914,1808894257,5,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
6,2000,AISIVI,0.2,4.667834349666624,1808894257,6,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
7,2000,AISIVI,0.2,5.477995889330255,1808894257,7,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
8,2000,AISIVI,0.2,5.877467027631271,1808894257,8,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
9,2000,AISIVI,0.2,4.353825317457651,1808894257,9,hmc_chain,seed45_aisivi_x_shaped,10.368133372068405,45,x_shaped
0,4000,AISIVI,0.4,1.3025857368657867,838478292,0,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
1,4000,AISIVI,0.4,1.8828080565963603,838478292,1,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
2,4000,AISIVI,0.4,1.2890945354097634,838478292,2,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
3,4000,AISIVI,0.4,2.0473623213606422,838478292,3,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
4,4000,AISIVI,0.4,1.6263780787907547,838478292,4,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
5,4000,AISIVI,0.4,1.4958838554358151,838478292,5,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
6,4000,AISIVI,0.4,2.0893203904894455,838478292,6,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
7,4000,AISIVI,0.4,1.265665687127326,838478292,7,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
8,4000,AISIVI,0.4,2.0011364266080385,838478292,8,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
9,4000,AISIVI,0.4,1.2810659181719666,838478292,9,hmc_chain,seed45_aisivi_x_shaped,8.508647990226745,45,x_shaped
0,6000,AISIVI,0.6,1.7705747491730806,913442798,0,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
1,6000,AISIVI,0.6,2.0631868061665433,913442798,1,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
2,6000,AISIVI,0.6,1.8084590694804994,913442798,2,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
3,6000,AISIVI,0.6,1.9964183338531982,913442798,3,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
4,6000,AISIVI,0.6,2.66300602963316,913442798,4,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
5,6000,AISIVI,0.6,2.7681251034065557,913442798,5,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
6,6000,AISIVI,0.6,2.1623672575109563,913442798,6,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
7,6000,AISIVI,0.6,1.6782571332583822,913442798,7,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
8,6000,AISIVI,0.6,2.0881419679942206,913442798,8,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
9,6000,AISIVI,0.6,1.6812001108568753,913442798,9,hmc_chain,seed45_aisivi_x_shaped,7.763335070759058,45,x_shaped
0,8000,AISIVI,0.8,5.716583253769454,1013534203,0,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
1,8000,AISIVI,0.8,4.091879220656725,1013534203,1,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
2,8000,AISIVI,0.8,2.3619625666133643,1013534203,2,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
3,8000,AISIVI,0.8,2.9329840438078874,1013534203,3,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
4,8000,AISIVI,0.8,3.8660785412872145,1013534203,4,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
5,8000,AISIVI,0.8,2.670352991902609,1013534203,5,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
6,8000,AISIVI,0.8,2.5595523478593294,1013534203,6,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
7,8000,AISIVI,0.8,3.3284382952530063,1013534203,7,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
8,8000,AISIVI,0.8,1.9242565447027624,1013534203,8,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
9,8000,AISIVI,0.8,4.723600257831486,1013534203,9,hmc_chain,seed45_aisivi_x_shaped,8.10091856252402,45,x_shaped
0,10000,AISIVI,1.0,2.0368002132317526,1065261656,0,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
1,10000,AISIVI,1.0,1.8908550444077226,1065261656,1,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
2,10000,AISIVI,1.0,3.406990486348863,1065261656,2,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
3,10000,AISIVI,1.0,6.419529326287759,1065261656,3,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
4,10000,AISIVI,1.0,2.8391339530876643,1065261656,4,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
5,10000,AISIVI,1.0,2.3706262405026806,1065261656,5,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
6,10000,AISIVI,1.0,1.479368474628497,1065261656,6,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
7,10000,AISIVI,1.0,4.075448745809085,1065261656,7,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
8,10000,AISIVI,1.0,1.9613481911633457,1065261656,8,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
9,10000,AISIVI,1.0,2.4787670978899765,1065261656,9,hmc_chain,seed45_aisivi_x_shaped,8.655294046737254,45,x_shaped
0,2000,AISIVI,0.2,4.927908546188987,1067554188,0,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
1,2000,AISIVI,0.2,3.56227417328402,1067554188,1,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
2,2000,AISIVI,0.2,4.937541701143217,1067554188,2,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
3,2000,AISIVI,0.2,9.824749447114666,1067554188,3,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
4,2000,AISIVI,0.2,3.9560001843304526,1067554188,4,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
5,2000,AISIVI,0.2,4.343516825630038,1067554188,5,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
6,2000,AISIVI,0.2,5.036300876550676,1067554188,6,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
7,2000,AISIVI,0.2,7.506474679421433,1067554188,7,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
8,2000,AISIVI,0.2,15.320441833340686,1067554188,8,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
9,2000,AISIVI,0.2,4.667397133882741,1067554188,9,hmc_chain,seed46_aisivi_x_shaped,10.953687856160105,46,x_shaped
0,4000,AISIVI,0.4,9.84347820318264,1287209451,0,hmc_chain,seed46_aisivi_x_shaped,10.636521682329477,46,x_shaped
