transition,acceptance_rate,window_acceptance_rate,mean_log_posterior,step_size_median,epsilon_mean_norm,epsilon_sd_mean
2750.0,0.9976545454545456,0.9970000000000001,-2.53009033203125,0.009999999776482582,0.3474678695201874,0.5132153630256653
2800.0,0.9976428571428573,0.9970000000000001,-2.538060426712036,0.009999999776482582,0.47421419620513916,0.541841447353363
2850.0,0.9976140350877192,0.9960000000000001,-2.5860018730163574,0.009999999776482582,0.3434836268424988,0.7272109389305115
2900.0,0.9975689655172414,0.995,-2.6431617736816406,0.009999999776482582,0.2161494642496109,0.6152559518814087
2950.0,0.9975762711864408,0.9980000000000001,-2.886481285095215,0.009999999776482582,0.351406455039978,0.5833261013031006
3000.0,0.9976166666666666,1.0,-2.660846471786499,0.009999999776482582,0.6406157612800598,0.4418919086456299
3050.0,0.9976229508196722,0.9980000000000001,-2.6842103004455566,0.009999999776482582,0.6237007975578308,0.5701077580451965
3100.0,0.9975967741935485,0.9960000000000001,-2.5261688232421875,0.009999999776482582,0.3112747073173523,0.6249401569366455
3150.0,0.9975714285714287,0.9960000000000001,-2.9784157276153564,0.009999999776482582,0.5366913676261902,0.7715922594070435
3200.0,0.9976093750000001,1.0,-2.9951348304748535,0.009999999776482582,0.41548073291778564,0.7957309484481812
3250.0,0.9975846153846155,0.9960000000000001,-2.8106892108917236,0.009999999776482582,0.37899884581565857,0.7674547433853149
3300.0,0.9975151515151515,0.993,-2.891150951385498,0.009999999776482582,0.5752378702163696,0.7190896272659302
3350.0,0.9975373134328358,0.9990000000000001,-3.080698013305664,0.009999999776482582,0.6261463165283203,0.5516576766967773
3400.0,0.9975294117647059,0.9970000000000001,-2.5780818462371826,0.009999999776482582,0.49974966049194336,0.7459427714347839
3450.0,0.9974927536231886,0.995,-2.6759870052337646,0.009999999776482582,0.2810719907283783,0.6241026520729065
3500.0,0.9975000000000002,0.9980000000000001,-3.4221599102020264,0.009999999776482582,0.2526001036167145,0.5694674849510193
3550.0,0.9975070422535212,0.9980000000000001,-2.8816444873809814,0.009999999776482582,0.2444019913673401,0.5348650217056274
3600.0,0.9975,0.9969999999999999,-3.0297677516937256,0.009999999776482582,0.37662866711616516,0.7863845825195312
3650.0,0.9975068493150685,0.9980000000000001,-2.4484424591064453,0.009999999776482582,0.3725053668022156,0.739361047744751
3700.0,0.9974729729729731,0.995,-2.4883508682250977,0.009999999776482582,0.37073713541030884,0.5365543365478516
3750.0,0.9974933333333333,0.9990000000000001,-3.231449604034424,0.009999999776482582,0.9135063886642456,0.6706969738006592
3800.0,0.9975,0.9980000000000001,-2.8081858158111572,0.009999999776482582,0.4262184798717499,0.5684463977813721
3850.0,0.9975064935064936,0.9980000000000001,-2.7680938243865967,0.009999999776482582,0.3210972249507904,0.5898318290710449
3900.0,0.997525641025641,0.9990000000000001,-2.88958740234375,0.009999999776482582,0.4367140531539917,0.5796346068382263
3950.0,0.9975443037974685,0.9990000000000001,-2.774805784225464,0.009999999776482582,0.14512908458709717,0.5562345385551453
4000.0,0.9975125,0.995,-3.0377771854400635,0.009999999776482582,0.22456000745296478,0.6945428848266602
4050.0,0.9974938271604938,0.9960000000000001,-2.6325995922088623,0.009999999776482582,0.2747032344341278,0.6082308292388916
4100.0,0.9974756097560976,0.9960000000000001,-2.7422382831573486,0.009999999776482582,0.38921692967414856,0.5060637593269348
4150.0,0.9974819277108434,0.9980000000000001,-2.791619062423706,0.009999999776482582,0.5666240453720093,0.4554907977581024
4200.0,0.9974404761904762,0.9940000000000002,-2.996049642562866,0.009999999776482582,0.6443237662315369,0.6449283361434937
4250.0,0.9974117647058824,0.9950000000000001,-3.1522700786590576,0.009999999776482582,0.6840635538101196,0.9465724229812622
4300.0,0.9973837209302326,0.9950000000000001,-2.6377742290496826,0.009999999776482582,0.47108837962150574,0.7562336921691895
4350.0,0.9973333333333333,0.993,-2.781684637069702,0.009999999776482582,0.33200782537460327,0.7464995384216309
4400.0,0.9973295454545454,0.9969999999999999,-2.9832653999328613,0.009999999776482582,0.22398829460144043,0.7158210873603821
4450.0,0.9973595505617979,1.0,-2.4849417209625244,0.009999999776482582,0.6282115578651428,0.5306686162948608
4500.0,0.9973888888888889,1.0,-2.813595771789551,0.009999999776482582,0.4626756012439728,0.6143969893455505
4550.0,0.9973516483516485,0.994,-2.8253557682037354,0.009999999776482582,0.4373791515827179,0.597993016242981
4600.0,0.997380434782609,1.0,-2.9127309322357178,0.009999999776482582,0.5744479298591614,0.5115141868591309
4650.0,0.9973978494623655,0.9990000000000001,-3.061100959777832,0.009999999776482582,0.6787621378898621,0.5884482860565186
4700.0,0.9974148936170213,0.9990000000000001,-3.1417348384857178,0.009999999776482582,0.4817682206630707,0.6860151886940002
4750.0,0.9974210526315791,0.9980000000000001,-2.8345139026641846,0.009999999776482582,0.2532660663127899,0.698161244392395
4800.0,0.9973645833333333,0.9920000000000002,-2.9740066528320312,0.009999999776482582,0.15527836978435516,0.8531538844108582
4850.0,0.9973711340206187,0.9980000000000001,-2.8321168422698975,0.009999999776482582,0.4707656800746918,0.7918083667755127
4900.0,0.9973877551020408,0.9990000000000001,-3.278791904449463,0.009999999776482582,0.4291558563709259,0.7704586982727051
4950.0,0.9974141414141414,1.0,-2.662233352661133,0.009999999776482582,0.4360523223876953,0.5425406694412231
5000.0,0.99743,0.9990000000000001,-2.5073153972625732,0.009999999776482582,0.23760223388671875,0.5773984789848328
5050.0,0.9974356435643567,0.9980000000000001,-2.973949909210205,0.009999999776482582,0.21021026372909546,0.4709312617778778
5100.0,0.9974313725490195,0.9969999999999999,-2.6516082286834717,0.009999999776482582,0.4105672240257263,0.5942721366882324
5150.0,0.9974271844660196,0.9970000000000001,-2.702406406402588,0.009999999776482582,0.4987276494503021,0.6135762929916382
5200.0,0.9974326923076924,0.9980000000000001,-2.4441428184509277,0.009999999776482582,0.4662593603134155,0.43315941095352173
5250.0,0.9974476190476191,0.9990000000000001,-2.7087013721466064,0.009999999776482582,0.4082971215248108,0.6879733204841614
5300.0,0.9974339622641509,0.9960000000000001,-2.8491599559783936,0.009999999776482582,0.34927862882614136,0.7388094663619995
5350.0,0.9973831775700934,0.992,-2.821913242340088,0.009999999776482582,0.32999172806739807,0.4303022623062134
5400.0,0.9973888888888889,0.9980000000000001,-2.839531660079956,0.009999999776482582,0.4959965944290161,0.579675555229187
5450.0,0.9974128440366972,1.0,-2.803297281265259,0.009999999776482582,0.36134061217308044,0.6086397171020508
5500.0,0.9974272727272727,0.9990000000000001,-2.5276293754577637,0.009999999776482582,0.5116950869560242,0.5180088877677917
5550.0,0.9974414414414415,0.9990000000000001,-3.02547025680542,0.009999999776482582,0.775066614151001,0.8141442537307739
5600.0,0.9974464285714286,0.9980000000000001,-2.5396769046783447,0.009999999776482582,0.7262856364250183,0.6186954975128174
5650.0,0.997424778761062,0.995,-2.7011754512786865,0.009999999776482582,0.1606169044971466,0.8358628153800964
5700.0,0.997438596491228,0.9990000000000001,-2.6433472633361816,0.009999999776482582,0.25573790073394775,0.6382858753204346
5750.0,0.997408695652174,0.9940000000000002,-2.720869541168213,0.009999999776482582,0.12299513071775436,0.8114650845527649
5800.0,0.9973793103448276,0.994,-2.7445759773254395,0.009999999776482582,0.21214300394058228,0.8675848245620728
5850.0,0.9973675213675215,0.9960000000000001,-2.784445285797119,0.009999999776482582,0.2335667908191681,0.8406128883361816
5900.0,0.9972881355932204,0.988,-2.9717462062835693,0.009999999776482582,0.2969970107078552,0.7739607095718384
5950.0,0.9973025210084034,0.9990000000000001,-2.6560070514678955,0.009999999776482582,0.4534110128879547,0.5147631168365479
6000.0,0.9973166666666666,0.9990000000000001,-2.5950629711151123,0.009999999776482582,0.46382030844688416,0.5304790735244751
