sampler,chain,draw,epsilon_0,epsilon_1
MALA_tail,39,31,0.43787852,0.89452839
MALA_tail,39,32,0.46970925,0.89377826
MALA_tail,39,33,0.47429895,0.92011404
MALA_tail,39,34,0.48848382,0.91551691
MALA_tail,39,35,0.48373762,0.94590527
MALA_tail,39,36,0.44792187,0.88503975
MALA_tail,39,37,0.48183939,0.83744472
MALA_tail,39,38,0.55265713,0.83337229
MALA_tail,39,39,0.53613681,0.82265329
MALA_tail,39,40,0.51437014,0.82895321
MALA_tail,39,41,0.50149405,0.81623805
MALA_tail,39,42,0.58508563,0.83368987
MALA_tail,39,43,0.56075388,0.81435204
MALA_tail,39,44,0.50068754,0.86213332
MALA_tail,39,45,0.47876376,0.84934634
MALA_tail,39,46,0.47791275,0.84391153
MALA_tail,39,47,0.51579159,0.82307363
MALA_tail,39,48,0.52897406,0.85602468
MALA_tail,39,49,0.54419261,0.86012685
MALA_tail,40,0,0.71386635,1.29833138
MALA_tail,40,1,0.74107498,1.35312700
MALA_tail,40,2,0.72355926,1.34161592
MALA_tail,40,3,0.79640102,1.30458498
MALA_tail,40,4,0.81183666,1.34654105
MALA_tail,40,5,0.76795530,1.31615543
MALA_tail,40,6,0.83149695,1.31964886
MALA_tail,40,7,0.83950901,1.35046768
MALA_tail,40,8,0.82410902,1.35390937
MALA_tail,40,9,0.74996084,1.33194959
MALA_tail,40,10,0.76281649,1.32912230
MALA_tail,40,11,0.79579854,1.32203794
MALA_tail,40,12,0.80380571,1.30842757
MALA_tail,40,13,0.79916537,1.29063559
MALA_tail,40,14,0.82734746,1.29850852
MALA_tail,40,15,0.83630192,1.30966616
MALA_tail,40,16,0.84218228,1.35010922
MALA_tail,40,17,0.86639410,1.33615434
MALA_tail,40,18,0.86470616,1.31378567
MALA_tail,40,19,0.87658119,1.30528390
MALA_tail,40,20,0.91148680,1.27983236
MALA_tail,40,21,0.93126512,1.27774084
MALA_tail,40,22,0.87339520,1.30754638
MALA_tail,40,23,0.91234589,1.30970597
MALA_tail,40,24,0.86083150,1.23907864
MALA_tail,40,25,0.85619932,1.28150141
MALA_tail,40,26,0.81902623,1.26979709
MALA_tail,40,27,0.85308236,1.28153682
MALA_tail,40,28,0.87423629,1.30003726
MALA_tail,40,29,0.82450676,1.33874631
MALA_tail,40,30,0.84978908,1.33654368
MALA_tail,40,31,0.77063906,1.31504750
MALA_tail,40,32,0.77980268,1.36672831
MALA_tail,40,33,0.82985097,1.41679585
MALA_tail,40,34,0.81829131,1.40759337
MALA_tail,40,35,0.80577701,1.41497827
MALA_tail,40,36,0.76972353,1.36792517
MALA_tail,40,37,0.79509872,1.39913106
MALA_tail,40,38,0.78235328,1.40824366
MALA_tail,40,39,0.77953672,1.38468432
MALA_tail,40,40,0.79762781,1.39771998
MALA_tail,40,41,0.84848070,1.44519341
MALA_tail,40,42,0.79437935,1.40894771
MALA_tail,40,43,0.81496751,1.40654039
MALA_tail,40,44,0.78756481,1.36854589
MALA_tail,40,45,0.79971075,1.37379801
MALA_tail,40,46,0.79634058,1.44241154
MALA_tail,40,47,0.84484571,1.46526837
MALA_tail,40,48,0.83230692,1.44242275
MALA_tail,40,49,0.86066329,1.46829128
MALA_tail,41,0,0.77616906,1.46132565
MALA_tail,41,1,0.76258653,1.42848229
MALA_tail,41,2,0.77653205,1.41601849
MALA_tail,41,3,0.84350938,1.41527319
MALA_tail,41,4,0.79355055,1.39132226
MALA_tail,41,5,0.76080257,1.42099595
MALA_tail,41,6,0.82125652,1.41853404
MALA_tail,41,7,0.81979603,1.39146602
MALA_tail,41,8,0.78968883,1.41562784
MALA_tail,41,9,0.76134181,1.38190258
MALA_tail,41,10,0.76449931,1.39490521
MALA_tail,41,11,0.78042048,1.37359428
MALA_tail,41,12,0.77798539,1.39278328
MALA_tail,41,13,0.80674350,1.37191141
MALA_tail,41,14,0.81982666,1.34526122
MALA_tail,41,15,0.83216280,1.37077677
MALA_tail,41,16,0.84581971,1.34746146
MALA_tail,41,17,0.78889638,1.33035445
MALA_tail,41,18,0.77183473,1.35707176
MALA_tail,41,19,0.79165679,1.40522170
MALA_tail,41,20,0.81343442,1.39135468
MALA_tail,41,21,0.82474536,1.37287974
MALA_tail,41,22,0.84589326,1.36984420
MALA_tail,41,23,0.83509856,1.36115038
MALA_tail,41,24,0.85893869,1.36265624
MALA_tail,41,25,0.86540741,1.37624156
MALA_tail,41,26,0.79019523,1.35073614
MALA_tail,41,27,0.79651439,1.34495008
MALA_tail,41,28,0.74504411,1.33401489
MALA_tail,41,29,0.74878740,1.30213332
MALA_tail,41,30,0.73588324,1.28060114
MALA_tail,41,31,0.67083317,1.26754153
MALA_tail,41,32,0.63442910,1.22227883
MALA_tail,41,33,0.65736729,1.19841135
MALA_tail,41,34,0.66667110,1.20896959
MALA_tail,41,35,0.73023266,1.22027743
MALA_tail,41,36,0.67473364,1.21738005
MALA_tail,41,37,0.67003947,1.26740146
MALA_tail,41,38,0.69003099,1.30354118
MALA_tail,41,39,0.64285761,1.30583048
MALA_tail,41,40,0.65128875,1.28509057
MALA_tail,41,41,0.69979399,1.29047847
MALA_tail,41,42,0.71975321,1.31532216
MALA_tail,41,43,0.71642834,1.36442721
MALA_tail,41,44,0.74403316,1.34100044
MALA_tail,41,45,0.77373886,1.33008027
MALA_tail,41,46,0.76552999,1.30963898
MALA_tail,41,47,0.75116771,1.31617808
MALA_tail,41,48,0.73662591,1.29144681
MALA_tail,41,49,0.75269705,1.30760956
MALA_tail,42,0,0.05896161,0.38196352
MALA_tail,42,1,0.03040274,0.38956824
MALA_tail,42,2,0.00755637,0.37626567
MALA_tail,42,3,0.01185077,0.40602753
MALA_tail,42,4,0.09980110,0.40580174
MALA_tail,42,5,0.09290541,0.39346659
MALA_tail,42,6,0.16331120,0.40894404
MALA_tail,42,7,0.12890184,0.43406889
MALA_tail,42,8,0.14293663,0.44045728
MALA_tail,42,9,0.19500539,0.42373571
MALA_tail,42,10,0.18778208,0.45625389
MALA_tail,42,11,0.18124752,0.43162408
MALA_tail,42,12,0.18681920,0.39052266
MALA_tail,42,13,0.14807718,0.34686297
MALA_tail,42,14,0.11959593,0.32376865
MALA_tail,42,15,0.16549107,0.35905692
MALA_tail,42,16,0.14260207,0.34539926
MALA_tail,42,17,0.18679327,0.29950002
MALA_tail,42,18,0.16855429,0.29168898
MALA_tail,42,19,0.18596050,0.30393887
MALA_tail,42,20,0.16500749,0.26635790
MALA_tail,42,21,0.17265086,0.26921338
MALA_tail,42,22,0.17810877,0.28358716
MALA_tail,42,23,0.17121667,0.26869023
MALA_tail,42,24,0.14232117,0.31918779
MALA_tail,42,25,0.19904508,0.31415111
MALA_tail,42,26,0.21246663,0.33997670
MALA_tail,42,27,0.21333671,0.30375567
MALA_tail,42,28,0.20617442,0.27126649
MALA_tail,42,29,0.21572292,0.27947792
MALA_tail,42,30,0.19683184,0.32430011
MALA_tail,42,31,0.19839764,0.31840917
MALA_tail,42,32,0.20520467,0.32161301
MALA_tail,42,33,0.22318485,0.33993450
MALA_tail,42,34,0.22017299,0.32991004
MALA_tail,42,35,0.23157564,0.32685849
MALA_tail,42,36,0.24162172,0.32652724
MALA_tail,42,37,0.25293604,0.32875040
MALA_tail,42,38,0.22304699,0.36119026
MALA_tail,42,39,0.16441354,0.39520115
MALA_tail,42,40,0.16637139,0.37702286
MALA_tail,42,41,0.13724288,0.39759389
MALA_tail,42,42,0.07388627,0.35080495
MALA_tail,42,43,0.11301825,0.32417271
MALA_tail,42,44,0.13519631,0.28648040
MALA_tail,42,45,0.17829445,0.26128405
MALA_tail,42,46,0.14544497,0.26985532
MALA_tail,42,47,0.14850806,0.21494557
MALA_tail,42,48,0.14474571,0.27251482
MALA_tail,42,49,0.18807326,0.27477732
MALA_tail,43,0,0.40336245,0.69731748
MALA_tail,43,1,0.34577674,0.70968181
MALA_tail,43,2,0.34727103,0.71292657
MALA_tail,43,3,0.38716507,0.67481714
MALA_tail,43,4,0.40441990,0.70263481
MALA_tail,43,5,0.37762681,0.69461614
MALA_tail,43,6,0.39514309,0.71296656
MALA_tail,43,7,0.42555588,0.67899209
MALA_tail,43,8,0.41380382,0.65866822
MALA_tail,43,9,0.42995125,0.65064907
MALA_tail,43,10,0.39625794,0.62936157
MALA_tail,43,11,0.35680723,0.57737345
MALA_tail,43,12,0.30850500,0.63156307
MALA_tail,43,13,0.25942758,0.63851750
MALA_tail,43,14,0.28830922,0.63546389
MALA_tail,43,15,0.23049270,0.64702713
MALA_tail,43,16,0.20319575,0.67976415
MALA_tail,43,17,0.22769733,0.59005302
MALA_tail,43,18,0.25805941,0.56764650
MALA_tail,43,19,0.27314588,0.61728185
MALA_tail,43,20,0.22940224,0.60177541
MALA_tail,43,21,0.24555856,0.60701162
MALA_tail,43,22,0.25844008,0.61449504
MALA_tail,43,23,0.27074248,0.59427100
MALA_tail,43,24,0.27288863,0.59284425
MALA_tail,43,25,0.26033443,0.60823625
MALA_tail,43,26,0.25538504,0.58906841
MALA_tail,43,27,0.31428710,0.57041734
MALA_tail,43,28,0.35427698,0.55308229
MALA_tail,43,29,0.35165459,0.50315845
MALA_tail,43,30,0.32950860,0.54822952
MALA_tail,43,31,0.30690628,0.47360253
MALA_tail,43,32,0.29924238,0.46880439
MALA_tail,43,33,0.27705956,0.51182705
MALA_tail,43,34,0.28295395,0.51040506
MALA_tail,43,35,0.21940583,0.48541108
MALA_tail,43,36,0.17271005,0.54072988
MALA_tail,43,37,0.16927752,0.53941405
MALA_tail,43,38,0.21925747,0.48989049
MALA_tail,43,39,0.24509427,0.54527897
MALA_tail,43,40,0.29248953,0.52564412
MALA_tail,43,41,0.32810295,0.56092519
MALA_tail,43,42,0.34204689,0.62277865
MALA_tail,43,43,0.35423151,0.56978393
MALA_tail,43,44,0.35707560,0.60445815
MALA_tail,43,45,0.32625633,0.58717024
MALA_tail,43,46,0.28519771,0.51285279
MALA_tail,43,47,0.33382803,0.53214991
MALA_tail,43,48,0.37385440,0.54328412
MALA_tail,43,49,0.34492901,0.55001098
MALA_tail,44,0,-0.16178110,0.41722670
MALA_tail,44,1,-0.12326968,0.40949014
MALA_tail,44,2,-0.13335373,0.38904139
MALA_tail,44,3,-0.13079825,0.37620217
MALA_tail,44,4,-0.18146124,0.37567368
MALA_tail,44,5,-0.14025410,0.44918361
MALA_tail,44,6,-0.16245630,0.40850100
MALA_tail,44,7,-0.17764245,0.41347918
MALA_tail,44,8,-0.20748830,0.37459403
MALA_tail,44,9,-0.16782373,0.38645846
MALA_tail,44,10,-0.12588857,0.40414354
MALA_tail,44,11,-0.11882725,0.40130189
MALA_tail,44,12,-0.16079564,0.42537728
MALA_tail,44,13,-0.18476446,0.43077642
MALA_tail,44,14,-0.21241605,0.38149467
MALA_tail,44,15,-0.20741002,0.35515934
MALA_tail,44,16,-0.19282261,0.38297626
MALA_tail,44,17,-0.23570621,0.35754576
MALA_tail,44,18,-0.21698177,0.33031419
MALA_tail,44,19,-0.21768270,0.33171511
MALA_tail,44,20,-0.21747477,0.32099378
MALA_tail,44,21,-0.21621823,0.33223033
MALA_tail,44,22,-0.26446897,0.34021914
MALA_tail,44,23,-0.29138517,0.32403180
MALA_tail,44,24,-0.32415858,0.29068935
MALA_tail,44,25,-0.32698643,0.30757204
MALA_tail,44,26,-0.25765032,0.29555199
MALA_tail,44,27,-0.26041436,0.34235370
MALA_tail,44,28,-0.26689872,0.37715301
MALA_tail,44,29,-0.24837126,0.40083268
MALA_tail,44,30,-0.22344327,0.38509709
MALA_tail,44,31,-0.25102594,0.43192118
MALA_tail,44,32,-0.29017141,0.45882636
MALA_tail,44,33,-0.25225896,0.42142406
MALA_tail,44,34,-0.25652638,0.38208500
MALA_tail,44,35,-0.26572424,0.36049587
MALA_tail,44,36,-0.26230690,0.35330918
MALA_tail,44,37,-0.25762951,0.36814159
MALA_tail,44,38,-0.22210231,0.39865276
MALA_tail,44,39,-0.21035211,0.39311817
MALA_tail,44,40,-0.18646862,0.40780291
MALA_tail,44,41,-0.16646007,0.42550939
MALA_tail,44,42,-0.15469363,0.47891331
MALA_tail,44,43,-0.16382457,0.52864122
MALA_tail,44,44,-0.13160828,0.49638656
MALA_tail,44,45,-0.09868596,0.46269092
MALA_tail,44,46,-0.08859434,0.41229084
MALA_tail,44,47,-0.12224481,0.38925558
MALA_tail,44,48,-0.11774091,0.39765197
MALA_tail,44,49,-0.12334921,0.42182276
MALA_tail,45,0,0.71236897,1.18675542
MALA_tail,45,1,0.70579940,1.18596864
MALA_tail,45,2,0.69974679,1.20842516
MALA_tail,45,3,0.69741416,1.21424639
MALA_tail,45,4,0.68284118,1.22547424
MALA_tail,45,5,0.72632813,1.23440266
MALA_tail,45,6,0.73185998,1.25668406
MALA_tail,45,7,0.74948406,1.26376069
MALA_tail,45,8,0.76228833,1.25919342
MALA_tail,45,9,0.72624630,1.22308648
MALA_tail,45,10,0.66886723,1.18385649
MALA_tail,45,11,0.68665439,1.25034153
MALA_tail,45,12,0.68383807,1.20638812
MALA_tail,45,13,0.69623351,1.21602833
MALA_tail,45,14,0.72025663,1.23055410
MALA_tail,45,15,0.73775548,1.23547900
MALA_tail,45,16,0.71128541,1.21921194
MALA_tail,45,17,0.74308926,1.26823616
MALA_tail,45,18,0.72239846,1.31036413
MALA_tail,45,19,0.71801478,1.31288290
MALA_tail,45,20,0.69360948,1.32029486
MALA_tail,45,21,0.74754894,1.34719574
MALA_tail,45,22,0.70894051,1.32938337
MALA_tail,45,23,0.72988832,1.32033336
MALA_tail,45,24,0.77594733,1.32315528
MALA_tail,45,25,0.75724709,1.33473432
MALA_tail,45,26,0.73772961,1.32681644
MALA_tail,45,27,0.75172848,1.30022895
MALA_tail,45,28,0.73828101,1.26907039
MALA_tail,45,29,0.73180968,1.25507772
MALA_tail,45,30,0.70618975,1.28009093
MALA_tail,45,31,0.71324039,1.24818015
MALA_tail,45,32,0.74623483,1.30838323
MALA_tail,45,33,0.74597186,1.32588387
MALA_tail,45,34,0.72103214,1.33036804
MALA_tail,45,35,0.71558869,1.29286492
MALA_tail,45,36,0.71836710,1.29099286
MALA_tail,45,37,0.75091273,1.28109086
MALA_tail,45,38,0.76343817,1.33227944
MALA_tail,45,39,0.78260309,1.37152278
MALA_tail,45,40,0.81699055,1.34617698
MALA_tail,45,41,0.77164328,1.28807974
MALA_tail,45,42,0.74994802,1.28698707
MALA_tail,45,43,0.73683608,1.33314538
MALA_tail,45,44,0.72105277,1.34665418
MALA_tail,45,45,0.73848319,1.30951536
MALA_tail,45,46,0.68905658,1.31401801
MALA_tail,45,47,0.70738608,1.34619057
MALA_tail,45,48,0.76547176,1.36429656
MALA_tail,45,49,0.76102275,1.38888931
MALA_tail,46,0,0.39571801,0.57853603
MALA_tail,46,1,0.38373432,0.50867176
MALA_tail,46,2,0.35369760,0.54533184
MALA_tail,46,3,0.30300575,0.54155332
MALA_tail,46,4,0.29240578,0.52482045
MALA_tail,46,5,0.29122588,0.48694581
MALA_tail,46,6,0.30411708,0.47036320
MALA_tail,46,7,0.33052367,0.44119084
MALA_tail,46,8,0.27627358,0.43812528
MALA_tail,46,9,0.27456272,0.42213207
MALA_tail,46,10,0.27229187,0.42446157
MALA_tail,46,11,0.23658606,0.42316252
MALA_tail,46,12,0.19414896,0.44857469
MALA_tail,46,13,0.14731970,0.47008646
MALA_tail,46,14,0.14994845,0.45023292
MALA_tail,46,15,0.14696756,0.45998821
MALA_tail,46,16,0.14622247,0.45991609
MALA_tail,46,17,0.16323118,0.48814726
MALA_tail,46,18,0.07055008,0.47134525
MALA_tail,46,19,0.02386973,0.44528461
MALA_tail,46,20,0.03524667,0.39700040
MALA_tail,46,21,0.05424601,0.39187235
MALA_tail,46,22,0.03646615,0.38704586
MALA_tail,46,23,-0.00140371,0.35567355
MALA_tail,46,24,-0.07582788,0.36049294
MALA_tail,46,25,-0.07362977,0.34344018
MALA_tail,46,26,-0.05094836,0.36560008
MALA_tail,46,27,-0.06850240,0.36865357
MALA_tail,46,28,-0.10216245,0.36422706
MALA_tail,46,29,-0.08510540,0.35070336
MALA_tail,46,30,-0.08206580,0.37011251
MALA_tail,46,31,-0.02175111,0.38650969
MALA_tail,46,32,-0.01744170,0.40975511
MALA_tail,46,33,-0.03458228,0.41221142
MALA_tail,46,34,-0.06156197,0.37153190
MALA_tail,46,35,-0.00946647,0.38853830
MALA_tail,46,36,-0.04937165,0.36535987
MALA_tail,46,37,-0.04191644,0.37927353
MALA_tail,46,38,-0.00738835,0.35514197
MALA_tail,46,39,-0.02291135,0.35072106
MALA_tail,46,40,-0.05861408,0.31858024
MALA_tail,46,41,-0.13415191,0.30344433
MALA_tail,46,42,-0.12577938,0.28205675
MALA_tail,46,43,-0.10849382,0.29411116
MALA_tail,46,44,-0.11043071,0.28078932
MALA_tail,46,45,-0.12762885,0.30358392
MALA_tail,46,46,-0.11712694,0.33157182
MALA_tail,46,47,-0.14404321,0.37630811
MALA_tail,46,48,-0.13933446,0.33541232
MALA_tail,46,49,-0.15219331,0.32693824
MALA_tail,47,0,-0.38519600,0.48996219
MALA_tail,47,1,-0.36228734,0.50280172
MALA_tail,47,2,-0.37593666,0.51342952
MALA_tail,47,3,-0.42160970,0.49508733
MALA_tail,47,4,-0.43182302,0.53711873
MALA_tail,47,5,-0.43079990,0.52689296
MALA_tail,47,6,-0.44611007,0.55660748
MALA_tail,47,7,-0.50169653,0.61320192
MALA_tail,47,8,-0.50974458,0.58182508
MALA_tail,47,9,-0.48132706,0.60345703
MALA_tail,47,10,-0.47657245,0.55640942
MALA_tail,47,11,-0.40200445,0.48660785
MALA_tail,47,12,-0.40398529,0.46076059
MALA_tail,47,13,-0.38142577,0.43742254
MALA_tail,47,14,-0.37026161,0.37575683
MALA_tail,47,15,-0.39352295,0.35805660
MALA_tail,47,16,-0.39254728,0.33812955
MALA_tail,47,17,-0.40750787,0.32473248
MALA_tail,47,18,-0.41648605,0.29479381
MALA_tail,47,19,-0.38811183,0.31646881
MALA_tail,47,20,-0.39402345,0.37190935
MALA_tail,47,21,-0.39318624,0.40215519
MALA_tail,47,22,-0.37496588,0.38145611
MALA_tail,47,23,-0.37242711,0.41070533
MALA_tail,47,24,-0.33668843,0.50861114
MALA_tail,47,25,-0.30809531,0.55390477
MALA_tail,47,26,-0.29966468,0.52526540
MALA_tail,47,27,-0.33005053,0.53210276
MALA_tail,47,28,-0.33448160,0.46851113
MALA_tail,47,29,-0.31677544,0.47582573
MALA_tail,47,30,-0.24969117,0.48017651
MALA_tail,47,31,-0.23374256,0.45298585
MALA_tail,47,32,-0.23543404,0.45296258
MALA_tail,47,33,-0.21503524,0.44683689
MALA_tail,47,34,-0.24166334,0.43753883
MALA_tail,47,35,-0.26776600,0.42206526
MALA_tail,47,36,-0.31187737,0.44814804
MALA_tail,47,37,-0.33830026,0.42981845
MALA_tail,47,38,-0.38938430,0.44587791
MALA_tail,47,39,-0.31822720,0.41688576
MALA_tail,47,40,-0.33187416,0.42135239
MALA_tail,47,41,-0.32606560,0.38380301
MALA_tail,47,42,-0.32930848,0.40955982
MALA_tail,47,43,-0.37595865,0.40484506
MALA_tail,47,44,-0.37870884,0.38733944
MALA_tail,47,45,-0.40947315,0.42621937
MALA_tail,47,46,-0.42095271,0.43285298
MALA_tail,47,47,-0.41092572,0.38402471
MALA_tail,47,48,-0.36535668,0.35919338
MALA_tail,47,49,-0.38219965,0.32604688
MALA_tail,48,0,0.73817003,1.34589458
MALA_tail,48,1,0.73731482,1.36020064
MALA_tail,48,2,0.75385833,1.34889495
MALA_tail,48,3,0.72494876,1.35794103
MALA_tail,48,4,0.73520058,1.33358872
MALA_tail,48,5,0.71117604,1.31487024
MALA_tail,48,6,0.72011840,1.28714430
MALA_tail,48,7,0.72192776,1.21697986
MALA_tail,48,8,0.68694234,1.17996860
MALA_tail,48,9,0.70276368,1.17362916
MALA_tail,48,10,0.72510529,1.16989064
MALA_tail,48,11,0.66184634,1.11663580
MALA_tail,48,12,0.63987905,1.08013654
MALA_tail,48,13,0.59592444,1.04952145
MALA_tail,48,14,0.61524767,1.02629912
MALA_tail,48,15,0.62564099,1.05340052
MALA_tail,48,16,0.63633490,1.09677935
MALA_tail,48,17,0.61308491,1.03888869
MALA_tail,48,18,0.63176286,1.03739655
MALA_tail,48,19,0.63052571,1.01835167
MALA_tail,48,20,0.61371422,1.02874947
MALA_tail,48,21,0.62235695,1.04799652
MALA_tail,48,22,0.67081463,1.09043574
MALA_tail,48,23,0.65574026,1.13952994
MALA_tail,48,24,0.63358563,1.14156806
MALA_tail,48,25,0.65379941,1.09353411
MALA_tail,48,26,0.70102096,1.07334435
MALA_tail,48,27,0.64290988,1.10063434
MALA_tail,48,28,0.66607744,1.11142492
MALA_tail,48,29,0.62143725,1.16221762
MALA_tail,48,30,0.61020970,1.10611856
MALA_tail,48,31,0.60199124,1.09792078
MALA_tail,48,32,0.62080795,1.09678328
MALA_tail,48,33,0.59220999,1.10609615
MALA_tail,48,34,0.57300347,1.09437072
MALA_tail,48,35,0.65107071,1.08055973
MALA_tail,48,36,0.64506340,1.11373258
MALA_tail,48,37,0.62297028,1.12008512
MALA_tail,48,38,0.60201329,1.08469558
MALA_tail,48,39,0.59818751,1.10124516
MALA_tail,48,40,0.57063365,1.11653340
MALA_tail,48,41,0.57649148,1.09747183
MALA_tail,48,42,0.61082262,1.07355034
MALA_tail,48,43,0.58363879,1.03536272
MALA_tail,48,44,0.58605349,0.97925144
MALA_tail,48,45,0.56297648,0.97654700
MALA_tail,48,46,0.55221468,0.96212691
MALA_tail,48,47,0.51329273,0.93925661
MALA_tail,48,48,0.51191962,0.94603348
MALA_tail,48,49,0.55089563,0.93582791
MALA_tail,49,0,0.15164427,0.17172481
MALA_tail,49,1,0.16728456,0.19882035
MALA_tail,49,2,0.16279480,0.17449701
MALA_tail,49,3,0.16828422,0.14668639
MALA_tail,49,4,0.16730027,0.10258491
MALA_tail,49,5,0.10692243,0.03258521
MALA_tail,49,6,0.13426653,0.02454199
MALA_tail,49,7,0.15220070,0.02080316
MALA_tail,49,8,0.17926317,0.02244432
MALA_tail,49,9,0.13967957,-0.01714800
MALA_tail,49,10,0.10400310,-0.10030887
MALA_tail,49,11,0.10782855,-0.09679399
MALA_tail,49,12,0.13348517,-0.06199190
MALA_tail,49,13,0.08664326,-0.07914722
MALA_tail,49,14,0.01880685,-0.05155711
MALA_tail,49,15,0.03434711,-0.02343286
MALA_tail,49,16,0.08619330,-0.03789021
MALA_tail,49,17,0.04946563,-0.02793565
MALA_tail,49,18,0.02462924,0.00414945
MALA_tail,49,19,-0.01049504,0.00850434
MALA_tail,49,20,-0.01986992,0.03998835
MALA_tail,49,21,0.00071110,0.00051811
MALA_tail,49,22,0.01109580,-0.01148502
MALA_tail,49,23,0.04399564,-0.03680205
MALA_tail,49,24,0.05762862,-0.03989585
MALA_tail,49,25,-0.00371800,-0.01457216
MALA_tail,49,26,-0.02513972,-0.04746533
MALA_tail,49,27,-0.00924493,-0.07308232
MALA_tail,49,28,0.01874717,-0.03539191
MALA_tail,49,29,-0.02938919,-0.04076428
MALA_tail,49,30,-0.08873416,-0.00425998
MALA_tail,49,31,-0.05831105,-0.00406036
MALA_tail,49,32,-0.07591697,-0.02010673
MALA_tail,49,33,-0.03776137,-0.02823576
MALA_tail,49,34,-0.07881493,-0.01711511
MALA_tail,49,35,-0.10564557,-0.07343099
MALA_tail,49,36,-0.07618925,-0.05754909
MALA_tail,49,37,-0.11703312,-0.09694570
MALA_tail,49,38,-0.07490876,-0.06901360
MALA_tail,49,39,-0.08275652,0.00078245
MALA_tail,49,40,-0.05616375,0.03423996
MALA_tail,49,41,-0.07179903,0.06889106
MALA_tail,49,42,-0.02853985,0.08758218
MALA_tail,49,43,-0.02285353,0.15456617
MALA_tail,49,44,0.00685222,0.19358818
MALA_tail,49,45,-0.00740480,0.20684077
MALA_tail,49,46,-0.04338200,0.22901823
MALA_tail,49,47,-0.03157614,0.22504823
MALA_tail,49,48,-0.04451832,0.19953083
MALA_tail,49,49,-0.00698082,0.19469370
MALA_tail,50,0,0.14040031,0.09256931
MALA_tail,50,1,0.18587787,0.13093148
MALA_tail,50,2,0.21254650,0.15109836
MALA_tail,50,3,0.24151711,0.15326519
MALA_tail,50,4,0.21631065,0.13165461
MALA_tail,50,5,0.21648753,0.11823875
MALA_tail,50,6,0.16529819,0.09089777
MALA_tail,50,7,0.21337706,0.15217209
MALA_tail,50,8,0.22423626,0.18166731
MALA_tail,50,9,0.22468641,0.15540674
MALA_tail,50,10,0.24635004,0.15196833
MALA_tail,50,11,0.21402489,0.14963616
MALA_tail,50,12,0.22496544,0.17289187
MALA_tail,50,13,0.22067901,0.13633712
MALA_tail,50,14,0.21741220,0.12103298
MALA_tail,50,15,0.24313444,0.13422206
MALA_tail,50,16,0.19122775,0.16921984
MALA_tail,50,17,0.19612139,0.20938382
MALA_tail,50,18,0.19271345,0.22371048
MALA_tail,50,19,0.15450972,0.26982006
MALA_tail,50,20,0.19111775,0.24546316
MALA_tail,50,21,0.18103415,0.22527069
MALA_tail,50,22,0.21765082,0.22772560
MALA_tail,50,23,0.23795155,0.23651040
MALA_tail,50,24,0.28672940,0.24086562
MALA_tail,50,25,0.28330821,0.24572380
MALA_tail,50,26,0.25746694,0.20866035
MALA_tail,50,27,0.25204408,0.15668650
MALA_tail,50,28,0.25654137,0.20960668
MALA_tail,50,29,0.23610328,0.23180564
MALA_tail,50,30,0.23317428,0.22042786
MALA_tail,50,31,0.21576147,0.23672797
MALA_tail,50,32,0.23154867,0.27763948
MALA_tail,50,33,0.26024693,0.27977034
MALA_tail,50,34,0.24276951,0.32224452
MALA_tail,50,35,0.29579157,0.38504094
MALA_tail,50,36,0.29217112,0.37422964
MALA_tail,50,37,0.29937086,0.36062542
MALA_tail,50,38,0.27042866,0.38148504
MALA_tail,50,39,0.26527864,0.37448350
MALA_tail,50,40,0.26751083,0.33549958
MALA_tail,50,41,0.25747919,0.32509223
MALA_tail,50,42,0.22817054,0.35568705
MALA_tail,50,43,0.27218631,0.38013795
MALA_tail,50,44,0.27006230,0.40401584
MALA_tail,50,45,0.24641287,0.36757287
MALA_tail,50,46,0.23720521,0.33077842
MALA_tail,50,47,0.25823125,0.33305508
MALA_tail,50,48,0.24878129,0.33906180
MALA_tail,50,49,0.24558255,0.33939779
MALA_tail,51,0,-0.47919476,0.30708086
MALA_tail,51,1,-0.52381676,0.31387126
MALA_tail,51,2,-0.52278996,0.29729781
MALA_tail,51,3,-0.50822872,0.31231827
MALA_tail,51,4,-0.46885285,0.29932347
MALA_tail,51,5,-0.48098218,0.29311934
MALA_tail,51,6,-0.41709009,0.32099414
MALA_tail,51,7,-0.41543782,0.41862094
MALA_tail,51,8,-0.46181494,0.45106390
MALA_tail,51,9,-0.54870570,0.45281497
MALA_tail,51,10,-0.52004659,0.47735894
MALA_tail,51,11,-0.55445987,0.44230601
MALA_tail,51,12,-0.58158469,0.46769470
MALA_tail,51,13,-0.59106457,0.53328580
MALA_tail,51,14,-0.58057767,0.57843703
MALA_tail,51,15,-0.54183334,0.54648882
MALA_tail,51,16,-0.56557137,0.58214384
MALA_tail,51,17,-0.52417952,0.60950285
MALA_tail,51,18,-0.59530163,0.56711555
MALA_tail,51,19,-0.63463569,0.53769827
MALA_tail,51,20,-0.70424139,0.56069279
MALA_tail,51,21,-0.71822596,0.51768523
MALA_tail,51,22,-0.70261681,0.52409077
MALA_tail,51,23,-0.74361074,0.57104111
MALA_tail,51,24,-0.75122619,0.57785171
MALA_tail,51,25,-0.74369484,0.56967604
MALA_tail,51,26,-0.73854089,0.56850767
MALA_tail,51,27,-0.78776908,0.63773370
MALA_tail,51,28,-0.81473994,0.60049218
