diagnostic_hmc_divergence_fraction_mean,diagnostic_hmc_divergence_fraction_n,diagnostic_hmc_divergence_fraction_sd,diagnostic_hmc_epsilon_rhat_p95_mean,diagnostic_hmc_epsilon_rhat_p95_n,diagnostic_hmc_epsilon_rhat_p95_sd,diagnostic_hmc_final_step_size_median_mean,diagnostic_hmc_final_step_size_median_n,diagnostic_hmc_final_step_size_median_sd,diagnostic_hmc_mean_squared_jump_distance_mean,diagnostic_hmc_mean_squared_jump_distance_n,diagnostic_hmc_mean_squared_jump_distance_sd,diagnostic_hmc_post_burn_acceptance_min_mean,diagnostic_hmc_post_burn_acceptance_min_n,diagnostic_hmc_post_burn_acceptance_min_sd,diagnostic_hmc_post_burn_acceptance_rate_mean,diagnostic_hmc_post_burn_acceptance_rate_n,diagnostic_hmc_post_burn_acceptance_rate_sd,diagnostic_hmc_score_rhat_p95_mean,diagnostic_hmc_score_rhat_p95_n,diagnostic_hmc_score_rhat_p95_sd,jitter_scale,method_l2_mean,method_l2_n,method_l2_sd,method_relative_l2_mean,method_relative_l2_n,method_relative_l2_sd,method_target_l2_mean,method_target_l2_n,method_target_l2_sd,n_seeds,quality_n_pass,quality_n_warning,reference_internal_l2_mean,reference_internal_l2_n,reference_internal_l2_sd,reference_mean_mcse_l2_mean,reference_mean_mcse_l2_n,reference_mean_mcse_l2_sd,reference_mean_score_sq_norm_mean,reference_mean_score_sq_norm_n,reference_mean_score_sq_norm_sd,reference_runtime_sec_mean,reference_runtime_sec_n,reference_runtime_sec_sd,reference_target_l2_mean,reference_target_l2_n,reference_target_l2_sd
4.7178819444444444e-05,3,8.04788977442691e-05,1.3715402384599045,3,0.09973901819734883,0.0063363066874444485,3,0.001571897079125931,0.017056364032880376,3,0.011056410876327458,0.7543333333333333,3,0.19554112951840422,0.9744199544270833,3,0.03606362610013538,1.0485342264175415,3,0.02933636538702802,0.0,197.15567683190486,3,336.71683191824366,0.5350411230443869,3,0.3920826365704614,3.3457815749898923,3,1.4337240384964791,3,3,0,34.545702152115766,3,58.43110662473792,3.8384113502350856,3,6.492345180526436,203.69757870471054,3,337.3626642306789,92.47683244012296,3,2.913887143555912,200.83185403900663,3,338.7841605996328
8.038194444444445e-05,3,0.00013798706921263652,1.3673646450042722,3,0.09310746769329667,0.006338082564373811,3,0.0015690334550221676,0.017061537277906474,3,0.011058820670255098,0.6753333333333335,3,0.3282625981334659,0.9743530598958333,3,0.03618347340456675,1.0461986045042673,3,0.026511117119237215,0.0001,197.66220143657026,3,337.589753609412,0.5351526174046243,3,0.3922348044317566,3.3457815749898923,3,1.4337240384964791,3,3,0,33.78099897680642,3,57.10731441040922,3.7534443307562686,3,6.345257156712134,204.15505976350357,3,338.1421104461796,96.23801030342777,3,4.672930616963905,201.36000233093503,3,339.69401121191356
7.039930555555555e-05,3,0.00012058454017647436,1.372638916969299,3,0.0888814095517729,0.006336206725488107,3,0.0015722824068243682,0.017058032065796872,3,0.011056738881527488,0.7016666666666667,3,0.2835883166375747,0.9743591471354166,3,0.036167190936649746,1.0478710989157358,3,0.029589311085598136,0.001,196.61476150600046,3,335.770205939987,0.535318433269107,3,0.3918211764862354,3.3457815749898923,3,1.4337240384964791,3,3,0,32.17131034857039,3,54.312830407289255,3.5745900387300424,3,6.034758934143251,203.1524973857905,3,336.40933552252363,95.5052307030807,3,1.0619543805742184,200.41596986269883,3,338.04826537195294
6.946614583333334e-05,3,0.00011998076178727982,1.3641213973363238,3,0.08925920878858837,0.006336420774459839,3,0.001571905267281004,0.01706055023488201,3,0.011053061412950748,0.7200000000000001,3,0.3200984223641222,0.9743248046875,3,0.03624365461244511,1.0470533291498818,3,0.026779875261979755,0.01,197.23941180708763,3,336.85993011050834,0.5349795562498686,3,0.391671549659023,3.3457815749898923,3,1.4337240384964791,3,3,0,33.96805369890465,3,57.44272791425386,3.7742281887671827,3,6.382525323805984,203.88663587731946,3,337.6930025403412,96.05144610938926,3,0.21374937269225636,200.8694421119626,3,338.84004526780416
