chain,draw,phase,pc1,pc2,epsilon_0,epsilon_1
8,403,late,-0.41129002,0.10669377,-0.41129002,0.10669377
8,406,late,-0.42298567,0.12888253,-0.42298567,0.12888253
8,409,late,-0.43022069,0.17502519,-0.43022069,0.17502519
8,413,late,-0.47699013,0.04918292,-0.47699013,0.04918292
8,416,late,-0.53188211,-0.03203679,-0.53188211,-0.03203679
8,419,late,-0.61526048,-0.07720980,-0.61526048,-0.07720980
8,422,late,-0.54889750,-0.13789451,-0.54889750,-0.13789451
8,425,late,-0.48038453,-0.19540514,-0.48038453,-0.19540514
8,429,late,-0.54750508,-0.18362078,-0.54750508,-0.18362078
8,432,late,-0.46335223,-0.25482297,-0.46335223,-0.25482297
8,435,late,-0.39549771,-0.30277580,-0.39549771,-0.30277580
8,438,late,-0.51165730,-0.23880658,-0.51165730,-0.23880658
8,441,late,-0.57128978,-0.19870441,-0.57128978,-0.19870441
8,445,late,-0.56022108,-0.16847253,-0.56022108,-0.16847253
8,448,late,-0.53001118,-0.14613904,-0.53001118,-0.14613904
8,451,late,-0.45388612,-0.18782729,-0.45388612,-0.18782729
8,454,late,-0.41933623,-0.18001349,-0.41933623,-0.18001349
8,457,late,-0.52099681,-0.20575555,-0.52099681,-0.20575555
8,461,late,-0.50975102,-0.30740991,-0.50975102,-0.30740991
8,464,late,-0.53893095,-0.42856941,-0.53893095,-0.42856941
8,467,late,-0.53138828,-0.46618539,-0.53138828,-0.46618539
8,470,late,-0.53778964,-0.41271129,-0.53778964,-0.41271129
8,473,late,-0.50437522,-0.41272947,-0.50437522,-0.41272947
8,477,late,-0.46105194,-0.36874670,-0.46105194,-0.36874670
8,480,late,-0.44391054,-0.36415020,-0.44391054,-0.36415020
8,483,late,-0.41827500,-0.26117435,-0.41827500,-0.26117435
8,486,late,-0.41325036,-0.13864022,-0.41325036,-0.13864022
8,489,late,-0.36838743,-0.17705470,-0.36838743,-0.17705470
8,493,late,-0.28846210,-0.12209167,-0.28846210,-0.12209167
8,496,late,-0.25831598,-0.05168393,-0.25831598,-0.05168393
8,499,late,-0.22930276,-0.04994290,-0.22930276,-0.04994290
9,2,early,-0.36068875,0.39809155,-0.36068875,0.39809155
9,5,early,-0.36609674,0.49359345,-0.36609674,0.49359345
9,9,early,-0.42397511,0.38913685,-0.42397511,0.38913685
9,12,early,-0.34975681,0.38714308,-0.34975681,0.38714308
9,15,early,-0.29792267,0.38655525,-0.29792267,0.38655525
9,18,early,-0.36069244,0.33629569,-0.36069244,0.33629569
9,21,early,-0.35293549,0.38617024,-0.35293549,0.38617024
9,25,early,-0.42557985,0.37095252,-0.42557985,0.37095252
9,28,early,-0.33693388,0.43710625,-0.33693388,0.43710625
9,31,early,-0.34524065,0.48766077,-0.34524065,0.48766077
9,34,early,-0.37445658,0.40048108,-0.37445658,0.40048108
9,37,early,-0.32841578,0.42630166,-0.32841578,0.42630166
9,41,early,-0.36310545,0.51884145,-0.36310545,0.51884145
9,44,early,-0.32610658,0.46962643,-0.32610658,0.46962643
9,47,early,-0.34486735,0.46494800,-0.34486735,0.46494800
9,50,early,-0.36020151,0.48112342,-0.36020151,0.48112342
9,53,early,-0.37293491,0.51293516,-0.37293491,0.51293516
9,57,early,-0.35403559,0.57354450,-0.35403559,0.57354450
9,60,early,-0.38469702,0.48038203,-0.38469702,0.48038203
9,63,early,-0.36530226,0.50436461,-0.36530226,0.50436461
9,66,early,-0.40801242,0.46865642,-0.40801242,0.46865642
9,69,early,-0.44925797,0.55855107,-0.44925797,0.55855107
9,73,early,-0.52214634,0.50028884,-0.52214634,0.50028884
9,76,early,-0.54005539,0.42730153,-0.54005539,0.42730153
9,79,early,-0.48286521,0.39179075,-0.48286521,0.39179075
9,82,early,-0.52842784,0.41007090,-0.52842784,0.41007090
9,85,early,-0.52665126,0.44665572,-0.52665126,0.44665572
9,89,early,-0.55356967,0.52558643,-0.55356967,0.52558643
9,92,early,-0.58432281,0.57166892,-0.58432281,0.57166892
9,95,early,-0.47804594,0.42826304,-0.47804594,0.42826304
9,98,early,-0.46572328,0.40507808,-0.46572328,0.40507808
9,101,early,-0.37922060,0.43107474,-0.37922060,0.43107474
9,105,early,-0.37501076,0.40177506,-0.37501076,0.40177506
9,108,early,-0.37498471,0.46653962,-0.37498471,0.46653962
9,111,early,-0.34327132,0.51017129,-0.34327132,0.51017129
9,114,early,-0.25004640,0.54824919,-0.25004640,0.54824919
9,117,early,-0.26204598,0.52181393,-0.26204598,0.52181393
9,121,early,-0.29834154,0.43824294,-0.29834154,0.43824294
9,124,early,-0.32173869,0.42952481,-0.32173869,0.42952481
9,127,early,-0.39748445,0.36353192,-0.39748445,0.36353192
9,130,early,-0.42822018,0.35471678,-0.42822018,0.35471678
9,133,early,-0.44791654,0.36997661,-0.44791654,0.36997661
9,137,early,-0.47016841,0.38242865,-0.47016841,0.38242865
9,140,early,-0.46923554,0.40177247,-0.46923554,0.40177247
9,143,early,-0.46106857,0.47309643,-0.46106857,0.47309643
9,146,early,-0.49019432,0.42714745,-0.49019432,0.42714745
9,149,early,-0.37280142,0.40931416,-0.37280142,0.40931416
9,153,early,-0.33674771,0.42819348,-0.33674771,0.42819348
9,156,early,-0.39329958,0.40959024,-0.39329958,0.40959024
9,159,early,-0.46850929,0.43899852,-0.46850929,0.43899852
9,162,early,-0.47403172,0.39151418,-0.47403172,0.39151418
9,165,early,-0.49705169,0.38169944,-0.49705169,0.38169944
9,169,early,-0.50188601,0.32215151,-0.50188601,0.32215151
9,172,early,-0.46436968,0.36784366,-0.46436968,0.36784366
9,175,early,-0.46750143,0.37187442,-0.46750143,0.37187442
9,178,early,-0.42986691,0.31613293,-0.42986691,0.31613293
9,181,early,-0.30720913,0.38105619,-0.30720913,0.38105619
9,185,early,-0.20692988,0.40461200,-0.20692988,0.40461200
9,188,early,-0.20842910,0.46218210,-0.20842910,0.46218210
9,191,early,-0.24867770,0.42269292,-0.24867770,0.42269292
9,194,early,-0.27301803,0.49803141,-0.27301803,0.49803141
9,197,early,-0.33464634,0.45116368,-0.33464634,0.45116368
9,201,early,-0.36430782,0.47766182,-0.36430782,0.47766182
9,204,early,-0.33644462,0.49059647,-0.33644462,0.49059647
9,207,early,-0.42988276,0.51465476,-0.42988276,0.51465476
9,210,early,-0.54767615,0.49059778,-0.54767615,0.49059778
9,213,early,-0.55148512,0.53903818,-0.55148512,0.53903818
9,217,early,-0.58986008,0.51939446,-0.58986008,0.51939446
9,220,early,-0.65062147,0.52891135,-0.65062147,0.52891135
9,223,early,-0.69989085,0.55739278,-0.69989085,0.55739278
9,226,early,-0.67259353,0.55002481,-0.67259353,0.55002481
9,229,early,-0.66552562,0.50172216,-0.66552562,0.50172216
9,233,early,-0.65744841,0.54686993,-0.65744841,0.54686993
9,236,early,-0.62687182,0.51190013,-0.62687182,0.51190013
9,239,early,-0.63701791,0.53871447,-0.63701791,0.53871447
9,242,early,-0.65585715,0.53419739,-0.65585715,0.53419739
9,245,early,-0.64340734,0.47886950,-0.64340734,0.47886950
9,249,early,-0.55047101,0.53087568,-0.55047101,0.53087568
9,252,late,-0.54926062,0.55295044,-0.54926062,0.55295044
9,255,late,-0.55569911,0.42715082,-0.55569911,0.42715082
9,258,late,-0.59625340,0.44649926,-0.59625340,0.44649926
9,261,late,-0.65283078,0.48255467,-0.65283078,0.48255467
9,265,late,-0.58140594,0.51302058,-0.58140594,0.51302058
9,268,late,-0.54049468,0.50606936,-0.54049468,0.50606936
9,271,late,-0.55411190,0.50224537,-0.55411190,0.50224537
9,274,late,-0.49478096,0.59082001,-0.49478096,0.59082001
9,277,late,-0.54144394,0.53129840,-0.54144394,0.53129840
9,281,late,-0.52774560,0.46309745,-0.52774560,0.46309745
9,284,late,-0.56404763,0.48618114,-0.56404763,0.48618114
9,287,late,-0.50210601,0.46818960,-0.50210601,0.46818960
9,290,late,-0.52065784,0.50579816,-0.52065784,0.50579816
9,293,late,-0.52079004,0.43539521,-0.52079004,0.43539521
9,297,late,-0.51489043,0.38016126,-0.51489043,0.38016126
9,300,late,-0.61377424,0.32591847,-0.61377424,0.32591847
9,303,late,-0.58684272,0.29271942,-0.58684272,0.29271942
9,306,late,-0.56723195,0.28369546,-0.56723195,0.28369546
9,309,late,-0.58474737,0.24516381,-0.58474737,0.24516381
9,313,late,-0.53114343,0.32619941,-0.53114343,0.32619941
9,316,late,-0.61883414,0.21046397,-0.61883414,0.21046397
9,319,late,-0.62536258,0.19552940,-0.62536258,0.19552940
9,322,late,-0.61637712,0.27638447,-0.61637712,0.27638447
9,325,late,-0.68437660,0.34484226,-0.68437660,0.34484226
9,329,late,-0.65779215,0.37258071,-0.65779215,0.37258071
9,332,late,-0.61428678,0.31558394,-0.61428678,0.31558394
9,335,late,-0.62344563,0.32062617,-0.62344563,0.32062617
9,338,late,-0.60660022,0.40172568,-0.60660022,0.40172568
9,341,late,-0.54460192,0.43120694,-0.54460192,0.43120694
9,345,late,-0.54275793,0.40377060,-0.54275793,0.40377060
9,348,late,-0.51282722,0.40126586,-0.51282722,0.40126586
9,351,late,-0.47795680,0.40637845,-0.47795680,0.40637845
9,354,late,-0.44434664,0.37185746,-0.44434664,0.37185746
9,357,late,-0.47125602,0.33385068,-0.47125602,0.33385068
9,361,late,-0.36098826,0.33912534,-0.36098826,0.33912534
9,364,late,-0.35707298,0.35783523,-0.35707298,0.35783523
9,367,late,-0.33193788,0.42266291,-0.33193788,0.42266291
9,370,late,-0.35302895,0.36248982,-0.35302895,0.36248982
9,373,late,-0.31207937,0.34043020,-0.31207937,0.34043020
9,377,late,-0.23749684,0.30541328,-0.23749684,0.30541328
9,380,late,-0.17281415,0.34467643,-0.17281415,0.34467643
9,383,late,-0.18069714,0.38547608,-0.18069714,0.38547608
9,386,late,-0.13596505,0.37163228,-0.13596505,0.37163228
9,389,late,-0.16414203,0.35094473,-0.16414203,0.35094473
9,393,late,-0.14593834,0.45633385,-0.14593834,0.45633385
9,396,late,-0.19341332,0.50634784,-0.19341332,0.50634784
9,399,late,-0.19940117,0.40667301,-0.19940117,0.40667301
9,402,late,-0.08225088,0.33754230,-0.08225088,0.33754230
9,405,late,-0.08328757,0.28814909,-0.08328757,0.28814909
9,409,late,-0.02069797,0.25935021,-0.02069797,0.25935021
9,412,late,-0.08142290,0.20383140,-0.08142290,0.20383140
9,415,late,-0.17898200,0.24785304,-0.17898200,0.24785304
9,418,late,-0.18948895,0.34509563,-0.18948895,0.34509563
9,421,late,-0.17896661,0.36794311,-0.17896661,0.36794311
9,425,late,-0.13084398,0.36746800,-0.13084398,0.36746800
9,428,late,-0.04236705,0.42063531,-0.04236705,0.42063531
9,431,late,-0.09461956,0.27028832,-0.09461956,0.27028832
9,434,late,-0.10176889,0.27932414,-0.10176889,0.27932414
9,437,late,-0.05225649,0.27165136,-0.05225649,0.27165136
9,441,late,0.00175887,0.24229455,0.00175887,0.24229455
9,444,late,0.01144653,0.23184556,0.01144653,0.23184556
9,447,late,0.08161926,0.20379230,0.08161926,0.20379230
9,450,late,-0.02448661,0.19457571,-0.02448661,0.19457571
9,453,late,-0.03797386,0.16229513,-0.03797386,0.16229513
9,457,late,-0.00229393,0.22309883,-0.00229393,0.22309883
9,460,late,-0.07071336,0.28767005,-0.07071336,0.28767005
9,463,late,0.00983272,0.21444771,0.00983272,0.21444771
9,466,late,-0.08763762,0.24101132,-0.08763762,0.24101132
9,469,late,-0.11095419,0.25361031,-0.11095419,0.25361031
9,473,late,-0.02131831,0.21369593,-0.02131831,0.21369593
9,476,late,-0.09482522,0.23313279,-0.09482522,0.23313279
9,479,late,-0.12854430,0.36088550,-0.12854430,0.36088550
9,482,late,-0.21829908,0.39344117,-0.21829908,0.39344117
9,485,late,-0.15481463,0.40925199,-0.15481463,0.40925199
9,489,late,-0.09811293,0.42053908,-0.09811293,0.42053908
9,492,late,-0.12890229,0.46359989,-0.12890229,0.46359989
9,495,late,-0.05544351,0.50758338,-0.05544351,0.50758338
9,498,late,-0.03246043,0.44297054,-0.03246043,0.44297054
10,1,early,1.04258609,1.69259953,1.04258609,1.69259953
10,5,early,1.07141721,1.71832621,1.07141721,1.71832621
10,8,early,1.18694055,1.75184941,1.18694055,1.75184941
10,11,early,1.12072444,1.77514219,1.12072444,1.77514219
10,14,early,1.10073221,1.82220244,1.10073221,1.82220244
10,17,early,1.14896715,1.84624612,1.14896715,1.84624612
10,21,early,1.12802696,1.88171017,1.12802696,1.88171017
10,24,early,1.16612947,1.94197822,1.16612947,1.94197822
10,27,early,1.23899341,1.89329171,1.23899341,1.89329171
10,30,early,1.18964291,1.86323774,1.18964291,1.86323774
10,33,early,1.20489466,1.83603191,1.20489466,1.83603191
10,37,early,1.15757620,1.83684015,1.15757620,1.83684015
10,40,early,1.14334273,1.77909923,1.14334273,1.77909923
10,43,early,1.13488495,1.73213601,1.13488495,1.73213601
10,46,early,1.13341343,1.73161340,1.13341343,1.73161340
10,49,early,1.02631152,1.68821847,1.02631152,1.68821847
10,53,early,1.03555870,1.55833113,1.03555870,1.55833113
10,56,early,1.03291297,1.52581108,1.03291297,1.52581108
10,59,early,1.04483914,1.56870317,1.04483914,1.56870317
10,62,early,1.03073275,1.49916983,1.03073275,1.49916983
10,65,early,1.05033958,1.54239333,1.05033958,1.54239333
10,69,early,1.03512180,1.64170825,1.03512180,1.64170825
10,72,early,1.08268857,1.66673064,1.08268857,1.66673064
10,75,early,1.05265379,1.62982321,1.05265379,1.62982321
10,78,early,1.05423510,1.70554447,1.05423510,1.70554447
10,81,early,1.04440391,1.62904060,1.04440391,1.62904060
10,85,early,0.99951071,1.58878946,0.99951071,1.58878946
10,88,early,0.98857427,1.62481189,0.98857427,1.62481189
10,91,early,1.00438380,1.57778084,1.00438380,1.57778084
10,94,early,1.01129496,1.62647951,1.01129496,1.62647951
10,97,early,1.00438643,1.61054516,1.00438643,1.61054516
10,101,early,1.05560994,1.66077781,1.05560994,1.66077781
10,104,early,1.01559937,1.62709713,1.01559937,1.62709713
10,107,early,1.05368066,1.68342543,1.05368066,1.68342543
10,110,early,1.05113983,1.67449224,1.05113983,1.67449224
10,113,early,1.05356514,1.66996670,1.05356514,1.66996670
10,117,early,1.10465264,1.70195508,1.10465264,1.70195508
10,120,early,1.18424857,1.70785689,1.18424857,1.70785689
10,123,early,1.12929952,1.62579882,1.12929952,1.62579882
10,126,early,1.14054656,1.62682641,1.14054656,1.62682641
10,129,early,1.21822691,1.60611999,1.21822691,1.60611999
10,133,early,1.17413163,1.60445833,1.17413163,1.60445833
10,136,early,1.16331768,1.65554953,1.16331768,1.65554953
10,139,early,1.20083451,1.59144080,1.20083451,1.59144080
10,142,early,1.17344868,1.70567286,1.17344868,1.70567286
10,145,early,1.17176390,1.76815879,1.17176390,1.76815879
10,149,early,1.23606157,1.77485061,1.23606157,1.77485061
10,152,early,1.25821722,1.79935133,1.25821722,1.79935133
10,155,early,1.30611837,1.76227665,1.30611837,1.76227665
10,158,early,1.26555228,1.80985951,1.26555228,1.80985951
10,161,early,1.26673317,1.78838205,1.26673317,1.78838205
10,165,early,1.35733294,1.77927530,1.35733294,1.77927530
10,168,early,1.27986407,1.87077475,1.27986407,1.87077475
10,171,early,1.24490964,1.90960133,1.24490964,1.90960133
10,174,early,1.26538086,2.01664948,1.26538086,2.01664948
10,177,early,1.36477447,1.99206364,1.36477447,1.99206364
10,181,early,1.31081700,1.96849835,1.31081700,1.96849835
10,184,early,1.34900987,1.99785793,1.34900987,1.99785793
10,187,early,1.25201905,2.00903034,1.25201905,2.00903034
10,190,early,1.26533914,1.92855442,1.26533914,1.92855442
10,193,early,1.17353797,1.91044950,1.17353797,1.91044950
10,197,early,1.22287440,1.92171454,1.22287440,1.92171454
10,200,early,1.24341595,1.87834537,1.24341595,1.87834537
10,203,early,1.26402545,1.88750529,1.26402545,1.88750529
10,206,early,1.27664924,1.74482751,1.27664924,1.74482751
10,209,early,1.26227367,1.81205094,1.26227367,1.81205094
10,213,early,1.19531798,1.89985991,1.19531798,1.89985991
10,216,early,1.19435251,1.82799792,1.19435251,1.82799792
10,219,early,1.18881273,1.74561954,1.18881273,1.74561954
10,222,early,1.17327023,1.77900231,1.17327023,1.77900231
10,225,early,1.21507704,1.77421522,1.21507704,1.77421522
10,229,early,1.22881722,1.61644220,1.22881722,1.61644220
10,232,early,1.19359601,1.69071984,1.19359601,1.69071984
10,235,early,1.15001142,1.76306605,1.15001142,1.76306605
10,238,early,1.19898772,1.66000068,1.19898772,1.66000068
10,241,early,1.10520136,1.71132898,1.10520136,1.71132898
10,245,early,1.05220163,1.75002778,1.05220163,1.75002778
10,248,early,1.10227799,1.81958866,1.10227799,1.81958866
10,251,late,1.12015557,1.68768668,1.12015557,1.68768668
10,254,late,1.06762743,1.70215380,1.06762743,1.70215380
10,257,late,1.08120131,1.70817542,1.08120131,1.70817542
10,261,late,1.09491003,1.63398206,1.09491003,1.63398206
10,264,late,1.15087676,1.65920615,1.15087676,1.65920615
10,267,late,1.08871782,1.65191555,1.08871782,1.65191555
10,270,late,1.12152576,1.65376484,1.12152576,1.65376484
10,273,late,1.03834534,1.68461907,1.03834534,1.68461907
10,277,late,1.08934760,1.69756103,1.08934760,1.69756103
10,280,late,1.00438070,1.67096114,1.00438070,1.67096114
10,283,late,1.03856182,1.59969568,1.03856182,1.59969568
10,286,late,1.03930342,1.66908228,1.03930342,1.66908228
10,289,late,1.02070415,1.65060830,1.02070415,1.65060830
10,293,late,1.02663875,1.65066350,1.02663875,1.65066350
10,296,late,1.02048850,1.62401307,1.02048850,1.62401307
10,299,late,0.97342891,1.57987940,0.97342891,1.57987940
10,302,late,0.95811546,1.63753259,0.95811546,1.63753259
10,305,late,1.03229964,1.62949729,1.03229964,1.62949729
10,309,late,1.05137742,1.57795429,1.05137742,1.57795429
10,312,late,0.98025495,1.53710794,0.98025495,1.53710794
10,315,late,0.94738752,1.61224937,0.94738752,1.61224937
10,318,late,0.93622041,1.59760642,0.93622041,1.59760642
10,321,late,0.95747107,1.61492920,0.95747107,1.61492920
10,325,late,0.94065207,1.64726937,0.94065207,1.64726937
10,328,late,1.00969851,1.63104665,1.00969851,1.63104665
10,331,late,1.01195586,1.60849369,1.01195586,1.60849369
10,334,late,1.01016057,1.65819561,1.01016057,1.65819561
10,337,late,0.97648662,1.60250270,0.97648662,1.60250270
10,341,late,0.95887250,1.71372652,0.95887250,1.71372652
10,344,late,1.05194545,1.73221850,1.05194545,1.73221850
10,347,late,1.02525961,1.73270249,1.02525961,1.73270249
10,350,late,1.02465999,1.70346487,1.02465999,1.70346487
10,353,late,1.05952346,1.76464880,1.05952346,1.76464880
10,357,late,1.11457229,1.76199150,1.11457229,1.76199150
10,360,late,1.05658841,1.76459455,1.05658841,1.76459455
10,363,late,1.06125450,1.81252515,1.06125450,1.81252515
10,366,late,1.14962912,1.81503665,1.14962912,1.81503665
10,369,late,1.15732837,1.81737745,1.15732837,1.81737745
10,373,late,1.10298347,1.71852851,1.10298347,1.71852851
10,376,late,1.18117738,1.72944438,1.18117738,1.72944438
10,379,late,1.15258050,1.84813392,1.15258050,1.84813392
10,382,late,1.22521460,1.85279417,1.22521460,1.85279417
10,385,late,1.27189064,1.90335715,1.27189064,1.90335715
10,389,late,1.23567426,1.86514783,1.23567426,1.86514783
10,392,late,1.23927665,1.82935452,1.23927665,1.82935452
10,395,late,1.32858479,1.75499725,1.32858479,1.75499725
10,398,late,1.31744802,1.78059387,1.31744802,1.78059387
10,401,late,1.30607522,1.80839598,1.30607522,1.80839598
10,405,late,1.32861352,1.84554839,1.32861352,1.84554839
10,408,late,1.23562908,1.87762415,1.23562908,1.87762415
10,411,late,1.22346020,1.91538572,1.22346020,1.91538572
10,414,late,1.18974173,1.86981785,1.18974173,1.86981785
10,417,late,1.14313865,1.91762877,1.14313865,1.91762877
10,421,late,1.15739310,1.83979189,1.15739310,1.83979189
10,424,late,1.15680456,1.89533234,1.15680456,1.89533234
10,427,late,1.08394730,1.92490113,1.08394730,1.92490113
10,430,late,1.20462215,1.94379723,1.20462215,1.94379723
10,433,late,1.27498472,1.93396962,1.27498472,1.93396962
10,437,late,1.32323325,1.93555069,1.32323325,1.93555069
10,440,late,1.32191455,1.98401976,1.32191455,1.98401976
10,443,late,1.36337411,2.06048775,1.36337411,2.06048775
10,446,late,1.37915456,2.03899717,1.37915456,2.03899717
10,449,late,1.34630060,1.99688864,1.34630060,1.99688864
10,453,late,1.30637300,1.92335761,1.30637300,1.92335761
10,456,late,1.35182214,1.90668893,1.35182214,1.90668893
10,459,late,1.30811346,1.98377049,1.30811346,1.98377049
10,462,late,1.36550820,2.01982522,1.36550820,2.01982522
10,465,late,1.35327196,2.11449575,1.35327196,2.11449575
10,469,late,1.38943005,2.04803205,1.38943005,2.04803205
10,472,late,1.42206049,1.99503779,1.42206049,1.99503779
10,475,late,1.44700313,1.95478797,1.44700313,1.95478797
10,478,late,1.44424689,1.98842800,1.44424689,1.98842800
10,481,late,1.44280946,1.96835315,1.44280946,1.96835315
10,485,late,1.43155241,1.98315108,1.43155241,1.98315108
10,488,late,1.45601702,2.05107498,1.45601702,2.05107498
10,491,late,1.46499777,1.96080816,1.46499777,1.96080816
10,494,late,1.50084865,1.92597795,1.50084865,1.92597795
10,497,late,1.47324431,1.87632358,1.47324431,1.87632358
11,1,early,-0.49739841,0.48405972,-0.49739841,0.48405972
11,4,early,-0.47172362,0.48056257,-0.47172362,0.48056257
11,7,early,-0.47497377,0.45118901,-0.47497377,0.45118901
11,10,early,-0.37992328,0.44091505,-0.37992328,0.44091505
11,13,early,-0.30453226,0.40671611,-0.30453226,0.40671611
11,17,early,-0.37580168,0.49907905,-0.37580168,0.49907905
11,20,early,-0.30420908,0.47985816,-0.30420908,0.47985816
11,23,early,-0.29617205,0.45938075,-0.29617205,0.45938075
11,26,early,-0.34405568,0.46085641,-0.34405568,0.46085641
11,29,early,-0.30831820,0.46246311,-0.30831820,0.46246311
11,33,early,-0.34155092,0.38692638,-0.34155092,0.38692638
11,36,early,-0.42558321,0.46543878,-0.42558321,0.46543878
11,39,early,-0.38795099,0.48796615,-0.38795099,0.48796615
11,42,early,-0.43183511,0.48597544,-0.43183511,0.48597544
11,45,early,-0.41108680,0.39089811,-0.41108680,0.39089811
11,49,early,-0.40600103,0.42229632,-0.40600103,0.42229632
11,52,early,-0.41778168,0.51894510,-0.41778168,0.51894510
11,55,early,-0.41483662,0.55794030,-0.41483662,0.55794030
11,58,early,-0.40180150,0.45829219,-0.40180150,0.45829219
11,61,early,-0.41508782,0.50329375,-0.41508782,0.50329375
11,65,early,-0.36595759,0.50626248,-0.36595759,0.50626248
11,68,early,-0.32424286,0.51635885,-0.32424286,0.51635885
11,71,early,-0.37088272,0.45125210,-0.37088272,0.45125210
11,74,early,-0.37553209,0.44326904,-0.37553209,0.44326904
11,77,early,-0.38759071,0.41849032,-0.38759071,0.41849032
11,81,early,-0.34665743,0.43731195,-0.34665743,0.43731195
11,84,early,-0.29478943,0.39742339,-0.29478943,0.39742339
11,87,early,-0.29660675,0.48375222,-0.29660675,0.48375222
11,90,early,-0.29529867,0.41016230,-0.29529867,0.41016230
11,93,early,-0.24462008,0.43511268,-0.24462008,0.43511268
11,97,early,-0.20728895,0.39488152,-0.20728895,0.39488152
11,100,early,-0.21978223,0.40773717,-0.21978223,0.40773717
11,103,early,-0.28525305,0.40436497,-0.28525305,0.40436497
11,106,early,-0.30038804,0.43141028,-0.30038804,0.43141028
11,109,early,-0.27949584,0.37419546,-0.27949584,0.37419546
11,113,early,-0.22677863,0.31938744,-0.22677863,0.31938744
11,116,early,-0.28160343,0.31797662,-0.28160343,0.31797662
11,119,early,-0.36687699,0.31991088,-0.36687699,0.31991088
11,122,early,-0.42960536,0.32750571,-0.42960536,0.32750571
11,125,early,-0.44319952,0.34874561,-0.44319952,0.34874561
11,129,early,-0.44635108,0.30599520,-0.44635108,0.30599520
11,132,early,-0.55519027,0.23159249,-0.55519027,0.23159249
11,135,early,-0.53379047,0.19906108,-0.53379047,0.19906108
11,138,early,-0.48548940,0.17932168,-0.48548940,0.17932168
11,141,early,-0.41964507,0.18496266,-0.41964507,0.18496266
11,145,early,-0.41982764,0.24044994,-0.41982764,0.24044994
11,148,early,-0.43085173,0.16714358,-0.43085173,0.16714358
11,151,early,-0.30427969,0.18777084,-0.30427969,0.18777084
11,154,early,-0.28950492,0.30363178,-0.28950492,0.30363178
11,157,early,-0.33814600,0.29939407,-0.33814600,0.29939407
11,161,early,-0.41071913,0.29091892,-0.41071913,0.29091892
11,164,early,-0.41783860,0.30288818,-0.41783860,0.30288818
11,167,early,-0.47212088,0.29372871,-0.47212088,0.29372871
11,170,early,-0.45400512,0.27920681,-0.45400512,0.27920681
11,173,early,-0.34686360,0.30331489,-0.34686360,0.30331489
11,177,early,-0.35251129,0.26516029,-0.35251129,0.26516029
11,180,early,-0.31922740,0.16997702,-0.31922740,0.16997702
11,183,early,-0.31295231,0.03779992,-0.31295231,0.03779992
11,186,early,-0.26122266,0.05181346,-0.26122266,0.05181346
11,189,early,-0.16827446,0.05562462,-0.16827446,0.05562462
11,193,early,-0.08304611,0.09352464,-0.08304611,0.09352464
11,196,early,-0.06894270,0.06576438,-0.06894270,0.06576438
11,199,early,-0.07182016,0.12240973,-0.07182016,0.12240973
11,202,early,-0.05472694,0.01556429,-0.05472694,0.01556429
11,205,early,-0.03314096,-0.00006761,-0.03314096,-0.00006761
11,209,early,0.00606055,-0.07620551,0.00606055,-0.07620551
11,212,early,0.04161945,-0.01215382,0.04161945,-0.01215382
11,215,early,0.13453808,-0.01433164,0.13453808,-0.01433164
11,218,early,0.20247692,0.08187092,0.20247692,0.08187092
11,221,early,0.24009176,0.10586064,0.24009176,0.10586064
11,225,early,0.18016072,0.27064320,0.18016072,0.27064320
11,228,early,0.18757965,0.33587635,0.18757965,0.33587635
11,231,early,0.05997682,0.27739406,0.05997682,0.27739406
11,234,early,0.01564934,0.39177769,0.01564934,0.39177769
11,237,early,-0.05284568,0.41256353,-0.05284568,0.41256353
11,241,early,-0.14159629,0.40982664,-0.14159629,0.40982664
11,244,early,-0.18085113,0.41842279,-0.18085113,0.41842279
11,247,early,-0.24395785,0.38385028,-0.24395785,0.38385028
11,250,late,-0.32130790,0.31044897,-0.32130790,0.31044897
11,253,late,-0.35845476,0.32026753,-0.35845476,0.32026753
11,257,late,-0.38253310,0.32086468,-0.38253310,0.32086468
11,260,late,-0.35100397,0.31014612,-0.35100397,0.31014612
11,263,late,-0.33580288,0.30797100,-0.33580288,0.30797100
11,266,late,-0.28417030,0.31480867,-0.28417030,0.31480867
11,269,late,-0.34168348,0.32095101,-0.34168348,0.32095101
11,273,late,-0.34757510,0.38051254,-0.34757510,0.38051254
11,276,late,-0.38880920,0.38195440,-0.38880920,0.38195440
11,279,late,-0.50177795,0.41371366,-0.50177795,0.41371366
11,282,late,-0.62358534,0.52157933,-0.62358534,0.52157933
11,285,late,-0.52920485,0.47859952,-0.52920485,0.47859952
11,289,late,-0.58429551,0.53379750,-0.58429551,0.53379750
11,292,late,-0.59316164,0.56781924,-0.59316164,0.56781924
11,295,late,-0.49475411,0.55141211,-0.49475411,0.55141211
11,298,late,-0.41606301,0.55007100,-0.41606301,0.55007100
11,301,late,-0.43629622,0.51783317,-0.43629622,0.51783317
11,305,late,-0.46438202,0.53302348,-0.46438202,0.53302348
11,308,late,-0.44954389,0.51969802,-0.44954389,0.51969802
11,311,late,-0.44282758,0.46837729,-0.44282758,0.46837729
11,314,late,-0.45593721,0.47110569,-0.45593721,0.47110569
11,318,late,-0.48039073,0.54476917,-0.48039073,0.54476917
11,321,late,-0.57731229,0.48406234,-0.57731229,0.48406234
11,324,late,-0.56552273,0.47141242,-0.56552273,0.47141242
