chain,draw,phase,pc1,pc2,epsilon_0,epsilon_1
28,461,late,0.42705095,0.63409394,0.42705095,0.63409394
28,464,late,0.36787096,0.63960052,0.36787096,0.63960052
28,468,late,0.33809566,0.67651808,0.33809566,0.67651808
28,471,late,0.32875887,0.64296222,0.32875887,0.64296222
28,474,late,0.40674040,0.67262584,0.40674040,0.67262584
28,477,late,0.33909628,0.68056166,0.33909628,0.68056166
28,480,late,0.34944320,0.62095028,0.34944320,0.62095028
28,484,late,0.33849058,0.62677985,0.33849058,0.62677985
28,487,late,0.44475839,0.61627507,0.44475839,0.61627507
28,490,late,0.38243765,0.63437742,0.38243765,0.63437742
28,493,late,0.44743842,0.60133094,0.44743842,0.60133094
28,496,late,0.46724287,0.54808992,0.46724287,0.54808992
29,0,early,-0.18376359,0.23143706,-0.18376359,0.23143706
29,3,early,-0.13111266,0.19383931,-0.13111266,0.19383931
29,6,early,-0.04907615,0.18616115,-0.04907615,0.18616115
29,9,early,-0.08334089,0.08650263,-0.08334089,0.08650263
29,12,early,-0.15101396,0.15832803,-0.15101396,0.15832803
29,16,early,-0.12087005,0.24238439,-0.12087005,0.24238439
29,19,early,-0.15103929,0.24654828,-0.15103929,0.24654828
29,22,early,-0.15669073,0.28979817,-0.15669073,0.28979817
29,25,early,-0.18492782,0.29713205,-0.18492782,0.29713205
29,28,early,-0.11752571,0.33298105,-0.11752571,0.33298105
29,32,early,-0.17090745,0.37226903,-0.17090745,0.37226903
29,35,early,-0.14879581,0.36659211,-0.14879581,0.36659211
29,38,early,-0.10958750,0.32052225,-0.10958750,0.32052225
29,41,early,-0.13385810,0.36726964,-0.13385810,0.36726964
29,45,early,-0.02896277,0.26600036,-0.02896277,0.26600036
29,48,early,-0.01632126,0.19774777,-0.01632126,0.19774777
29,51,early,-0.00272361,0.25235236,-0.00272361,0.25235236
29,54,early,0.01105034,0.21645792,0.01105034,0.21645792
29,57,early,-0.07771267,0.20568813,-0.07771267,0.20568813
29,61,early,-0.02738810,0.15379436,-0.02738810,0.15379436
29,64,early,-0.04456329,0.07554019,-0.04456329,0.07554019
29,67,early,-0.11432998,0.05320276,-0.11432998,0.05320276
29,70,early,-0.18939556,0.04736496,-0.18939556,0.04736496
29,73,early,-0.17672876,0.09837174,-0.17672876,0.09837174
29,77,early,-0.24045047,0.10039593,-0.24045047,0.10039593
29,80,early,-0.18766260,0.13328341,-0.18766260,0.13328341
29,83,early,-0.15527782,0.09744243,-0.15527782,0.09744243
29,86,early,-0.21226865,0.13491234,-0.21226865,0.13491234
29,89,early,-0.26371995,0.14933282,-0.26371995,0.14933282
29,93,early,-0.23606338,0.18688284,-0.23606338,0.18688284
29,96,early,-0.14568254,0.09895546,-0.14568254,0.09895546
29,99,early,-0.03695596,0.13784556,-0.03695596,0.13784556
29,102,early,-0.12329306,0.11791372,-0.12329306,0.11791372
29,105,early,-0.08803505,0.15111700,-0.08803505,0.15111700
29,109,early,-0.10965421,0.20881802,-0.10965421,0.20881802
29,112,early,-0.10935243,0.25440180,-0.10935243,0.25440180
29,115,early,-0.16951656,0.22261406,-0.16951656,0.22261406
29,118,early,-0.20423830,0.29762107,-0.20423830,0.29762107
29,121,early,-0.17009994,0.32000288,-0.17009994,0.32000288
29,125,early,-0.10182530,0.32624507,-0.10182530,0.32624507
29,128,early,-0.08880997,0.31588963,-0.08880997,0.31588963
29,131,early,-0.14568390,0.34785226,-0.14568390,0.34785226
29,134,early,-0.23836356,0.40862313,-0.23836356,0.40862313
29,137,early,-0.25264451,0.30513835,-0.25264451,0.30513835
29,141,early,-0.21435940,0.24973902,-0.21435940,0.24973902
29,144,early,-0.10819158,0.23412484,-0.10819158,0.23412484
29,147,early,-0.12107860,0.25825348,-0.12107860,0.25825348
29,150,early,-0.16205871,0.17424625,-0.16205871,0.17424625
29,153,early,-0.17809406,0.21115579,-0.17809406,0.21115579
29,157,early,-0.09198579,0.23821385,-0.09198579,0.23821385
29,160,early,-0.03392413,0.18812749,-0.03392413,0.18812749
29,163,early,-0.07262631,0.19911140,-0.07262631,0.19911140
29,166,early,-0.08190336,0.26177233,-0.08190336,0.26177233
29,169,early,-0.12076150,0.19780527,-0.12076150,0.19780527
29,173,early,-0.24672605,0.19220434,-0.24672605,0.19220434
29,176,early,-0.19114813,0.22718100,-0.19114813,0.22718100
29,179,early,-0.25198731,0.16242115,-0.25198731,0.16242115
29,182,early,-0.33831090,0.21777296,-0.33831090,0.21777296
29,185,early,-0.33415681,0.29048404,-0.33415681,0.29048404
29,189,early,-0.38433826,0.29104182,-0.38433826,0.29104182
29,192,early,-0.43664911,0.27511063,-0.43664911,0.27511063
29,195,early,-0.47508591,0.28578371,-0.47508591,0.28578371
29,198,early,-0.48450235,0.20911857,-0.48450235,0.20911857
29,201,early,-0.55059534,0.12978922,-0.55059534,0.12978922
29,205,early,-0.48046681,0.19566129,-0.48046681,0.19566129
29,208,early,-0.46273819,0.26398027,-0.46273819,0.26398027
29,211,early,-0.40173566,0.31023574,-0.40173566,0.31023574
29,214,early,-0.29980344,0.21462524,-0.29980344,0.21462524
29,217,early,-0.33166552,0.14584555,-0.33166552,0.14584555
29,221,early,-0.38593280,0.11628664,-0.38593280,0.11628664
29,224,early,-0.54169011,0.18920052,-0.54169011,0.18920052
29,227,early,-0.51027906,0.17328292,-0.51027906,0.17328292
29,230,early,-0.49781838,0.18093412,-0.49781838,0.18093412
29,233,early,-0.44490463,0.17767805,-0.44490463,0.17767805
29,237,early,-0.53742951,0.10566232,-0.53742951,0.10566232
29,240,early,-0.57295847,0.14411357,-0.57295847,0.14411357
29,243,early,-0.66808790,0.10232494,-0.66808790,0.10232494
29,246,early,-0.69045150,0.00479306,-0.69045150,0.00479306
29,249,early,-0.59264016,0.05241705,-0.59264016,0.05241705
29,253,late,-0.47517568,0.09455189,-0.47517568,0.09455189
29,256,late,-0.47555226,0.11340462,-0.47555226,0.11340462
29,259,late,-0.34559005,0.15373892,-0.34559005,0.15373892
29,262,late,-0.41440442,0.17174798,-0.41440442,0.17174798
29,265,late,-0.46587956,0.17151539,-0.46587956,0.17151539
29,269,late,-0.42296392,0.23077017,-0.42296392,0.23077017
29,272,late,-0.45974874,0.32513496,-0.45974874,0.32513496
29,275,late,-0.47086751,0.37693572,-0.47086751,0.37693572
29,278,late,-0.42025721,0.38850501,-0.42025721,0.38850501
29,281,late,-0.40641540,0.47056308,-0.40641540,0.47056308
29,285,late,-0.35550293,0.58088207,-0.35550293,0.58088207
29,288,late,-0.46218020,0.57999372,-0.46218020,0.57999372
29,291,late,-0.42250943,0.51801884,-0.42250943,0.51801884
29,294,late,-0.45903429,0.51978904,-0.45903429,0.51978904
29,297,late,-0.50139374,0.54745114,-0.50139374,0.54745114
29,301,late,-0.38301879,0.49747503,-0.38301879,0.49747503
29,304,late,-0.32224351,0.44128704,-0.32224351,0.44128704
29,307,late,-0.34204254,0.51978767,-0.34204254,0.51978767
29,310,late,-0.40212184,0.49270621,-0.40212184,0.49270621
29,313,late,-0.40928727,0.51049483,-0.40928727,0.51049483
29,317,late,-0.49289599,0.58562785,-0.49289599,0.58562785
29,320,late,-0.55014753,0.54746795,-0.55014753,0.54746795
29,323,late,-0.51236463,0.52990818,-0.51236463,0.52990818
29,326,late,-0.38784361,0.60069823,-0.38784361,0.60069823
29,329,late,-0.31846106,0.51350838,-0.31846106,0.51350838
29,333,late,-0.37023956,0.38433570,-0.37023956,0.38433570
29,336,late,-0.37316343,0.31831560,-0.37316343,0.31831560
29,339,late,-0.36000031,0.29706189,-0.36000031,0.29706189
29,342,late,-0.31854573,0.32474959,-0.31854573,0.32474959
29,345,late,-0.23831072,0.16997391,-0.23831072,0.16997391
29,349,late,-0.23200381,0.12571335,-0.23200381,0.12571335
29,352,late,-0.25214127,0.15587091,-0.25214127,0.15587091
29,355,late,-0.27181000,0.18119130,-0.27181000,0.18119130
29,358,late,-0.34237331,0.10661743,-0.34237331,0.10661743
29,361,late,-0.33507797,0.08535732,-0.33507797,0.08535732
29,365,late,-0.28787675,-0.03596635,-0.28787675,-0.03596635
29,368,late,-0.35680896,0.01220116,-0.35680896,0.01220116
29,371,late,-0.33044636,0.09173426,-0.33044636,0.09173426
29,374,late,-0.27034661,0.01943748,-0.27034661,0.01943748
29,377,late,-0.23644605,-0.00004311,-0.23644605,-0.00004311
29,381,late,-0.27054730,-0.03693062,-0.27054730,-0.03693062
29,384,late,-0.26553744,0.01688280,-0.26553744,0.01688280
29,387,late,-0.26236239,-0.06229742,-0.26236239,-0.06229742
29,390,late,-0.23785049,-0.05415966,-0.23785049,-0.05415966
29,393,late,-0.23432496,-0.07210840,-0.23432496,-0.07210840
29,397,late,-0.21446112,0.05747159,-0.21446112,0.05747159
29,400,late,-0.17976695,0.17671391,-0.17976695,0.17671391
29,403,late,-0.20118345,0.14508311,-0.20118345,0.14508311
29,406,late,-0.10884137,0.10092504,-0.10884137,0.10092504
29,409,late,-0.06532504,0.16044961,-0.06532504,0.16044961
29,413,late,-0.12533224,0.19668856,-0.12533224,0.19668856
29,416,late,-0.14532435,0.14365284,-0.14532435,0.14365284
29,419,late,-0.16964993,0.15647523,-0.16964993,0.15647523
29,422,late,-0.10200271,0.23747307,-0.10200271,0.23747307
29,425,late,-0.15144163,0.29537636,-0.15144163,0.29537636
29,429,late,-0.15553528,0.24294065,-0.15553528,0.24294065
29,432,late,-0.23503780,0.25964525,-0.23503780,0.25964525
29,435,late,-0.16381119,0.24836050,-0.16381119,0.24836050
29,438,late,-0.10450795,0.16999488,-0.10450795,0.16999488
29,441,late,-0.09236649,0.17657603,-0.09236649,0.17657603
29,445,late,-0.08826123,0.21493603,-0.08826123,0.21493603
29,448,late,-0.15231010,0.26078013,-0.15231010,0.26078013
29,451,late,-0.09091715,0.27612680,-0.09091715,0.27612680
29,454,late,-0.12241644,0.31198519,-0.12241644,0.31198519
29,457,late,-0.06005651,0.32430962,-0.06005651,0.32430962
29,461,late,0.03421492,0.32368994,0.03421492,0.32368994
29,464,late,0.04593652,0.33919793,0.04593652,0.33919793
29,467,late,0.04238607,0.33847070,0.04238607,0.33847070
29,470,late,0.02240252,0.42210737,0.02240252,0.42210737
29,473,late,0.00632141,0.37358207,0.00632141,0.37358207
29,477,late,-0.06987227,0.30415699,-0.06987227,0.30415699
29,480,late,-0.02494612,0.36745381,-0.02494612,0.36745381
29,483,late,-0.07896578,0.31996503,-0.07896578,0.31996503
29,486,late,-0.06905777,0.28323975,-0.06905777,0.28323975
29,489,late,-0.02333795,0.32784009,-0.02333795,0.32784009
29,493,late,-0.05127826,0.34053397,-0.05127826,0.34053397
29,496,late,-0.02855534,0.32368618,-0.02855534,0.32368618
29,499,late,-0.08193864,0.31166449,-0.08193864,0.31166449
30,2,early,0.62688380,1.21441662,0.62688380,1.21441662
30,5,early,0.65985733,1.21186531,0.65985733,1.21186531
30,9,early,0.73358810,1.13001943,0.73358810,1.13001943
30,12,early,0.72822124,1.24312854,0.72822124,1.24312854
30,15,early,0.73349708,1.27036238,0.73349708,1.27036238
30,18,early,0.68490207,1.19592690,0.68490207,1.19592690
30,21,early,0.65717882,1.15901136,0.65717882,1.15901136
30,25,early,0.66943246,1.15684378,0.66943246,1.15684378
30,28,early,0.72432584,1.15049100,0.72432584,1.15049100
30,31,early,0.68286550,1.23818886,0.68286550,1.23818886
30,34,early,0.71652669,1.31084538,0.71652669,1.31084538
30,37,early,0.72378463,1.26632273,0.72378463,1.26632273
30,41,early,0.76611441,1.27763772,0.76611441,1.27763772
30,44,early,0.75849599,1.35089886,0.75849599,1.35089886
30,47,early,0.83561981,1.38097179,0.83561981,1.38097179
30,50,early,0.83953625,1.38528204,0.83953625,1.38528204
30,53,early,0.80653960,1.40005386,0.80653960,1.40005386
30,57,early,0.77057606,1.38044310,0.77057606,1.38044310
30,60,early,0.79694951,1.35109830,0.79694951,1.35109830
30,63,early,0.70911676,1.25989532,0.70911676,1.25989532
30,66,early,0.77193809,1.28555155,0.77193809,1.28555155
30,69,early,0.78523928,1.29295373,0.78523928,1.29295373
30,73,early,0.81472588,1.32505751,0.81472588,1.32505751
30,76,early,0.76896286,1.34279215,0.76896286,1.34279215
30,79,early,0.77587116,1.42177212,0.77587116,1.42177212
30,82,early,0.80025887,1.39830208,0.80025887,1.39830208
30,85,early,0.79065353,1.35672760,0.79065353,1.35672760
30,89,early,0.83208573,1.41986275,0.83208573,1.41986275
30,92,early,0.80708492,1.44766021,0.80708492,1.44766021
30,95,early,0.78271353,1.40970433,0.78271353,1.40970433
30,98,early,0.74185687,1.35075450,0.74185687,1.35075450
30,101,early,0.83035088,1.36893463,0.83035088,1.36893463
30,105,early,0.82551044,1.38554645,0.82551044,1.38554645
30,108,early,0.72314149,1.27769303,0.72314149,1.27769303
30,111,early,0.68220580,1.20540202,0.68220580,1.20540202
30,114,early,0.64728653,1.22936082,0.64728653,1.22936082
30,117,early,0.68559915,1.19347727,0.68559915,1.19347727
30,121,early,0.63211775,1.16516256,0.63211775,1.16516256
30,124,early,0.68966556,1.23702443,0.68966556,1.23702443
30,127,early,0.60462588,1.15425205,0.60462588,1.15425205
30,130,early,0.70022094,1.05426025,0.70022094,1.05426025
30,133,early,0.63099420,1.06391311,0.63099420,1.06391311
30,137,early,0.64410794,1.11137700,0.64410794,1.11137700
30,140,early,0.60136700,1.02763581,0.60136700,1.02763581
30,143,early,0.61897820,1.08640063,0.61897820,1.08640063
30,146,early,0.56279236,1.04101586,0.56279236,1.04101586
30,149,early,0.57283592,0.99537766,0.57283592,0.99537766
30,153,early,0.51596570,0.93476254,0.51596570,0.93476254
30,156,early,0.51722836,1.06512237,0.51722836,1.06512237
30,159,early,0.46341756,0.96900249,0.46341756,0.96900249
30,162,early,0.46347827,0.91184938,0.46347827,0.91184938
30,165,early,0.47063556,0.91397887,0.47063556,0.91397887
30,169,early,0.56675684,1.03369296,0.56675684,1.03369296
30,172,early,0.53549385,1.00421786,0.53549385,1.00421786
30,175,early,0.54123962,1.02465641,0.54123962,1.02465641
30,178,early,0.52932841,1.01445377,0.52932841,1.01445377
30,181,early,0.53135514,1.03128314,0.53135514,1.03128314
30,185,early,0.51337296,0.96992505,0.51337296,0.96992505
30,188,early,0.56952763,1.00930631,0.56952763,1.00930631
30,191,early,0.56535184,1.03121233,0.56535184,1.03121233
30,194,early,0.56262660,1.03947937,0.56262660,1.03947937
30,197,early,0.57946175,0.88776624,0.57946175,0.88776624
30,201,early,0.57835662,0.90112281,0.57835662,0.90112281
30,204,early,0.50336629,0.92596865,0.50336629,0.92596865
30,207,early,0.53218079,0.82150865,0.53218079,0.82150865
30,210,early,0.53080785,0.81694514,0.53080785,0.81694514
30,213,early,0.54846591,0.82317621,0.54846591,0.82317621
30,217,early,0.49646839,0.78604120,0.49646839,0.78604120
30,220,early,0.42729920,0.71989095,0.42729920,0.71989095
30,223,early,0.42808637,0.63843715,0.42808637,0.63843715
30,226,early,0.42973512,0.68589664,0.42973512,0.68589664
30,229,early,0.39583018,0.76426399,0.39583018,0.76426399
30,233,early,0.33318615,0.74379539,0.33318615,0.74379539
30,236,early,0.39804617,0.68953848,0.39804617,0.68953848
30,239,early,0.33194429,0.62127548,0.33194429,0.62127548
30,242,early,0.29682124,0.59873694,0.29682124,0.59873694
30,245,early,0.38330677,0.51276112,0.38330677,0.51276112
30,249,early,0.33518913,0.47841057,0.33518913,0.47841057
30,252,late,0.23045132,0.48495495,0.23045132,0.48495495
30,255,late,0.16783528,0.48003140,0.16783528,0.48003140
30,258,late,0.21804786,0.43148458,0.21804786,0.43148458
30,261,late,0.29610357,0.33761710,0.29610357,0.33761710
30,265,late,0.34102488,0.30085903,0.34102488,0.30085903
30,268,late,0.30308154,0.21662787,0.30308154,0.21662787
30,271,late,0.24330822,0.15235268,0.24330822,0.15235268
30,274,late,0.17089646,0.15394264,0.17089646,0.15394264
30,277,late,0.13258342,0.14351124,0.13258342,0.14351124
30,281,late,0.09949521,0.14116412,0.09949521,0.14116412
30,284,late,0.05661812,0.17240663,0.05661812,0.17240663
30,287,late,0.08294370,0.16715473,0.08294370,0.16715473
30,290,late,0.16426447,0.24567571,0.16426447,0.24567571
30,293,late,0.15986481,0.25426891,0.15986481,0.25426891
30,297,late,0.37180874,0.19988409,0.37180874,0.19988409
30,300,late,0.35035431,0.15622911,0.35035431,0.15622911
30,303,late,0.31948793,0.09269450,0.31948793,0.09269450
30,306,late,0.33821368,0.09814680,0.33821368,0.09814680
30,309,late,0.42550695,-0.01871168,0.42550695,-0.01871168
30,313,late,0.39137366,-0.07996802,0.39137366,-0.07996802
30,316,late,0.41699377,-0.03322805,0.41699377,-0.03322805
30,319,late,0.42974365,0.10108060,0.42974365,0.10108060
30,322,late,0.46547654,0.04884204,0.46547654,0.04884204
30,325,late,0.46704692,0.06924982,0.46704692,0.06924982
30,329,late,0.39445353,0.07825534,0.39445353,0.07825534
30,332,late,0.36460295,0.03257534,0.36460295,0.03257534
30,335,late,0.42206529,0.07841381,0.42206529,0.07841381
30,338,late,0.43202245,0.07166202,0.43202245,0.07166202
30,341,late,0.45190802,0.01408870,0.45190802,0.01408870
30,345,late,0.38810042,-0.04758488,0.38810042,-0.04758488
30,348,late,0.44888523,0.02793656,0.44888523,0.02793656
30,351,late,0.38159415,0.07227771,0.38159415,0.07227771
30,354,late,0.32425949,0.04412812,0.32425949,0.04412812
30,357,late,0.33071575,0.01372300,0.33071575,0.01372300
30,361,late,0.40855077,0.00890329,0.40855077,0.00890329
30,364,late,0.44877630,0.05301480,0.44877630,0.05301480
30,367,late,0.44474584,-0.01801175,0.44474584,-0.01801175
30,370,late,0.36364806,0.03543810,0.36364806,0.03543810
30,373,late,0.29277021,0.04724019,0.29277021,0.04724019
30,377,late,0.29841742,0.13764924,0.29841742,0.13764924
30,380,late,0.30555049,0.09160259,0.30555049,0.09160259
30,383,late,0.34657323,0.06665451,0.34657323,0.06665451
30,386,late,0.23432845,0.03671397,0.23432845,0.03671397
30,389,late,0.36462620,0.06059099,0.36462620,0.06059099
30,393,late,0.32619256,0.11783941,0.32619256,0.11783941
30,396,late,0.42701867,0.09802208,0.42701867,0.09802208
30,399,late,0.40997455,0.16163152,0.40997455,0.16163152
30,402,late,0.43691149,0.16174623,0.43691149,0.16174623
30,405,late,0.46439517,0.09910148,0.46439517,0.09910148
30,409,late,0.50036502,0.03911570,0.50036502,0.03911570
30,412,late,0.47274044,0.08922005,0.47274044,0.08922005
30,415,late,0.39298698,0.14092058,0.39298698,0.14092058
30,418,late,0.36465967,0.17187418,0.36465967,0.17187418
30,421,late,0.35085529,0.15992330,0.35085529,0.15992330
30,425,late,0.34139913,0.14674564,0.34139913,0.14674564
30,428,late,0.41494113,0.17582472,0.41494113,0.17582472
30,431,late,0.41464496,0.13167517,0.41464496,0.13167517
30,434,late,0.35144192,0.11068005,0.35144192,0.11068005
30,437,late,0.37631109,0.02206380,0.37631109,0.02206380
30,441,late,0.31736556,0.05089133,0.31736556,0.05089133
30,444,late,0.34184960,0.01945732,0.34184960,0.01945732
30,447,late,0.42101693,0.04198989,0.42101693,0.04198989
30,450,late,0.42101857,0.02289755,0.42101857,0.02289755
30,453,late,0.29858458,0.06489442,0.29858458,0.06489442
30,457,late,0.25151247,0.11462872,0.25151247,0.11462872
30,460,late,0.24313255,0.08384839,0.24313255,0.08384839
30,463,late,0.20835803,-0.01045600,0.20835803,-0.01045600
30,466,late,0.16244796,0.06800309,0.16244796,0.06800309
30,469,late,0.09904452,0.08832790,0.09904452,0.08832790
30,473,late,0.10661732,0.11107209,0.10661732,0.11107209
30,476,late,0.07917667,0.12675942,0.07917667,0.12675942
30,479,late,0.07430980,0.08638348,0.07430980,0.08638348
30,482,late,0.11074215,0.14116620,0.11074215,0.14116620
30,485,late,0.21301675,0.18505506,0.21301675,0.18505506
30,489,late,0.29424867,0.19417106,0.29424867,0.19417106
30,492,late,0.30020887,0.30350098,0.30020887,0.30350098
30,495,late,0.25813383,0.33936489,0.25813383,0.33936489
30,498,late,0.21205699,0.33420849,0.21205699,0.33420849
31,1,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,5,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,8,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,11,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,14,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,17,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,21,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,24,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,27,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,30,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,33,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,37,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,40,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,43,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,46,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,49,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,53,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,56,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,59,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,62,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,65,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,69,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,72,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,75,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,78,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,81,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,85,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,88,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,91,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,94,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,97,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,101,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,104,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,107,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,110,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,113,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,117,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,120,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,123,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,126,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,129,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,133,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,136,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,139,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,142,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,145,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,149,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,152,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,155,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,158,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,161,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,165,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,168,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,171,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,174,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,177,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,181,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,184,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,187,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,190,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,193,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,197,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,200,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,203,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,206,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,209,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,213,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,216,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,219,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,222,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,225,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,229,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,232,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,235,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,238,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,241,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,245,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,248,early,-0.93762112,1.65817750,-0.93762112,1.65817750
31,251,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,254,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,257,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,261,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,264,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,267,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,270,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,273,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,277,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,280,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,283,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,286,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,289,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,293,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,296,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,299,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,302,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,305,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,309,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,312,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,315,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,318,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,321,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,325,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,328,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,331,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,334,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,337,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,341,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,344,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,347,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,350,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,353,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,357,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,360,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,363,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,366,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,369,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,373,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,376,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,379,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,382,late,-0.93762112,1.65817750,-0.93762112,1.65817750
31,385,late,-0.93762112,1.65817750,-0.93762112,1.65817750
