step,acceptance_rate,window_acceptance_rate,mean_log_posterior,epsilon_mean_norm,epsilon_sd_mean
4600.0,0.9682302989130436,0.9684375000000001,-189.14425659179688,0.697725772857666,0.7111736536026001
4650.0,0.9682291666666667,0.968125,-188.97972106933594,0.6992342472076416,0.7096558809280396
4700.0,0.9682313829787235,0.9684375000000001,-189.09844970703125,0.697731077671051,0.7091110944747925
4750.0,0.9682335526315791,0.9684375000000001,-189.07449340820312,0.7162965536117554,0.712772011756897
4800.0,0.9682259114583334,0.9675,-188.98388671875,0.7325785756111145,0.7164260149002075
4850.0,0.9682313144329897,0.96875,-189.04920959472656,0.7408361434936523,0.7127211093902588
4900.0,0.9682334183673469,0.9684375000000001,-189.03192138671875,0.7395793199539185,0.721793532371521
4950.0,0.9682323232323232,0.968125,-188.9568634033203,0.7333737015724182,0.7183350324630737
5000.0,0.96823125,0.968125,-188.8708038330078,0.7286544442176819,0.7106640934944153
5050.0,0.968233292079208,0.9684375000000001,-188.84747314453125,0.7427591681480408,0.7020756006240845
5100.0,0.9682322303921568,0.968125,-189.0428466796875,0.7261137366294861,0.7016251087188721
5150.0,0.9682311893203883,0.968125,-188.92584228515625,0.7188999056816101,0.7017511129379272
5200.0,0.9682301682692307,0.968125,-188.9788360595703,0.7266178131103516,0.7055845260620117
5250.0,0.9682232142857143,0.9675,-189.02688598632812,0.725816547870636,0.7007220983505249
5300.0,0.968216391509434,0.9675,-189.01377868652344,0.7500686049461365,0.7002263069152832
5350.0,0.9682067757009346,0.9671875000000001,-188.9985809326172,0.7474473714828491,0.6968417763710022
5400.0,0.9682031249999999,0.9678125,-188.99090576171875,0.7509191632270813,0.7085028886795044
5450.0,0.9681995412844037,0.9678125,-189.0262908935547,0.7582868933677673,0.7061740756034851
5500.0,0.9681903409090908,0.9671875000000001,-188.9998779296875,0.7541276812553406,0.7064754962921143
5550.0,0.9681925675675676,0.9684375000000001,-188.98500061035156,0.7419275045394897,0.7005200982093811
5600.0,0.9681835937500001,0.9671875000000001,-189.0654754638672,0.734321117401123,0.7025178074836731
5650.0,0.9681803097345133,0.9678125,-188.97235107421875,0.7469931244850159,0.7042596340179443
5700.0,0.9681825657894736,0.9684375000000001,-189.0136260986328,0.7584118247032166,0.7104111909866333
5750.0,0.968179347826087,0.9678125,-188.99530029296875,0.7563052773475647,0.7138218879699707
5800.0,0.9681761853448275,0.9678125,-188.97653198242188,0.7488937377929688,0.7110927700996399
5850.0,0.9681784188034188,0.9684375000000001,-189.0819549560547,0.7307969331741333,0.7167303562164307
5900.0,0.9681779661016949,0.968125,-189.12026977539062,0.7564540505409241,0.7190948724746704
5950.0,0.9681801470588236,0.9684375000000001,-188.90855407714844,0.7715590000152588,0.7270104289054871
6000.0,0.9681744791666667,0.9675,-188.97836303710938,0.7774742245674133,0.7313878536224365
6050.0,0.9681714876033057,0.9678125,-188.92481994628906,0.7847349047660828,0.7281838059425354
6100.0,0.9681634221311475,0.9671875000000001,-188.9122314453125,0.7748538255691528,0.7271483540534973
6150.0,0.9681529471544715,0.9668749999999999,-188.9259796142578,0.7759799361228943,0.7297431230545044
6200.0,0.9681451612903226,0.9671875000000001,-188.88267517089844,0.7817324995994568,0.7352687120437622
6250.0,0.968145,0.968125,-188.88949584960938,0.7723935842514038,0.7347604632377625
6300.0,0.9681448412698412,0.968125,-188.91014099121094,0.7655317783355713,0.7246869206428528
6350.0,0.9681471456692914,0.9684375000000001,-188.93521118164062,0.7541285157203674,0.7244384288787842
6400.0,0.96814208984375,0.9675,-188.9867706298828,0.7526639103889465,0.7275468707084656
6450.0,0.9681443798449612,0.9684375000000001,-188.9725341796875,0.7630516290664673,0.7302114963531494
6500.0,0.9681466346153846,0.9684375000000001,-188.88966369628906,0.7595221996307373,0.7251520156860352
6550.0,0.9681440839694656,0.9678125,-188.88291931152344,0.7651243805885315,0.71954345703125
6600.0,0.9681392045454545,0.9675,-189.0703887939453,0.7650859355926514,0.7298585176467896
6650.0,0.9681343984962406,0.9675,-189.07850646972656,0.7730872631072998,0.740200400352478
6700.0,0.9681296641791044,0.9675,-189.064453125,0.7966893911361694,0.7495091557502747
6750.0,0.9681296296296297,0.968125,-189.02159118652344,0.8050616383552551,0.744741678237915
6800.0,0.9681318933823528,0.9684375000000001,-189.1656036376953,0.8096350431442261,0.7454516887664795
6850.0,0.9681250000000001,0.9671875000000001,-188.9898681640625,0.8011950850486755,0.7262840270996094
6900.0,0.968125,0.968125,-189.13966369628906,0.7866834998130798,0.7250804305076599
6950.0,0.9681249999999999,0.968125,-188.98536682128906,0.784404993057251,0.7191613912582397
7000.0,0.9681205357142858,0.9675,-189.00137329101562,0.7724294662475586,0.7195075750350952
7050.0,0.9681205673758866,0.968125,-188.97592163085938,0.7617081999778748,0.7172179222106934
7100.0,0.9681161971830986,0.9675,-188.9905548095703,0.7618927359580994,0.7194879651069641
7150.0,0.9681206293706294,0.96875,-189.03594970703125,0.7736759185791016,0.7300889492034912
7200.0,0.9681184895833335,0.9678125,-189.0820770263672,0.7734521627426147,0.725395143032074
7250.0,0.9681206896551724,0.9684375000000001,-189.0658416748047,0.781471312046051,0.7257421016693115
7300.0,0.9681121575342465,0.966875,-189.08216857910156,0.7816230058670044,0.7187987565994263
7350.0,0.9681079931972789,0.9675,-189.2152557373047,0.7847820520401001,0.7216142416000366
7400.0,0.9681059966216217,0.9678125,-189.29762268066406,0.7716692090034485,0.7188006639480591
7450.0,0.96810822147651,0.9684375000000001,-189.29818725585938,0.7636470794677734,0.724772572517395
7500.0,0.9681062500000001,0.9678125,-189.13621520996094,0.7751978039741516,0.7248203754425049
7550.0,0.9681084437086092,0.9684375000000001,-189.0931854248047,0.7761751413345337,0.7282888293266296
7600.0,0.9681003289473684,0.966875,-189.11940002441406,0.7775205373764038,0.7232276201248169
7650.0,0.9681025326797386,0.9684375000000001,-189.21368408203125,0.7748508453369141,0.7178707122802734
7700.0,0.9681047077922078,0.9684375000000001,-189.05215454101562,0.7689947485923767,0.726079523563385
7750.0,0.9681048387096775,0.968125,-189.07330322265625,0.7815225124359131,0.7189145088195801
7800.0,0.9681009615384615,0.9675,-189.1606903076172,0.7567570805549622,0.7276575565338135
7850.0,0.9681011146496814,0.968125,-189.0816192626953,0.7615612149238586,0.7230821251869202
7900.0,0.9680973101265824,0.9675,-189.19252014160156,0.7633584141731262,0.7288526296615601
7950.0,0.9680974842767295,0.968125,-189.075439453125,0.7639977931976318,0.7284618616104126
8000.0,0.9680976562500001,0.968125,-189.24436950683594,0.7491443157196045,0.7279536724090576
8050.0,0.9680997670807454,0.9684375000000001,-189.21128845214844,0.7377611994743347,0.736222505569458
8100.0,0.9680960648148149,0.9675,-189.3350372314453,0.736598789691925,0.7442853450775146
8150.0,0.9680981595092024,0.9684375000000001,-189.21041870117188,0.7306932806968689,0.7352232933044434
8200.0,0.9680964176829268,0.9678125,-189.23699951171875,0.7340423464775085,0.7371801137924194
8250.0,0.9680965909090908,0.968125,-189.29624938964844,0.7240177989006042,0.7320091724395752
8300.0,0.9680948795180723,0.9678125,-189.17019653320312,0.7282484173774719,0.7248114347457886
8350.0,0.9680950598802395,0.968125,-189.28089904785156,0.7233680486679077,0.7374440431594849
8400.0,0.9680915178571429,0.9675,-189.05401611328125,0.7089470624923706,0.7264028787612915
8450.0,0.9680935650887574,0.9684375000000001,-189.01239013671875,0.7203376889228821,0.7306846380233765
8500.0,0.9680974264705883,0.96875,-189.0325164794922,0.7222954034805298,0.7253047823905945
8550.0,0.9681012426900585,0.96875,-189.01087951660156,0.7316932678222656,0.7235540151596069
8600.0,0.9680995639534884,0.9678125,-189.02362060546875,0.7307834029197693,0.7232149839401245
8650.0,0.9681015173410404,0.9684375000000001,-189.03013610839844,0.7219728231430054,0.7243320941925049
8700.0,0.968099856321839,0.9678125,-189.00877380371094,0.7312794327735901,0.7247844934463501
8750.0,0.9681017857142857,0.9684375000000001,-188.9498291015625,0.7271013855934143,0.7251759767532349
8800.0,0.96810546875,0.96875,-189.1422576904297,0.7331362366676331,0.7298804521560669
8850.0,0.9681073446327684,0.9684375000000001,-189.08058166503906,0.7365296483039856,0.7324155569076538
8900.0,0.9681091994382023,0.9684375000000001,-189.05674743652344,0.7203640341758728,0.7327902913093567
8950.0,0.9681057960893855,0.9675,-189.1249237060547,0.7234775424003601,0.7276344895362854
9000.0,0.9681041666666668,0.9678125,-189.16622924804688,0.7226318717002869,0.7384527325630188
9050.0,0.9680991022099448,0.9671875,-189.0953826904297,0.7161201238632202,0.7260388135910034
9100.0,0.9681009615384615,0.9684375000000001,-189.0704803466797,0.7251169085502625,0.7184677124023438
9150.0,0.968102800546448,0.9684375000000001,-188.97755432128906,0.7118939757347107,0.7169448137283325
9200.0,0.9681063179347826,0.96875,-189.0345916748047,0.7261492013931274,0.7124118804931641
9250.0,0.9681047297297296,0.9678125,-188.9716339111328,0.7354077100753784,0.7096297740936279
9300.0,0.9681065188172042,0.9684375000000001,-189.15499877929688,0.7299420237541199,0.7125399708747864
9350.0,0.9681066176470587,0.968125,-189.03147888183594,0.7312626838684082,0.7129877805709839
9400.0,0.9681050531914894,0.9678125,-188.97366333007812,0.7329291701316833,0.7092218995094299
9450.0,0.9681035052910054,0.9678125,-189.16839599609375,0.7221791744232178,0.7158662676811218
9500.0,0.9681036184210527,0.968125,-189.1224822998047,0.7356960773468018,0.7258073091506958
9550.0,0.9680971858638743,0.9668749999999999,-189.08572387695312,0.7331147193908691,0.7260226011276245
9600.0,0.9680973307291667,0.968125,-189.00070190429688,0.7374475598335266,0.7178955078125
9650.0,0.9681007124352332,0.96875,-189.0654296875,0.7226152420043945,0.7260270714759827
9700.0,0.9681024484536083,0.9684375000000001,-189.03663635253906,0.7147908210754395,0.7226904630661011
9750.0,0.9681009615384615,0.9678125,-189.0698699951172,0.7094751596450806,0.7244422435760498
9800.0,0.9681026785714286,0.9684375000000001,-189.10520935058594,0.7104060649871826,0.7204506397247314
9850.0,0.9681027918781726,0.968125,-189.08897399902344,0.7223274111747742,0.7286921143531799
9900.0,0.9681029040404041,0.968125,-189.08067321777344,0.7269198298454285,0.7267872095108032
9950.0,0.9681014447236181,0.9678125,-189.16737365722656,0.7409648299217224,0.7272423505783081
10000.0,0.9681031250000001,0.9684375000000001,-189.01937866210938,0.7416790127754211,0.7282581329345703
