target,metric,step,mean,std,count
8_gaussians,w2,70000,0.1983594112098217,0.093538689753181,10
8_gaussians,w2,75000,0.2009783796966076,0.08094350305961018,10
8_gaussians,w2,80000,0.19649110808968545,0.08245573079479156,10
8_gaussians,w2,85000,0.21093954369425774,0.10693098889914732,10
8_gaussians,w2,90000,0.2035197474062443,0.08805674389486566,10
8_gaussians,w2,95000,0.20340658500790595,0.08633317717039038,10
8_gaussians,w2,100000,0.20773080959916115,0.08743812662581141,10
8_gaussians_small,elbo,5000,-4.649186444282532,1.2872583829909676,10
8_gaussians_small,elbo,10000,-3.3534499406814575,1.6201203457962474,10
8_gaussians_small,elbo,15000,-2.059024727344513,1.1674790449382155,10
8_gaussians_small,elbo,20000,-1.4190227746963502,1.1250162285110956,10
8_gaussians_small,elbo,25000,-1.2409569025039673,1.1091071669262875,10
8_gaussians_small,elbo,30000,-0.7426691889762879,0.806987338088926,10
8_gaussians_small,elbo,35000,-0.642666545510292,0.7568031944416103,10
8_gaussians_small,elbo,40000,-0.47428945302963255,0.7506420326200243,10
8_gaussians_small,elbo,45000,-0.4048538625240326,0.62902301462709,10
8_gaussians_small,elbo,50000,-0.3784944161772728,0.6074374532928706,10
8_gaussians_small,elbo,55000,-0.36115746945142746,0.6201479911809877,10
8_gaussians_small,elbo,60000,-0.35746226012706755,0.6224803347393365,10
8_gaussians_small,elbo,65000,-0.34051414728164675,0.5997495099914097,10
8_gaussians_small,elbo,70000,-0.35961934849619864,0.6862537486868363,10
8_gaussians_small,elbo,75000,-0.3466594837605953,0.6043833279086336,10
8_gaussians_small,elbo,80000,-0.3271533466875553,0.6110532627313611,10
8_gaussians_small,elbo,85000,-0.3291216008365154,0.6290451074038154,10
8_gaussians_small,elbo,90000,-0.3360867895185947,0.6048613859702787,10
8_gaussians_small,elbo,95000,-0.32753594145178794,0.6230856202917885,10
8_gaussians_small,elbo,100000,-0.3284903772175312,0.6087902004822145,10
8_gaussians_small,kl_ite,5000,1.4367732383306924,0.27321407714229573,10
8_gaussians_small,kl_ite,10000,1.0131636098182235,0.35680321512285423,10
8_gaussians_small,kl_ite,15000,0.7709545263025822,0.3853816575706408,10
8_gaussians_small,kl_ite,20000,0.5501757448349774,0.3708145620218764,10
8_gaussians_small,kl_ite,25000,0.4254796050079526,0.3474662213059268,10
8_gaussians_small,kl_ite,30000,0.31589023940540617,0.34889244406545755,10
8_gaussians_small,kl_ite,35000,0.2722283019241285,0.35616670041326953,10
8_gaussians_small,kl_ite,40000,0.2322276284442856,0.3482628083755316,10
8_gaussians_small,kl_ite,45000,0.2037433468284942,0.3335186031524339,10
8_gaussians_small,kl_ite,50000,0.1958990716635484,0.33477411736691515,10
8_gaussians_small,kl_ite,55000,0.18601337960829395,0.3367981148095552,10
8_gaussians_small,kl_ite,60000,0.1827938249411716,0.3358125882759541,10
8_gaussians_small,kl_ite,65000,0.17805278275749953,0.33703634399986465,10
8_gaussians_small,kl_ite,70000,0.18057439751517673,0.3445233743355491,10
8_gaussians_small,kl_ite,75000,0.18380546874630385,0.35037162501365604,10
8_gaussians_small,kl_ite,80000,0.18003436647813462,0.3542323875890751,10
8_gaussians_small,kl_ite,85000,0.17589127459641812,0.35225724825593385,10
8_gaussians_small,kl_ite,90000,0.1796136709644661,0.349295401918868,10
8_gaussians_small,kl_ite,95000,0.17531886621873202,0.34393006299151824,10
8_gaussians_small,kl_ite,100000,0.17582161876264485,0.3619706286960462,10
8_gaussians_small,w2,5000,0.13873519971966744,0.02454093812687024,10
8_gaussians_small,w2,10000,0.10419188141822815,0.03022058698581217,10
8_gaussians_small,w2,15000,0.09392984062433243,0.03512513372873049,10
8_gaussians_small,w2,20000,0.0816328190267086,0.042123611399940586,10
8_gaussians_small,w2,25000,0.0834353506565094,0.0477002798413022,10
8_gaussians_small,w2,30000,0.0868658721446991,0.052283162750468445,10
8_gaussians_small,w2,35000,0.10050414018332958,0.05573975609938316,10
8_gaussians_small,w2,40000,0.10950289443135261,0.0655115138443417,10
8_gaussians_small,w2,45000,0.11560470461845399,0.07022326217794903,10
8_gaussians_small,w2,50000,0.12233992591500283,0.07428775419978444,10
8_gaussians_small,w2,55000,0.1287690170109272,0.08126669726163406,10
8_gaussians_small,w2,60000,0.13075321689248084,0.08274650402061727,10
8_gaussians_small,w2,65000,0.13335367999970912,0.08871862407750108,10
8_gaussians_small,w2,70000,0.13123160898685454,0.0863232418293014,10
8_gaussians_small,w2,75000,0.13385064378380776,0.09278767716198791,10
8_gaussians_small,w2,80000,0.1370461955666542,0.0935232302779368,10
8_gaussians_small,w2,85000,0.13494350612163544,0.09079603639868351,10
8_gaussians_small,w2,90000,0.1370436828583479,0.09772646017671738,10
8_gaussians_small,w2,95000,0.13608729988336563,0.08978664422608947,10
8_gaussians_small,w2,100000,0.13777673318982125,0.09179730116380723,10
Langevin_post,elbo,5000,-536.6268310546875,2.633603889079631,10
Langevin_post,elbo,10000,-383.8339111328125,2.7504744784627717,10
Langevin_post,elbo,15000,-307.3303741455078,2.035361554500542,10
Langevin_post,elbo,20000,-264.5197479248047,1.5142397066005087,10
Langevin_post,elbo,25000,-238.98631744384767,1.135208365623036,10
Langevin_post,elbo,30000,-222.05941162109374,0.9777632921815969,10
Langevin_post,elbo,35000,-210.32018432617187,0.8427771016298222,10
Langevin_post,elbo,40000,-201.95570220947266,0.501252091557819,10
Langevin_post,elbo,45000,-195.9691940307617,0.49648915786177256,10
Langevin_post,elbo,50000,-191.9100326538086,0.22432265587933362,10
Langevin_post,elbo,55000,-191.3595413208008,0.29978441229988595,10
Langevin_post,elbo,60000,-191.30664672851563,0.2355432492831667,10
Langevin_post,elbo,65000,-191.01910858154298,0.2445168287133674,10
Langevin_post,elbo,70000,-191.0315368652344,0.231512349918601,10
Langevin_post,elbo,75000,-190.9709213256836,0.23759501417049067,10
Langevin_post,elbo,80000,-190.92447662353516,0.3481415703625217,10
Langevin_post,elbo,85000,-190.9788848876953,0.2049699409420176,10
Langevin_post,elbo,90000,-190.94266662597656,0.22434615133713376,10
Langevin_post,elbo,95000,-190.86184997558593,0.2771115021620668,10
Langevin_post,elbo,100000,-190.87147064208983,0.2657287478269601,10
Langevin_post,kde_expected_log_marginal,5000,32.60900707244873,0.7600549467549248,10
Langevin_post,kde_expected_log_marginal,10000,47.53167915344238,0.3908610856386035,10
Langevin_post,kde_expected_log_marginal,15000,55.723797988891604,0.37946359028094695,10
Langevin_post,kde_expected_log_marginal,20000,61.583527374267575,0.2611258256756894,10
Langevin_post,kde_expected_log_marginal,25000,65.89557113647462,0.27040851840215585,10
Langevin_post,kde_expected_log_marginal,30000,69.05914611816407,0.19057596796039034,10
Langevin_post,kde_expected_log_marginal,35000,71.30689544677735,0.1277914324522868,10
Langevin_post,kde_expected_log_marginal,40000,72.9874656677246,0.13169098789060044,10
Langevin_post,kde_expected_log_marginal,45000,74.1201271057129,0.0667351253808056,10
Langevin_post,kde_expected_log_marginal,50000,74.78917770385742,0.04585610776456165,10
Langevin_post,kde_expected_log_marginal,55000,74.75922470092773,0.0534609846919253,10
Langevin_post,kde_expected_log_marginal,60000,74.74734039306641,0.03086378436402614,10
Langevin_post,kde_expected_log_marginal,65000,74.7547622680664,0.0472847675586066,10
Langevin_post,kde_expected_log_marginal,70000,74.75003509521484,0.04623190132698847,10
Langevin_post,kde_expected_log_marginal,75000,74.74827651977539,0.053982245902768934,10
Langevin_post,kde_expected_log_marginal,80000,74.74788131713868,0.04173007750169257,10
Langevin_post,kde_expected_log_marginal,85000,74.73992004394532,0.039108160902431424,10
Langevin_post,kde_expected_log_marginal,90000,74.75183639526367,0.04016570510815811,10
Langevin_post,kde_expected_log_marginal,95000,74.75167770385742,0.040245449222937026,10
Langevin_post,kde_expected_log_marginal,100000,74.75597076416015,0.03649637445868694,10
Langevin_post,w2,5000,0.14750958532094954,0.002994563727624729,10
Langevin_post,w2,10000,0.10361884757876397,0.00165471714312741,10
Langevin_post,w2,15000,0.08010893985629082,0.0017660004541588993,10
Langevin_post,w2,20000,0.06205366402864456,0.0013148583713017514,10
Langevin_post,w2,25000,0.048422948271036145,0.000893091203284362,10
Langevin_post,w2,30000,0.037548309192061424,0.0008322476971022528,10
Langevin_post,w2,35000,0.02904953174293041,0.0005218145919492836,10
Langevin_post,w2,40000,0.022002808190882205,0.0009054370662742541,10
Langevin_post,w2,45000,0.016239661909639835,0.0006196131580426623,10
Langevin_post,w2,50000,0.011737607046961784,0.00033826420933920386,10
Langevin_post,w2,55000,0.012145162746310233,0.00043703512294354966,10
Langevin_post,w2,60000,0.01217300109565258,0.0003507992399513747,10
Langevin_post,w2,65000,0.012023210339248181,0.000416054934417176,10
Langevin_post,w2,70000,0.011898139212280511,0.00046310455294432866,10
Langevin_post,w2,75000,0.012060618773102761,0.00046521596312576555,10
Langevin_post,w2,80000,0.011926485970616341,0.00039204810158182865,10
Langevin_post,w2,85000,0.01198849119246006,0.00038145945048208453,10
Langevin_post,w2,90000,0.01178687708452344,0.0002839426619404714,10
Langevin_post,w2,95000,0.011819184105843306,0.00020374966930952922,10
Langevin_post,w2,100000,0.011831674259155989,0.00030531398798906684,10
banana,elbo,5000,-40.65067329406738,28.22215257083549,10
banana,elbo,10000,-18.724749052524565,27.827385232076235,10
banana,elbo,15000,-20.83665121793747,33.41612316752381,10
banana,elbo,20000,-13.399678310751915,27.061716011234893,10
banana,elbo,25000,-11.650895969569683,24.27068079260996,10
banana,elbo,30000,-4.724530334770679,14.275179186353213,10
banana,elbo,35000,-6.848728466033935,21.19955060450504,10
banana,elbo,40000,-0.09733389765024185,0.016703082942489175,10
banana,elbo,45000,-0.07674392051994801,0.018034028836394586,10
banana,elbo,50000,-0.06441332027316093,0.016036840725689873,10
banana,elbo,55000,-0.060841836407780646,0.01071955670635599,10
banana,elbo,60000,-0.057612630724906924,0.008459638047072265,10
banana,elbo,65000,-0.05313318558037281,0.010903416277410247,10
banana,elbo,70000,-0.05193959139287472,0.0055524836353763665,10
banana,elbo,75000,-0.04951297640800476,0.006452447756433991,10
banana,elbo,80000,-0.05328001119196415,0.008460193631840519,10
banana,elbo,85000,-0.050528546795248985,0.003782779122532116,10
banana,elbo,90000,-0.050891443714499475,0.00886365246060245,10
banana,elbo,95000,-0.04896064028143883,0.006032795117513157,10
banana,elbo,100000,-0.04586486201733351,0.006915144875307983,10
banana,kl_ite,5000,1.7342865658456976,0.4567577773036429,10
banana,kl_ite,10000,0.9557851859000002,0.742007443521071,10
banana,kl_ite,15000,0.8442255080684518,0.814692384817009,10
banana,kl_ite,20000,0.5598852114001521,0.6943648404568044,10
banana,kl_ite,25000,0.4923880182374192,0.753234284565537,10
banana,kl_ite,30000,0.25827608279044556,0.5614043180264031,10
banana,kl_ite,35000,0.23125322239920837,0.5521209636103942,10
banana,kl_ite,40000,0.0400173996060501,0.029179863118393268,10
banana,kl_ite,45000,0.03126051200755779,0.02413177182268123,10
banana,kl_ite,50000,0.02963217208859902,0.012171488840921977,10
banana,kl_ite,55000,0.02629812087425252,0.017279066991199663,10
banana,kl_ite,60000,0.02689234433465591,0.012554723059347619,10
banana,kl_ite,65000,0.026670256212906567,0.00996056416895794,10
banana,kl_ite,70000,0.024633576121937718,0.011619002212624583,10
banana,kl_ite,75000,0.026956556102437423,0.008512109498408353,10
banana,kl_ite,80000,0.023651105686851453,0.011819559267008645,10
banana,kl_ite,85000,0.024504000011742556,0.00937304057136982,10
banana,kl_ite,90000,0.021143556653519142,0.011200397436048636,10
banana,kl_ite,95000,0.021981441747195095,0.009838328168655378,10
banana,kl_ite,100000,0.029947648803249016,0.007782422965710319,10
banana,w2,5000,0.736914998292923,0.06304428596669742,10
banana,w2,10000,0.5800074130296707,0.13201281466375145,10
banana,w2,15000,0.49498451352119444,0.19367271844590267,10
banana,w2,20000,0.3792972147464752,0.16186367938097687,10
banana,w2,25000,0.35034855306148527,0.16942118252625438,10
banana,w2,30000,0.3250914946198463,0.1624823189219945,10
banana,w2,35000,0.3666199862957001,0.12536201700922217,10
banana,w2,40000,0.369751101732254,0.13007537475438222,10
banana,w2,45000,0.4223169654607773,0.11730920637258659,10
banana,w2,50000,0.45797125697135926,0.07009253716485911,10
banana,w2,55000,0.443278968334198,0.03957903886506921,10
banana,w2,60000,0.46706793308258054,0.05706262409291336,10
banana,w2,65000,0.44019922614097595,0.03430206752174619,10
banana,w2,70000,0.44683922827243805,0.034981745130917154,10
banana,w2,75000,0.4346823483705521,0.022978604251316512,10
banana,w2,80000,0.44902693629264834,0.034598995632675454,10
banana,w2,85000,0.4406931012868881,0.02479497709838779,10
banana,w2,90000,0.4403103679418564,0.025501432383987322,10
banana,w2,95000,0.4383950144052505,0.019741136898923966,10
banana,w2,100000,0.42586514353752136,0.015446790296748239,10
multimodal,elbo,5000,-2.401295232772827,0.15467678373584481,10
multimodal,elbo,10000,-1.1873007655143737,0.1524096679653969,10
multimodal,elbo,15000,-0.6539030313491822,0.07709785767638504,10
multimodal,elbo,20000,-0.38107440769672396,0.05031707605977019,10
multimodal,elbo,25000,-0.2120536357164383,0.020455059483626366,10
multimodal,elbo,30000,-0.11994829624891282,0.016653419580052512,10
multimodal,elbo,35000,-0.06327400542795658,0.008179959885748194,10
multimodal,elbo,40000,-0.03152664508670568,0.004479593322822052,10
multimodal,elbo,45000,-0.014125697966665029,0.0023728143284375003,10
multimodal,elbo,50000,-0.010295000299811364,0.006212451234100713,10
multimodal,elbo,55000,-0.007061767973937094,0.0032067018836897825,10
multimodal,elbo,60000,-0.008062005508691072,0.001985210710501205,10
multimodal,elbo,65000,-0.0063509174389764665,0.0013268829736527569,10
multimodal,elbo,70000,-0.006621933006681502,0.002313935234229738,10
multimodal,elbo,75000,-0.006637097406201065,0.002971733824684718,10
multimodal,elbo,80000,-0.005596073251217604,0.0007200707036039843,10
multimodal,elbo,85000,-0.004584568762220442,0.0013422926565395598,10
multimodal,elbo,90000,-0.007141832681372762,0.002559782356383185,10
multimodal,elbo,95000,-0.005556080001406371,0.0026096605692175995,10
multimodal,elbo,100000,-0.006530957017093897,0.0013019710192714816,10
multimodal,kl_ite,5000,1.2600993450938067,0.05601622776099814,10
multimodal,kl_ite,10000,0.7287023400370285,0.04647477677284431,10
multimodal,kl_ite,15000,0.4604725139137414,0.0438619155821773,10
multimodal,kl_ite,20000,0.2834318947258335,0.039905754610694094,10
multimodal,kl_ite,25000,0.15655246105991055,0.009363147254751585,10
multimodal,kl_ite,30000,0.0851652904778577,0.015995914418555652,10
multimodal,kl_ite,35000,0.04464226294141348,0.012045922851286169,10
multimodal,kl_ite,40000,0.01758519894714277,0.014101880489631083,10
multimodal,kl_ite,45000,0.007127186812394469,0.014209080782081336,10
multimodal,kl_ite,50000,0.0036814327909560447,0.012152082994216778,10
multimodal,kl_ite,55000,0.0002914345035905635,0.006928347311303029,10
multimodal,kl_ite,60000,0.004905222557537546,0.012496790530419815,10
multimodal,kl_ite,65000,0.0031166302096362975,0.013537143437432415,10
multimodal,kl_ite,70000,-0.0006051082674767304,0.013472777085462882,10
multimodal,kl_ite,75000,0.002198415075325506,0.012908074140441782,10
multimodal,kl_ite,80000,0.0019185643188540848,0.007114972772187667,10
multimodal,kl_ite,85000,0.003677778260152404,0.011207459698478322,10
multimodal,kl_ite,90000,-0.002903148596163344,0.008419553025045955,10
multimodal,kl_ite,95000,-0.0021681957890800473,0.008645289678827803,10
multimodal,kl_ite,100000,0.0005604978444867346,0.007783059829121429,10
multimodal,w2,5000,1.2313783526420594,0.03990716531223767,10
multimodal,w2,10000,0.8293168723583222,0.052563722516714845,10
multimodal,w2,15000,0.5983773648738862,0.04756085323107894,10
multimodal,w2,20000,0.44128686785697935,0.04471888001975451,10
multimodal,w2,25000,0.31748887300491335,0.02408365021226486,10
multimodal,w2,30000,0.23102663904428483,0.021763462421849955,10
multimodal,w2,35000,0.1560737445950508,0.01600025964145343,10
multimodal,w2,40000,0.10628629103302956,0.014444875311517091,10
multimodal,w2,45000,0.0659865528345108,0.00995099522116058,10
multimodal,w2,50000,0.04268657807260752,0.020268264048548673,10
multimodal,w2,55000,0.04469613563269377,0.015178159117440325,10
multimodal,w2,60000,0.03645588178187609,0.007580493967788432,10
multimodal,w2,65000,0.036878506653010845,0.010477935807678779,10
multimodal,w2,70000,0.03511700108647346,0.010500926655758469,10
multimodal,w2,75000,0.031772855669260025,0.00746703193202227,10
multimodal,w2,80000,0.03222037218511105,0.007719274331260161,10
multimodal,w2,85000,0.03618809133768082,0.014370579175303058,10
multimodal,w2,90000,0.03499609157443047,0.013325410879611772,10
multimodal,w2,95000,0.029980339482426642,0.00451828313696534,10
multimodal,w2,100000,0.03254094887524843,0.009138826614849322,10
student_uc,elbo,5000,-2.7201586246490477,0.009703593612502556,10
student_uc,elbo,10000,-2.7192013263702393,0.0020859229177245214,10
student_uc,elbo,15000,-2.7163198947906495,0.004808556283856205,10
student_uc,elbo,20000,-2.716311454772949,0.005842775674612818,10
student_uc,elbo,25000,-2.715462589263916,0.00510480200465358,10
student_uc,elbo,30000,-2.7124582290649415,0.0036917512439196957,10
student_uc,elbo,35000,-2.714181733131409,0.003432041991238939,10
student_uc,elbo,40000,-2.714481163024902,0.0039445609969881125,10
student_uc,elbo,45000,-2.7101951360702516,0.003052636395192083,10
student_uc,elbo,50000,-2.7054176807403563,0.004240970397313241,10
student_uc,elbo,55000,-2.7061384677886964,0.004119570355458802,10
student_uc,elbo,60000,-2.70364453792572,0.003280771612411322,10
student_uc,elbo,65000,-2.702378678321838,0.004064455797291189,10
student_uc,elbo,70000,-2.7004462003707888,0.0031154812119911,10
student_uc,elbo,75000,-2.7000805377960204,0.005372051339643105,10
student_uc,elbo,80000,-2.6997876167297363,0.0030985814943172204,10
student_uc,elbo,85000,-2.6983087062835693,0.0028756494981198597,10
student_uc,elbo,90000,-2.69920334815979,0.002176006284041053,10
student_uc,elbo,95000,-2.69911367893219,0.0049926071057569505,10
student_uc,elbo,100000,-2.6978663921356203,0.004064808882636342,10
student_uc,kl_ite,5000,0.04394142328931649,0.010006077281552525,10
student_uc,kl_ite,10000,0.03704168492696601,0.012209579644244541,10
student_uc,kl_ite,15000,0.03711447627500042,0.011294178437140256,10
student_uc,kl_ite,20000,0.03593380487245128,0.0067669163964852565,10
student_uc,kl_ite,25000,0.034304985318437425,0.010370777983342766,10
student_uc,kl_ite,30000,0.04001111604641143,0.008989377504218264,10
student_uc,kl_ite,35000,0.03891186177421558,0.012193091881428742,10
student_uc,kl_ite,40000,0.0329944163642702,0.011522611196310848,10
student_uc,kl_ite,45000,0.02903798912206566,0.010375824996246424,10
student_uc,kl_ite,50000,0.028793853507409938,0.014124076728822644,10
student_uc,kl_ite,55000,0.028225477664512683,0.009957947746998421,10
student_uc,kl_ite,60000,0.029239074188356706,0.011283439196215366,10
student_uc,kl_ite,65000,0.023399447577802983,0.01151949864440745,10
student_uc,kl_ite,70000,0.02543252549754139,0.010470019498128818,10
student_uc,kl_ite,75000,0.023100363533259904,0.015889894990123447,10
student_uc,kl_ite,80000,0.0248409394954341,0.01157305087780467,10
student_uc,kl_ite,85000,0.02080898218375021,0.010529466366338065,10
student_uc,kl_ite,90000,0.0288916845238388,0.008030282326454892,10
student_uc,kl_ite,95000,0.02575133038711792,0.009914263968684132,10
student_uc,kl_ite,100000,0.015693126937081414,0.013584221149497333,10
student_uc,w2,5000,0.6229983448982239,0.03595115250230547,10
student_uc,w2,10000,0.6026873409748077,0.021427889841627173,10
student_uc,w2,15000,0.610073059797287,0.02020610822903029,10
student_uc,w2,20000,0.5964248955249787,0.021742482580880743,10
student_uc,w2,25000,0.5862008273601532,0.026964794416693,10
student_uc,w2,30000,0.5863449394702911,0.01787425049800102,10
student_uc,w2,35000,0.5928913295269013,0.018229780812074246,10
student_uc,w2,40000,0.593729168176651,0.010469336254038881,10
student_uc,w2,45000,0.5792852759361267,0.02669564407887592,10
student_uc,w2,50000,0.5982791066169739,0.012796322404724388,10
student_uc,w2,55000,0.5818727374076843,0.024257142906254504,10
student_uc,w2,60000,0.5888530433177948,0.012308798398215382,10
student_uc,w2,65000,0.5916222751140594,0.01473358590233299,10
student_uc,w2,70000,0.5795322775840759,0.015176062247343214,10
student_uc,w2,75000,0.5927338838577271,0.018587135072078858,10
student_uc,w2,80000,0.579467636346817,0.016586047966626622,10
student_uc,w2,85000,0.588314825296402,0.023034351744293708,10
student_uc,w2,90000,0.583660078048706,0.018261695923450314,10
student_uc,w2,95000,0.5861141324043274,0.01447228982014726,10
student_uc,w2,100000,0.5877405166625976,0.013635522747568074,10
x_shaped,elbo,5000,-4.091517758369446,0.8451047238871047,10
x_shaped,elbo,10000,-2.2254049301147463,0.5714212603470149,10
x_shaped,elbo,15000,-1.2443420529365539,0.458813943209837,10
x_shaped,elbo,20000,-0.762999415397644,0.32877739197129174,10
x_shaped,elbo,25000,-0.5258060783147812,0.2341337331079718,10
x_shaped,elbo,30000,-0.3248294860124588,0.22928897126314576,10
x_shaped,elbo,35000,-0.2419097237288952,0.20463192666910787,10
x_shaped,elbo,40000,-0.16239189133048057,0.1480980814133576,10
x_shaped,elbo,45000,-0.13130368888378144,0.1386643188049103,10
x_shaped,elbo,50000,-0.09816020336002111,0.1148133543965227,10
x_shaped,elbo,55000,-0.09839140027761459,0.12142016222315573,10
x_shaped,elbo,60000,-0.10617700349539519,0.1260982114780535,10
x_shaped,elbo,65000,-0.09387523224577307,0.11879393561430857,10
x_shaped,elbo,70000,-0.10281975511461497,0.13091525771252666,10
x_shaped,elbo,75000,-0.10325564108788968,0.13719848510709257,10
x_shaped,elbo,80000,-0.10105999056249856,0.12770542472472918,10
x_shaped,elbo,85000,-0.09501291029155254,0.1169983500877843,10
x_shaped,elbo,90000,-0.09474137797951698,0.1116233163104602,10
x_shaped,elbo,95000,-0.10256411395967006,0.1319421439566174,10
x_shaped,elbo,100000,-0.10024043843150139,0.12673592063694938,10
x_shaped,kl_ite,5000,1.4872647819331282,0.12007026710455108,10
x_shaped,kl_ite,10000,0.90545320184236,0.1170390614822667,10
x_shaped,kl_ite,15000,0.5932511691187299,0.14962477548158654,10
x_shaped,kl_ite,20000,0.3950860173364157,0.09346914760354312,10
x_shaped,kl_ite,25000,0.2724281268695361,0.10222641876899732,10
x_shaped,kl_ite,30000,0.15831142553382563,0.09984601459854141,10
x_shaped,kl_ite,35000,0.10873930728514798,0.10399093686115535,10
x_shaped,kl_ite,40000,0.06841934757869131,0.0920995468071634,10
x_shaped,kl_ite,45000,0.0503255037346237,0.0830847050330724,10
x_shaped,kl_ite,50000,0.04244816765972166,0.08177383476012466,10
x_shaped,kl_ite,55000,0.05055036992801447,0.0823875448922042,10
x_shaped,kl_ite,60000,0.03813845889270161,0.08089709253592368,10
x_shaped,kl_ite,65000,0.043233537378420006,0.0887511507313575,10
x_shaped,kl_ite,70000,0.04298444750735193,0.07926066151173684,10
x_shaped,kl_ite,75000,0.04508265462715032,0.08792222761683108,10
x_shaped,kl_ite,80000,0.042853639574887935,0.0806359996816576,10
x_shaped,kl_ite,85000,0.043900822194838915,0.0868802907213264,10
x_shaped,kl_ite,90000,0.05244454782933611,0.08811549925607495,10
x_shaped,kl_ite,95000,0.043059488847075576,0.07761505515613153,10
x_shaped,kl_ite,100000,0.04349823265479511,0.07966353299205971,10
x_shaped,w2,5000,1.8841900944709777,0.15240799504240568,10
x_shaped,w2,10000,1.2872918009757996,0.09120074839000715,10
x_shaped,w2,15000,0.9316128134727478,0.09685587679079483,10
x_shaped,w2,20000,0.6838750928640366,0.10033845604268797,10
x_shaped,w2,25000,0.5302078157663346,0.07987872419644851,10
x_shaped,w2,30000,0.3411582872271538,0.04518116453114875,10
x_shaped,w2,35000,0.23932295590639113,0.0305515784366736,10
x_shaped,w2,40000,0.15100427344441414,0.044082242285272855,10
x_shaped,w2,45000,0.09658252149820327,0.027032666474216795,10
x_shaped,w2,50000,0.07734366320073605,0.06298190394141027,10
x_shaped,w2,55000,0.07412154823541642,0.06235180251276447,10
x_shaped,w2,60000,0.07136459909379482,0.06325462299168029,10
